@relation 'kafka-weka.filters.unsupervised.attribute.Remove-V-R3,5,6,7,last'

@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,14}


@data
29,0,55,2,14
119,0,138,43,0
73,0,119,22,0
1,0,20,15,14
287,7,795,303,0
32,0,81,2,14
52,0,68,0,14
90,0,122,8,0
120,15,150,52,14
70,0,114,18,0
83,22,158,43,0
106,4,167,58,0
119,19,165,70,14
75,0,93,1,14
72,0,174,4,0
131,12,131,58,0
61,0,91,0,14
125,7,139,60,0
66,0,90,17,14
114,12,147,64,0
338,3,905,351,0
111,33,170,67,0
0,0,3,11,14
98,0,166,13,14
138,14,163,69,0
47,2,121,5,0
329,0,914,348,0
127,24,138,54,0
70,0,142,8,0
121,12,154,63,14
75,2,116,20,0
64,0,159,6,0
73,4,125,22,14
86,0,122,7,14
63,0,112,8,0
32,0,75,2,14
68,0,146,12,14
11,0,40,16,14
383,0,900,387,0
57,0,110,7,0
113,15,141,45,0
85,24,158,49,14
118,38,147,65,0
113,15,142,44,0
73,0,134,11,0
69,13,157,37,14
47,0,82,17,0
78,3,147,10,0
115,14,163,69,0
103,18,129,45,14
116,0,191,15,0
118,5,153,64,14
30,0,68,2,14
59,0,114,12,14
28,0,53,2,14
128,7,138,58,0
87,0,131,9,0
111,34,142,61,0
115,1,200,15,14
110,5,197,29,14
61,5,111,17,14
105,2,130,45,14
68,0,164,6,14
70,0,142,8,0
119,11,134,42,14
116,7,163,66,0
49,0,123,8,0
40,1,106,3,14
110,0,132,49,0
34,0,87,2,14
56,1,117,9,0
97,22,126,43,0
118,11,144,64,14
71,1,150,32,14
101,0,254,9,0
120,2,135,45,0
196,0,558,183,14
34,0,88,2,14
143,20,170,75,0
38,0,97,3,14
110,4,169,60,0
30,0,63,2,14
40,1,107,3,14
131,14,140,56,14
87,1,102,2,14
124,14,151,63,14
61,4,117,14,0
58,0,114,10,14
229,0,596,229,14
83,4,157,43,0
81,2,148,43,0
113,19,139,45,0
132,10,133,58,0
85,0,155,45,0
118,13,156,65,14
70,0,144,32,14
82,8,140,39,14
119,11,151,62,14
126,9,144,62,14
70,0,140,8,0
81,1,123,23,14
289,0,782,302,0
11,0,37,16,14
125,9,155,66,14
112,0,273,7,14
40,1,105,3,14
113,32,171,65,0
75,0,154,12,0
128,14,133,57,0
120,0,148,52,14
76,7,116,19,0
124,14,151,62,0
36,0,93,3,14
114,15,144,44,0
53,0,112,14,0
40,1,108,3,14
82,0,131,27,14
120,8,152,63,14
113,19,138,45,0
114,4,143,47,0
60,2,116,14,0
87,0,150,45,0
118,13,149,64,0
145,9,167,72,0
58,0,112,15,14
83,0,123,23,14
29,0,56,2,14
69,0,154,37,0
31,0,63,17,14
40,1,103,3,14
89,1,100,2,14
80,1,122,24,14
42,0,114,3,14
104,14,166,58,14
90,0,148,9,0
128,5,137,56,0
93,11,149,45,14
83,0,176,11,0
50,5,127,9,14
48,0,91,0,14
90,1,121,42,0
95,15,125,43,0
57,0,73,0,14
0,0,8,11,14
74,0,130,26,14
88,1,130,9,14
125,17,147,50,0
62,4,120,21,14
123,41,149,68,14
54,1,101,13,0
88,1,144,9,0
36,0,94,3,14
83,2,154,42,14
121,0,154,66,14
81,10,150,42,14
338,0,904,371,0
138,17,155,69,0
98,0,172,19,0
76,20,148,36,14
105,4,130,44,0
51,0,90,0,14
65,9,135,26,14
56,3,117,9,14
32,0,82,2,14
82,5,126,24,0
29,0,66,0,0
87,0,129,9,14
129,6,136,54,0
54,0,134,20,0
144,17,169,73,0
57,0,74,0,14
129,4,204,17,14
34,0,69,0,14
40,1,109,3,14
93,17,124,43,0
92,2,152,46,14
83,2,152,42,14
114,7,148,64,14
41,0,116,3,14
113,16,134,45,0
42,0,117,3,0
87,2,142,41,14
57,6,116,20,14
131,12,141,56,14
65,0,109,7,14
30,0,66,2,14
118,7,148,64,14
70,0,134,11,14
132,9,135,56,0
113,0,147,56,0
124,1,200,15,0
129,0,138,57,14
79,0,127,27,14
119,11,149,62,14
118,5,151,64,0
116,10,154,69,14
325,0,926,348,14
116,19,155,69,0
63,2,115,17,0
123,22,150,53,14
14,1,44,16,14
102,1,261,8,0
39,0,99,3,14
92,0,191,9,14
82,1,123,14,14
73,0,135,12,14
11,0,36,16,0
62,0,91,0,14
83,0,126,10,14
124,11,151,70,14
91,0,219,6,14
118,7,143,64,14
71,11,149,32,14
70,0,117,22,14
103,3,166,57,0
84,0,190,10,0
97,4,126,42,0
69,16,147,32,14
58,0,115,10,14
0,0,1,4,14
78,0,117,24,14
125,13,137,59,0
58,0,111,8,14
111,33,167,67,0
72,0,151,12,14
55,0,108,13,0
128,24,138,54,0
68,0,105,13,14
81,4,149,41,14
91,17,123,43,14
124,11,150,70,14
124,18,148,51,0
81,21,148,41,0
79,0,89,3,14
133,15,152,66,0
47,1,120,7,0
73,0,118,22,14
82,6,127,24,0
97,1,125,45,0
124,0,147,51,0
74,0,91,1,14
60,4,118,18,14
130,6,139,53,0
98,0,147,52,14
111,34,141,61,0
123,12,152,63,14
119,12,136,43,0
29,0,56,1,14
76,0,128,27,14
117,7,166,69,0
133,15,153,66,0
83,2,153,42,14
42,0,115,3,0
125,11,138,59,0
102,1,173,14,0
145,19,165,72,0
58,0,117,10,14
128,6,133,58,0
75,0,119,24,14
62,4,115,14,0
79,20,149,39,0
58,0,116,10,14
102,0,249,18,14
47,1,121,7,0
47,2,120,5,14
42,0,116,3,0
102,19,151,51,0
90,14,122,42,0
79,5,129,27,14
95,2,150,46,0
141,23,170,75,14
119,11,139,43,14
120,7,149,63,0
127,0,207,17,14
89,6,162,53,0
32,0,84,2,0
130,16,147,65,0
123,11,136,59,0
85,6,126,24,0
76,0,146,9,14
75,0,114,19,0
82,4,155,42,0
65,12,139,27,14
92,0,150,46,0
146,20,170,72,0
72,0,147,13,0
41,0,114,3,0
30,0,65,0,14
109,2,183,15,14
90,0,125,8,14
39,0,98,3,14
113,16,140,45,14
113,4,169,62,0
76,3,149,37,0
97,23,149,52,0
84,0,176,12,0
98,2,159,11,14
58,1,109,17,14
81,2,151,41,0
120,5,160,65,14
64,9,138,26,0
65,2,138,26,14
119,11,133,42,0
68,0,107,8,0
229,0,597,229,14
102,5,164,56,0
97,20,127,43,0
77,2,114,22,0
122,9,148,67,0
88,7,151,44,0
125,14,141,61,14
68,1,112,19,14
100,15,124,44,0
94,0,123,42,0
86,3,123,7,14
356,0,830,362,0
85,24,159,49,0
33,0,85,2,14
99,0,147,53,14
113,32,170,65,14
117,7,164,67,0
136,16,154,68,0
85,0,127,24,14
73,0,149,11,14
49,5,124,8,14
329,0,856,342,0
91,8,151,50,14
124,1,201,15,14
37,0,72,0,14
53,0,72,0,14
92,1,153,10,0
134,14,136,60,14
81,1,121,23,14
58,0,113,15,14
83,0,124,23,0
40,1,110,3,14
69,16,146,32,14
123,19,147,51,14
28,0,58,1,0
83,4,130,21,14
51,0,89,0,14
124,19,145,51,14
82,0,105,1,14
68,4,145,32,14
54,0,102,13,14
118,13,152,64,0
113,0,266,6,14
53,0,86,0,14
70,3,114,17,0
122,13,151,64,14
70,1,157,36,0
93,0,150,45,14
66,2,108,14,14
111,0,164,66,14
29,0,54,2,14
111,33,171,66,14
61,4,115,19,14
111,33,172,66,0
133,13,151,66,0
62,0,86,0,14
