@relation 'camel-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
0,521,244,157,1
408,667,353,12,1
0,567,265,25,1
0,611,271,23,0
405,712,309,4,1
0,576,257,9,1
0,941,521,131,1
0,724,295,8,1
0,180,111,2,1
0,686,266,11,1
0,310,152,7,1
407,706,264,11,1
0,448,102,0,1
64,608,279,43,0
296,482,283,5,1
0,706,316,6,1
41,540,265,6,1
351,624,292,14,1
0,506,298,5,1
0,492,210,96,1
0,585,300,171,1
0,597,267,4,1
190,559,261,25,1
0,400,176,11,1
0,670,297,10,1
88,678,260,2,1
0,511,284,6,1
378,705,275,4,1
0,659,277,10,1
268,585,297,171,1
379,665,251,9,1
215,525,254,6,1
125,414,176,97,1
0,706,315,9,1
238,303,119,2,1
0,321,121,2,1
18,592,311,21,1
0,550,263,17,1
0,670,269,4,1
385,628,336,9,1
36,343,162,7,1
0,549,279,98,1
0,688,270,8,1
0,697,273,7,1
210,507,229,95,1
0,575,260,12,1
0,631,321,25,1
0,548,276,3,1
52,576,270,21,1
0,610,282,9,1
0,732,323,6,1
202,488,233,93,1
61,176,107,2,1
347,622,294,16,1
331,580,275,13,1
431,693,366,13,1
382,671,259,11,1
353,582,316,9,1
0,596,338,29,1
321,593,233,9,1
0,641,251,8,1
0,454,206,90,1
0,475,209,70,1
409,656,353,12,1
0,860,383,79,0
0,322,97,0,1
19,587,291,62,1
252,329,56,0,1
0,674,267,4,1
0,392,174,10,1
0,548,319,13,1
14,708,308,3,0
0,643,254,7,1
255,568,286,90,1
309,409,115,0,1
317,704,279,1,1
376,691,268,4,1
197,577,265,44,1
0,729,300,9,1
0,467,207,84,1
358,594,321,8,1
0,520,257,60,1
397,696,273,11,1
306,505,301,7,1
356,641,253,7,1
243,320,113,0,1
62,550,264,167,1
348,599,269,11,1
0,604,241,2,1
238,594,265,4,1
0,556,231,8,1
0,635,292,9,1
432,694,366,13,1
0,637,252,8,1
348,599,272,11,1
182,539,254,25,1
0,619,303,7,1
0,905,327,64,1
0,599,252,2,1
0,503,296,7,1
372,723,298,10,1
0,299,143,7,1
0,651,257,7,0
329,619,319,23,1
0,604,343,11,1
194,571,264,44,1
185,544,263,49,1
342,659,264,6,1
0,553,283,5,1
0,574,296,87,1
177,489,205,97,1
334,439,111,0,1
410,704,277,11,1
359,601,280,2,1
0,604,291,43,1
0,598,258,11,1
402,695,277,11,1
21,599,317,23,0
0,615,289,7,1
0,297,123,2,1
0,588,264,9,1
55,535,260,68,1
0,615,240,9,1
0,555,281,5,1
0,631,279,7,1
0,592,289,7,1
0,616,276,2,1
0,709,279,11,1
0,715,269,8,1
209,522,232,104,1
0,623,308,6,0
369,713,275,8,1
48,358,171,8,1
118,423,187,92,1
376,621,247,2,1
350,593,276,2,1
382,676,272,4,1
430,692,366,13,1
0,319,112,0,1
0,585,302,10,1
0,717,311,9,1
0,656,255,7,1
0,642,260,6,1
5,665,270,7,1
0,688,269,8,1
255,570,296,74,1
307,505,296,8,1
0,732,324,6,1
0,705,279,1,1
4,1044,378,63,0
0,485,296,6,1
0,596,288,43,1
0,641,259,3,1
125,414,175,97,1
358,596,238,1,1
11,486,289,6,1
7,1046,408,77,1
334,612,237,9,1
0,642,254,8,1
0,566,276,38,1
0,610,273,11,1
0,437,30,0,1
0,496,225,86,1
0,617,284,27,1
8,649,359,12,1
0,585,263,12,1
0,617,295,16,1
0,527,318,15,1
0,585,290,55,1
267,587,294,150,1
299,482,286,5,1
349,631,246,7,1
0,541,261,68,1
345,578,308,9,1
0,566,304,8,1
383,627,334,9,1
387,660,269,4,1
0,713,309,4,1
34,544,279,13,0
0,304,148,7,1
370,714,275,8,1
0,605,313,25,1
0,702,273,4,1
384,720,279,4,1
0,974,412,141,0
29,605,321,28,1
0,647,341,32,1
0,659,352,12,1
0,623,246,2,1
352,633,248,7,1
0,604,337,17,1
304,566,247,9,1
0,331,117,0,1
0,486,285,5,0
342,614,304,6,1
389,728,299,8,1
37,508,242,11,0
0,598,287,7,1
264,321,96,0,1
0,648,265,4,1
0,509,311,15,1
382,713,287,8,1
351,648,286,10,1
218,575,267,5,1
324,706,272,1,1
0,531,258,27,1
0,581,271,13,1
341,564,300,9,1
91,678,264,2,1
0,680,359,16,0
0,686,267,11,1
0,596,276,2,1
0,645,254,7,1
0,857,327,73,1
0,628,311,19,0
0,647,257,6,1
0,595,277,15,1
291,489,297,7,1
0,712,284,7,1
333,655,263,7,1
372,647,273,9,1
387,630,338,10,1
0,561,278,37,1
0,562,268,19,0
0,170,106,1,1
0,694,320,24,1
70,610,347,34,0
0,171,114,3,1
0,646,334,11,1
338,644,255,6,1
0,568,327,12,1
95,532,255,46,1
102,165,107,2,1
0,257,118,2,1
34,576,287,18,0
0,563,293,113,1
242,321,59,0,1
0,532,255,5,1
7,484,284,5,1
0,644,278,10,1
0,702,293,10,1
333,591,282,14,1
309,425,9,0,1
13,1023,437,86,1
0,353,165,7,1
0,601,304,9,1
5,628,337,9,1
0,375,171,10,1
0,198,125,2,1
0,401,174,10,1
0,674,273,9,1
0,611,327,8,1
0,614,338,17,1
0,598,244,1,1
0,588,339,13,1
0,589,341,13,1
0,619,351,13,1
363,697,315,8,1
305,657,305,10,1
0,660,267,7,1
0,607,277,10,1
0,755,278,8,1
112,600,249,2,1
0,319,156,7,1
0,674,362,13,1
0,589,268,19,1
0,581,289,182,1
0,632,248,7,1
55,165,98,2,1
0,245,83,0,1
304,371,110,0,1
289,698,275,2,1
0,511,217,90,1
0,566,278,19,1
395,661,285,27,1
0,583,303,130,1
253,562,280,92,1
0,392,173,10,1
393,702,266,11,1
0,445,265,29,1
341,641,254,7,1
0,629,259,3,1
122,625,257,3,1
366,655,256,9,1
0,591,293,177,1
0,579,300,138,1
213,495,230,77,1
356,599,277,2,1
366,657,265,4,1
0,625,251,7,1
392,676,297,3,1
0,697,269,11,1
192,511,219,90,1
0,629,361,17,1
0,477,210,76,1
340,647,254,7,1
389,671,290,2,1
232,541,259,160,1
182,543,259,25,1
0,613,303,6,1
409,703,305,3,1
0,843,502,126,0
0,637,248,8,1
347,638,249,8,1
0,612,335,17,0
0,749,297,4,1
232,534,253,162,1
0,460,205,84,1
54,563,266,73,1
392,726,284,4,1
0,173,103,2,1
356,639,283,10,1
39,537,260,6,1
0,615,349,12,1
47,580,304,134,1
0,428,187,95,1
50,591,307,167,1
216,496,226,78,1
81,713,275,8,1
0,658,265,7,1
218,534,259,6,1
0,724,292,10,1
0,707,311,4,1
0,851,479,111,0
0,546,261,57,1
0,536,260,6,1
0,550,265,189,1
359,630,287,10,1
6,600,305,9,1
375,660,281,11,1
0,687,364,13,1
0,678,294,3,1
400,748,299,4,1
0,664,253,9,1
0,643,255,8,1
0,712,320,6,1
344,609,284,9,1
0,670,256,9,1
0,629,253,7,1
0,183,112,2,1
0,551,278,2,1
223,521,242,157,0
371,717,270,8,1
0,372,169,9,1
0,597,262,15,0
217,556,263,70,1
197,565,265,17,1
0,977,527,134,0
320,444,46,0,1
326,552,281,3,1
0,713,274,8,1
235,318,70,0,1
0,643,253,7,1
0,448,270,34,0
347,605,276,11,1
0,700,291,10,1
400,741,293,4,1
0,657,263,6,1
0,647,342,16,1
0,647,268,12,1
64,604,322,24,1
47,580,307,134,1
0,543,260,49,1
347,577,272,2,1
70,196,124,2,1
336,666,268,7,1
356,679,266,7,1
321,672,281,10,1
369,749,277,8,1
0,690,269,11,1
50,567,267,15,1
309,425,6,0,1
111,416,181,93,1
0,710,273,11,1
0,626,289,10,1
196,541,265,68,1
345,587,276,2,1
0,710,280,11,1
0,277,131,5,1
352,655,283,10,1
0,484,286,6,1
0,504,295,5,1
0,692,270,8,1
17,481,287,55,1
0,599,287,27,1
0,640,258,4,1
0,660,349,12,1
13,1023,436,86,1
334,539,306,6,1
0,518,264,62,1
370,614,331,8,1
0,532,254,5,1
0,611,277,10,1
322,594,233,9,1
320,564,264,11,1
81,702,267,8,1
211,496,230,127,1
367,711,269,8,1
322,427,115,0,1
0,591,339,11,1
226,294,77,0,1
369,613,328,8,1
0,674,274,6,1
0,516,284,6,1
0,616,240,2,1
173,531,256,27,1
0,589,282,36,1
190,542,256,58,1
0,520,258,60,1
361,602,240,1,1
56,367,172,9,1
28,500,229,7,1
387,729,323,6,1
371,646,272,9,1
390,731,303,9,1
0,552,262,25,1
0,191,115,2,1
197,565,265,17,1
0,276,114,2,1
0,776,365,76,0
0,744,275,7,1
0,729,285,4,1
337,544,297,10,1
333,707,268,1,1
13,486,292,6,1
6,600,305,9,1
0,437,21,0,1
359,641,280,10,1
37,549,280,98,1
182,542,257,25,1
0,175,117,3,1
0,710,314,4,1
0,642,284,2,1
0,601,250,1,1
0,613,238,9,1
0,703,267,11,1
119,422,189,91,1
362,692,324,7,1
0,621,251,8,1
0,576,288,18,1
218,288,74,0,1
0,699,272,4,1
0,701,264,11,1
29,336,158,7,1
0,599,272,2,1
0,625,356,19,1
0,588,330,10,1
0,625,259,3,1
0,578,299,82,1
308,639,293,9,1
0,624,256,3,1
367,691,268,7,1
0,541,256,25,1
0,547,275,3,1
0,544,296,10,1
0,559,268,11,1
327,567,266,11,1
381,634,253,3,1
346,650,279,10,1
0,577,298,138,1
3,580,314,8,1
16,580,294,73,1
0,526,236,8,1
0,730,267,7,1
358,689,274,8,1
8,667,412,78,0
0,687,276,7,1
341,426,123,0,1
0,458,266,42,1
0,732,287,4,1
0,511,230,124,1
202,488,233,93,0
0,565,266,10,1
0,662,266,7,1
372,725,304,9,1
36,586,287,49,1
369,695,273,7,1
0,675,297,10,1
0,697,271,11,1
23,589,292,62,1
0,542,261,68,0
0,631,292,7,1
0,168,109,3,1
0,551,261,25,1
0,711,273,1,1
12,576,298,82,1
247,318,121,2,1
0,567,264,16,1
0,654,254,2,1
0,718,290,8,1
351,691,268,8,1
366,604,277,2,1
0,502,285,6,1
365,700,316,8,1
0,712,283,7,1
379,769,293,8,1
0,436,103,0,1
0,623,277,7,1
0,573,262,5,1
0,551,264,189,1
247,550,266,189,1
43,573,291,87,1
409,703,273,12,1
0,769,291,8,1
0,673,266,4,1
13,636,249,3,1
0,675,299,3,1
0,556,261,70,1
217,533,257,6,1
0,571,232,10,1
321,549,330,13,1
0,527,251,163,1
0,713,284,7,1
0,617,240,2,1
22,328,157,7,1
63,664,259,10,1
331,432,102,0,1
0,675,361,13,1
55,632,301,31,0
0,693,288,26,1
358,629,250,7,1
242,602,267,4,1
238,565,279,32,1
388,636,341,10,1
0,626,294,14,1
0,636,244,7,1
0,426,187,94,1
354,433,100,0,1
0,570,258,8,1
66,598,341,29,0
122,429,191,91,1
0,848,403,78,1
0,483,281,5,1
0,519,229,107,1
0,495,229,90,1
0,359,171,8,1
0,531,301,6,1
254,573,290,87,1
0,731,268,7,1
0,546,300,10,1
0,598,267,11,1
0,569,265,11,1
215,501,230,74,1
0,584,313,9,1
0,383,174,9,1
309,425,7,0,1
0,437,39,0,1
0,535,295,10,1
0,437,19,0,1
348,566,303,8,1
357,640,253,8,1
0,530,293,72,1
0,688,288,10,1
0,1013,423,160,1
380,698,274,7,1
0,995,384,66,0
0,674,294,3,1
0,446,47,0,1
276,331,104,0,1
0,704,284,12,1
0,657,279,11,1
0,566,277,34,1
0,672,306,10,1
347,434,126,0,1
313,661,299,9,1
0,590,298,152,1
393,642,342,10,1
336,657,262,7,1
193,540,259,58,1
0,437,22,0,1
0,631,254,2,1
0,640,253,7,1
0,171,116,3,1
388,728,295,8,1
0,598,340,11,1
216,531,259,12,1
0,623,289,15,1
0,564,264,18,1
293,489,297,7,1
0,598,334,27,1
0,307,149,7,1
0,740,291,4,1
0,687,267,11,1
220,518,239,158,0
0,724,296,8,1
93,536,252,46,1
220,518,238,158,1
0,484,278,5,1
0,600,275,2,1
217,556,262,70,1
402,695,275,11,1
60,173,106,2,1
192,561,264,25,1
0,599,276,41,1
0,467,210,83,0
414,675,364,12,1
0,602,279,2,1
0,708,277,11,1
88,679,260,2,1
0,507,298,8,1
0,606,339,18,1
382,690,277,7,1
390,663,270,4,1
397,671,293,3,1
358,630,286,10,1
6,708,308,3,1
0,552,283,3,1
322,648,264,6,1
0,539,255,25,1
105,186,113,2,1
0,684,276,11,1
0,868,387,84,0
0,618,305,6,1
0,545,261,58,1
386,712,283,7,1
0,727,285,6,1
368,605,277,2,1
0,553,231,9,1
189,543,264,57,1
0,614,341,17,1
384,720,280,4,1
0,173,100,2,1
342,565,302,9,1
60,167,97,1,1
0,467,206,84,1
0,600,290,43,1
377,701,318,6,1
330,607,235,9,1
0,425,186,95,1
58,539,262,68,1
0,699,271,4,1
0,410,176,11,1
327,617,322,23,1
0,713,292,10,1
0,572,276,186,1
0,573,273,2,1
360,701,268,8,1
0,328,105,0,1
0,634,338,10,1
310,507,297,8,1
0,650,276,10,1
0,653,300,9,1
0,562,277,32,1
315,516,283,6,1
0,299,140,7,1
352,610,276,11,1
0,626,353,18,0
349,577,275,2,1
0,626,248,1,1
0,556,282,5,1
0,302,121,2,1
0,717,287,14,0
0,828,486,118,1
0,642,254,7,1
336,666,269,7,1
316,678,312,10,1
0,561,285,3,1
0,598,274,21,1
42,540,256,46,1
0,668,289,2,1
0,582,294,72,1
0,522,245,157,1
355,599,274,2,1
389,729,295,8,1
215,526,254,6,1
0,640,263,4,1
246,323,114,0,1
0,710,271,8,1
0,178,109,2,1
0,602,276,11,1
343,648,256,7,1
0,584,262,12,1
0,182,107,3,1
176,485,210,102,1
359,740,271,7,1
252,569,289,88,1
0,597,239,1,1
360,601,246,1,1
0,711,322,7,1
309,425,5,0,1
0,546,298,8,1
0,584,334,10,1
0,316,154,7,1
0,434,273,33,1
186,548,264,52,1
180,515,253,58,1
191,548,265,58,1
359,599,281,2,1
112,597,251,2,1
0,437,16,0,1
0,618,305,6,1
0,625,334,9,1
355,621,290,10,1
0,552,318,13,1
332,695,265,1,1
0,469,114,0,1
52,540,330,28,0
309,425,4,0,1
425,686,363,13,1
287,354,107,0,1
126,559,260,25,1
372,715,274,8,1
0,715,288,8,1
0,191,117,2,1
0,716,295,10,1
347,605,277,11,1
0,552,263,18,1
0,634,293,10,1
0,634,253,3,1
0,705,307,3,1
276,652,253,2,1
0,640,253,7,1
342,565,303,9,1
0,437,25,0,1
0,513,223,107,1
0,416,179,94,1
0,542,261,45,1
0,630,292,9,1
0,522,224,89,0
0,643,256,8,1
106,415,175,97,1
211,496,229,127,1
0,606,291,42,1
237,290,88,0,1
0,639,253,7,1
0,608,337,29,1
0,270,127,5,1
386,672,292,3,1
0,316,64,0,1
0,641,284,1,1
0,612,336,17,1
380,768,290,8,1
331,590,254,11,1
0,642,260,3,1
0,543,262,56,1
245,323,61,0,1
262,582,303,128,1
0,619,305,6,1
186,538,259,45,1
0,579,272,2,1
262,582,302,128,1
398,697,271,11,1
363,600,304,9,1
3,638,362,17,1
0,602,278,2,1
0,240,121,4,1
0,548,263,58,1
0,751,277,8,1
0,536,306,7,1
0,601,297,7,1
384,720,280,4,1
0,722,284,6,0
0,548,264,58,1
0,652,265,7,1
150,476,216,85,1
319,514,286,6,1
349,565,301,8,1
366,655,255,9,1
361,637,243,7,1
0,647,263,4,1
325,430,114,0,1
0,717,318,6,1
0,679,274,7,1
0,693,320,7,1
361,638,280,2,1
0,636,293,7,1
334,593,255,11,1
0,467,113,0,1
0,1042,557,140,1
393,692,275,11,1
0,416,178,96,1
0,314,119,2,1
0,600,275,11,1
0,480,213,78,1
316,558,268,11,1
0,497,216,96,1
0,681,269,7,1
0,529,256,6,1
64,607,291,42,1
0,650,287,9,1
0,468,114,0,1
0,637,292,9,1
0,518,229,104,1
0,531,257,10,1
0,648,262,6,1
323,568,263,10,1
0,706,320,6,1
364,610,240,1,1
0,708,278,11,1
0,762,295,8,1
0,534,278,3,1
0,488,205,96,1
4,975,352,52,1
352,627,248,8,1
389,725,326,7,1
381,729,299,9,1
0,673,300,3,1
0,618,307,47,0
0,640,254,7,1
0,631,279,7,1
0,710,313,4,1
212,519,234,102,1
0,647,276,10,1
367,611,326,8,1
385,707,280,7,1
335,658,264,7,1
0,712,281,11,1
0,642,254,7,1
0,708,279,11,1
0,518,319,16,1
0,660,269,4,1
0,598,234,9,1
0,578,299,138,1
327,596,313,24,1
0,560,234,10,1
392,675,301,3,1
0,593,300,158,1
0,608,276,2,1
0,589,249,11,1
354,629,249,8,1
0,662,350,12,1
337,537,306,6,1
364,644,242,8,1
257,603,254,3,1
222,290,75,0,1
0,312,116,2,1
401,676,297,3,1
0,277,130,5,1
0,165,111,3,1
223,522,247,157,1
54,646,315,32,1
293,704,275,2,1
362,693,320,7,1
0,670,290,2,1
0,740,295,4,1
366,602,239,1,1
84,686,273,1,1
326,405,129,0,1
0,603,279,2,1
33,525,254,5,1
190,559,262,25,1
0,589,285,182,1
308,375,111,0,1
0,778,387,72,1
0,658,352,12,1
54,533,259,68,1
5,631,340,9,1
0,726,298,8,1
374,643,283,1,1
0,572,296,87,1
0,567,303,8,1
86,545,263,57,1
44,563,322,30,1
0,494,214,96,1
55,613,287,26,1
314,387,124,0,1
224,519,247,159,1
0,391,173,10,1
0,656,260,7,1
348,637,250,8,1
0,567,302,8,1
363,744,274,7,1
0,601,298,7,1
0,609,280,9,1
0,627,265,17,1
0,549,281,98,1
0,593,300,177,1
0,367,171,9,1
217,574,266,5,1
0,661,278,11,1
372,714,289,9,1
52,531,259,68,1
317,505,309,16,1
54,563,265,73,1
388,715,324,7,1
0,579,266,44,1
0,648,297,42,1
29,607,324,28,0
0,669,291,2,1
383,672,260,11,1
0,717,291,8,1
0,525,300,12,1
0,630,303,7,1
328,689,265,1,1
0,947,370,67,1
0,718,293,10,1
365,597,238,1,1
371,711,288,9,1
356,599,271,2,1
0,257,116,2,1
0,727,298,9,1
345,719,271,1,1
0,597,292,7,1
401,743,296,4,1
0,589,288,178,1
0,383,122,0,1
0,578,300,135,1
0,640,252,7,1
0,536,306,6,1
376,662,259,10,1
0,716,291,10,1
0,600,256,11,1
0,1016,551,139,1
378,705,274,4,1
0,584,301,161,1
111,416,182,93,0
391,734,327,6,1
122,584,273,33,1
223,522,248,164,1
307,528,311,14,1
0,604,314,25,1
92,544,262,49,1
0,554,260,43,0
220,537,259,6,1
348,637,249,8,1
331,584,261,12,1
0,540,256,46,1
0,541,263,53,1
366,641,275,10,1
0,1146,484,176,1
0,527,314,14,1
325,607,316,25,1
0,511,303,5,1
0,731,328,6,1
267,585,297,150,1
0,760,300,8,1
363,746,276,7,1
0,689,275,7,1
250,336,111,0,1
0,556,300,8,1
115,303,147,7,1
0,584,276,33,1
0,481,285,6,1
378,722,297,9,1
0,514,225,107,1
62,602,316,24,1
368,641,259,3,1
200,571,270,12,1
0,625,303,7,1
0,615,237,2,1
0,526,250,10,1
0,638,295,10,1
0,593,303,156,1
0,682,285,10,1
350,609,276,10,1
394,644,343,11,1
43,570,274,17,0
0,617,254,8,1
0,707,279,10,1
324,706,272,1,1
0,191,118,2,1
0,593,254,11,1
22,309,150,7,1
0,694,321,7,1
0,232,118,3,1
315,675,292,10,1
252,330,50,0,1
0,682,323,80,0
0,214,119,3,1
332,583,253,8,1
0,613,304,6,1
302,687,274,1,1
0,676,325,79,1
350,579,303,8,1
0,436,198,91,1
0,617,241,9,0
361,620,254,3,1
368,641,258,3,1
0,674,292,10,1
0,562,281,92,1
0,632,282,7,1
13,727,325,6,1
0,542,278,15,1
0,654,361,18,1
0,319,120,2,1
0,575,296,139,1
0,532,255,58,1
0,533,258,68,1
22,318,155,7,1
0,502,282,49,0
0,428,98,0,1
0,330,99,0,1
0,567,259,7,1
0,566,282,92,1
0,716,272,9,1
0,559,309,78,1
0,502,286,6,1
326,599,235,9,1
309,640,294,9,1
0,170,99,2,1
0,633,248,7,1
0,437,44,0,1
0,673,265,7,1
351,634,252,8,1
0,828,397,118,0
350,582,303,9,1
0,673,297,10,1
0,589,275,2,1
0,688,325,28,1
0,436,199,91,1
402,695,276,11,1
0,741,295,4,1
0,610,286,9,1
354,612,346,11,0
0,552,325,13,1
0,629,290,10,1
0,650,316,30,0
78,400,177,10,1
0,497,290,10,1
0,744,274,7,1
348,427,97,0,1
0,419,183,95,1
0,570,275,13,1
38,556,325,32,1
0,661,276,10,1
0,695,274,11,1
0,723,290,10,1
254,570,296,79,1
0,627,247,1,1
0,620,251,8,1
0,444,101,0,1
0,697,273,11,1
276,677,259,2,1
349,579,274,2,1
0,524,306,7,1
27,584,318,9,1
0,871,327,71,1
47,578,300,126,1
330,526,303,6,1
72,520,254,58,1
179,520,257,59,1
0,683,272,1,1
408,712,308,4,1
366,651,290,2,1
342,614,305,6,1
0,696,283,19,1
0,677,302,3,1
0,569,296,75,1
350,672,264,7,1
0,524,323,16,1
0,416,178,97,1
0,177,108,3,1
0,675,298,10,1
0,695,272,2,1
0,523,298,12,1
3,244,121,4,1
319,523,277,5,1
0,634,249,7,1
0,504,291,6,1
0,548,264,50,1
352,650,287,10,1
0,617,344,17,1
353,647,253,8,1
320,563,263,11,1
0,656,263,6,1
0,578,230,9,1
392,741,304,9,1
6,713,283,7,1
0,501,310,15,1
0,590,254,11,1
7,634,338,9,1
378,712,289,8,1
0,488,300,6,1
0,582,264,4,1
0,569,259,8,1
352,629,249,8,1
277,653,257,2,1
0,629,280,2,1
339,661,267,7,1
0,432,125,0,1
385,674,262,11,1
0,606,279,2,1
276,652,257,2,1
143,442,260,36,0
0,591,292,177,1
0,600,253,11,1
0,544,264,57,1
0,717,290,8,1
0,486,287,6,1
0,321,122,2,1
0,579,285,182,1
0,655,284,10,1
366,704,270,8,1
0,586,331,10,1
0,727,320,6,1
278,654,257,2,1
13,704,321,6,1
55,567,262,44,1
0,375,170,10,1
49,539,326,31,1
0,759,298,8,1
0,676,312,10,1
0,437,36,0,1
0,580,258,12,1
0,667,298,10,1
53,576,273,15,1
0,690,268,11,1
0,536,252,25,1
0,370,173,9,1
0,644,285,2,1
212,516,235,102,1
0,749,298,4,1
391,725,283,4,1
348,610,282,9,1
337,543,292,10,1
0,696,268,4,1
272,334,106,0,1
0,581,231,9,1
0,709,277,12,1
206,519,230,107,1
0,588,298,149,1
340,423,131,0,1
0,1041,427,157,1
264,575,277,186,1
362,640,248,7,1
234,538,256,162,1
0,669,268,4,1
321,565,264,11,1
183,534,258,47,1
0,644,345,11,1
0,502,291,5,1
0,553,266,30,1
0,726,302,9,1
34,560,270,24,1
110,184,111,2,1
345,619,307,6,1
0,683,268,4,1
0,662,282,11,1
307,407,117,0,1
355,583,316,9,1
0,661,347,11,0
0,590,303,167,1
372,759,286,8,1
62,602,315,24,1
0,566,257,11,1
370,702,267,7,1
0,566,304,8,1
0,627,287,10,1
0,540,266,23,1
0,195,121,2,1
393,665,291,3,1
0,437,40,0,1
0,572,248,17,0
88,398,175,11,1
38,345,162,7,0
0,705,267,11,1
199,258,114,2,1
109,275,128,5,1
0,741,303,9,1
110,177,110,2,1
0,580,331,14,1
223,291,76,0,1
0,678,298,10,1
0,425,185,95,1
150,476,214,85,1
329,531,304,7,1
0,451,203,90,1
322,427,114,0,1
0,571,277,13,1
327,535,304,7,1
371,724,311,9,1
0,549,282,98,1
41,351,163,7,1
0,694,280,1,1
187,551,263,25,1
0,644,251,8,1
0,640,250,7,1
36,559,262,14,1
0,632,354,18,1
0,575,230,9,1
0,685,316,8,1
0,538,261,53,1
0,568,312,41,1
339,581,334,10,1
330,582,252,8,1
344,570,280,2,1
0,564,263,25,1
195,565,263,17,1
0,584,269,44,1
0,549,262,168,1
54,550,332,26,0
0,717,317,6,1
372,693,276,7,1
0,519,266,64,0
0,182,112,2,1
0,562,267,30,1
342,599,293,7,1
0,533,266,67,1
0,642,258,7,1
0,671,348,16,1
0,409,114,0,1
0,590,275,32,1
0,706,270,11,1
239,597,265,4,1
0,708,277,12,1
400,656,345,12,1
0,450,281,56,1
0,526,248,12,1
0,615,238,2,1
43,565,246,16,0
0,703,319,6,1
0,597,271,2,1
0,374,112,0,1
0,234,117,3,1
361,637,245,7,1
0,722,297,10,1
0,603,337,11,1
355,695,266,8,1
0,674,296,10,1
0,712,327,7,1
370,716,271,8,1
202,488,231,93,1
0,606,280,2,1
0,599,306,9,1
347,615,283,9,1
383,737,290,8,1
363,622,255,3,1
0,216,119,2,1
0,696,273,2,1
0,646,257,6,1
0,503,231,97,1
65,167,96,1,1
308,408,116,0,1
0,631,337,9,1
0,507,296,6,1
0,633,250,7,1
0,824,396,114,1
0,708,271,9,1
0,665,294,3,1
358,637,255,7,1
0,485,295,6,1
0,593,267,9,1
0,634,251,8,1
0,722,295,10,1
0,425,99,0,1
376,662,256,10,1
0,597,281,2,1
0,539,258,58,1
0,596,296,177,1
94,533,255,46,1
0,716,271,8,1
347,651,280,10,1
0,661,276,11,1
313,678,297,10,1
321,548,278,3,1
0,378,172,9,1
194,545,260,58,1
0,606,275,2,1
0,638,293,10,1
314,673,311,10,1
266,583,288,182,1
0,697,270,11,1
0,617,242,10,1
0,491,305,29,1
0,620,268,14,0
0,442,200,90,1
0,586,302,171,1
379,661,289,2,1
129,378,170,10,1
0,750,297,4,1
60,565,336,29,1
364,688,269,8,1
393,719,318,6,1
0,616,239,2,1
0,586,254,8,1
0,637,260,10,1
0,621,256,3,1
0,657,346,12,1
0,721,309,9,1
0,725,298,10,1
0,731,326,6,1
0,610,287,9,1
308,656,299,9,1
0,544,256,58,1
31,608,338,29,1
0,568,267,23,1
0,337,48,0,1
378,726,301,9,1
0,711,266,11,1
0,701,267,8,1
0,746,300,4,1
0,642,261,3,1
398,699,277,10,1
0,681,298,3,1
0,634,252,3,1
0,549,279,5,1
360,603,324,8,1
0,641,249,7,1
0,449,101,0,1
359,600,282,2,1
188,555,263,25,1
357,591,317,8,1
334,534,305,6,1
218,534,258,6,1
0,509,297,12,1
0,575,260,12,1
0,557,271,186,1
338,665,270,7,1
40,538,264,6,1
209,250,85,0,1
3,975,364,57,0
0,936,410,119,0
0,648,256,7,1
354,621,289,9,1
410,669,359,12,1
0,636,250,8,1
0,172,110,3,1
0,583,287,182,1
0,678,268,8,1
391,690,273,11,1
325,539,277,5,1
0,634,256,4,1
395,739,329,7,1
0,540,260,45,1
363,687,318,8,1
365,645,282,10,1
32,562,279,37,1
334,593,247,11,1
0,243,118,2,1
0,715,283,7,1
0,700,271,7,1
0,312,117,2,1
0,613,253,3,1
0,674,297,3,1
410,704,306,3,1
0,600,273,11,1
0,713,275,11,1
0,505,285,5,1
0,590,275,2,1
351,619,279,10,1
0,425,13,0,1
0,551,283,3,1
328,523,305,7,1
0,645,351,25,1
123,177,117,3,1
366,605,274,2,1
0,596,279,2,1
0,676,286,10,1
0,554,283,100,1
36,343,163,7,1
385,658,268,4,1
36,545,323,31,1
0,565,339,28,0
307,691,279,1,1
86,667,254,2,1
0,549,278,2,1
0,642,264,4,1
215,498,222,80,1
0,597,340,29,1
0,589,283,182,1
252,569,288,88,1
0,729,291,10,1
191,560,263,25,1
214,526,255,6,1
360,600,238,1,1
107,181,111,2,1
0,646,331,12,1
364,649,266,4,1
0,566,266,10,1
299,649,304,9,1
413,720,281,11,1
0,493,225,126,1
0,653,256,2,1
0,174,116,3,1
0,696,269,7,1
0,703,268,7,1
0,612,304,7,1
0,534,265,68,1
0,731,329,6,1
0,531,295,46,1
372,712,287,9,1
0,628,356,19,1
326,431,116,0,1
378,723,295,9,1
0,640,280,10,1
381,769,292,8,1
323,560,267,10,1
0,580,302,8,1
0,614,286,9,1
345,632,244,9,1
0,531,258,26,1
289,531,304,12,1
0,734,289,4,1
311,669,301,10,1
0,437,24,0,1
