@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,30}


@data
0,301,30,30
0,217,7,30
0,338,5,0
0,197,5,30
0,246,20,30
0,147,12,30
1,185,4,30
59,317,14,30
16,314,27,30
1,241,9,30
0,196,5,30
1,87,3,0
0,244,9,30
0,226,9,30
236,287,66,30
1,299,29,0
0,323,39,0
0,199,7,30
1,298,9,30
3,266,14,30
0,209,9,30
12,332,16,30
2,294,21,30
0,306,26,30
0,158,5,0
1,295,11,30
1,343,10,30
2,309,8,30
0,187,5,30
2,329,9,30
9,309,30,30
12,312,7,30
0,188,3,30
0,160,5,0
0,172,7,30
2,105,4,30
0,200,7,30
0,296,17,30
5,313,43,30
170,280,84,30
62,361,102,30
1,259,13,0
0,295,32,30
0,269,6,30
0,213,15,30
0,212,14,0
72,295,37,30
16,265,33,0
5,222,14,30
1,212,13,30
0,192,5,30
58,306,25,30
31,304,49,30
1,290,30,30
0,254,33,30
1,208,7,30
0,243,9,30
0,106,4,30
1,300,7,30
1,65,2,30
126,322,84,0
0,194,7,30
0,208,9,30
5,353,11,30
0,342,28,30
0,328,9,30
0,203,2,30
12,98,26,0
1,348,12,30
3,282,35,30
0,174,4,30
35,313,101,30
18,320,91,30
1,237,9,30
0,322,5,30
1,289,31,0
0,80,1,30
5,196,3,30
3,303,7,30
0,223,5,30
0,375,10,30
2,346,13,30
3,304,7,30
22,278,41,30
2,315,15,30
4,127,6,30
3,232,9,30
6,295,39,30
5,278,23,30
0,225,7,30
0,193,8,30
2,310,32,30
0,156,1,30
0,280,23,30
239,332,48,30
0,229,7,30
0,82,1,30
2,220,14,30
3,398,35,0
0,185,35,30
0,161,1,30
0,146,11,30
0,183,1,30
2,281,64,30
3,196,7,30
6,191,32,30
0,137,28,30
0,276,40,30
3,258,11,30
46,311,7,30
0,181,1,30
1,219,9,30
0,310,20,30
1,323,7,30
0,169,34,30
1,233,10,30
0,119,16,30
3,279,10,30
18,111,29,30
2,340,10,30
0,303,24,0
23,314,28,30
2,230,9,30
0,208,2,30
62,354,95,30
0,184,35,30
0,195,6,30
0,91,29,30
3,329,5,30
9,264,104,30
0,282,13,30
1,155,4,30
7,93,29,30
0,228,2,30
5,307,31,0
18,297,33,0
0,149,10,30
0,164,7,30
0,164,6,30
2,140,2,30
2,199,7,30
1,92,6,30
0,196,7,30
1,162,6,30
8,321,38,30
50,307,8,30
0,236,7,30
36,303,8,30
12,291,37,30
5,335,9,30
6,257,13,30
0,230,7,30
0,269,20,30
0,245,8,30
2,207,10,30
0,311,6,30
16,293,33,30
5,309,97,30
0,21,1,30
0,341,13,30
16,296,33,30
0,370,9,30
1,299,27,0
2,333,15,30
0,147,11,30
0,325,19,30
0,295,36,30
0,229,7,30
1,286,15,30
5,340,75,30
0,180,34,30
0,268,9,30
126,322,83,0
7,328,49,0
0,186,5,30
0,90,25,30
1,157,6,30
0,150,22,30
2,281,14,30
3,319,14,30
0,225,13,30
2,293,10,30
2,148,5,30
0,150,9,30
2,173,2,30
0,189,4,30
14,294,33,30
141,171,21,30
0,122,10,30
4,281,38,30
0,163,1,30
0,181,7,30
1,213,4,30
104,273,44,30
62,347,84,30
239,330,49,30
10,281,54,30
4,314,37,30
14,304,23,30
0,155,1,30
5,293,20,30
0,411,34,0
0,92,14,30
0,209,7,30
0,348,13,30
51,292,65,30
2,106,4,30
0,157,5,30
0,127,10,30
0,226,14,30
1,342,18,30
0,69,2,30
0,257,9,30
0,231,9,30
0,213,4,30
0,244,8,30
0,216,13,30
5,295,20,30
0,270,14,30
13,336,36,30
1,199,3,30
0,164,10,30
1,230,14,30
183,309,8,30
0,97,6,30
3,193,4,30
0,95,26,30
12,115,29,30
0,349,13,30
0,295,8,30
0,179,4,30
3,316,17,30
33,171,17,30
4,176,8,30
0,221,17,30
36,303,8,30
1,106,18,30
1,280,21,30
6,95,15,0
15,303,49,30
7,303,32,30
0,200,8,30
0,229,5,30
11,169,23,0
30,275,15,30
3,278,10,30
2,302,11,30
0,309,31,30
8,330,45,30
10,282,38,0
0,144,37,30
0,150,1,30
0,229,7,30
0,191,4,0
0,181,9,30
3,276,15,30
12,127,28,30
0,286,23,30
12,290,21,30
17,302,87,30
18,259,53,30
0,336,12,30
2,222,17,30
0,226,8,30
0,104,2,30
0,248,14,30
0,279,15,30
0,294,28,30
54,355,93,30
0,202,6,30
0,354,29,30
14,299,26,30
0,334,10,30
1,195,2,30
5,335,9,30
0,214,6,30
0,359,26,30
10,283,23,30
0,245,9,30
0,334,16,30
8,333,36,30
0,155,13,30
1,303,16,30
46,328,16,30
0,201,2,30
63,270,19,0
0,175,9,30
141,167,15,30
0,172,7,30
0,323,20,30
5,305,46,0
27,315,100,30
0,205,10,30
2,358,13,30
0,259,11,30
0,210,2,30
62,324,54,30
6,243,13,30
0,300,30,30
6,259,13,30
0,162,10,30
0,365,26,30
0,108,5,30
0,187,1,0
6,270,13,30
9,329,55,0
1,364,26,30
0,176,9,30
2,264,10,30
0,263,27,0
1,313,55,0
2,257,32,30
0,368,10,30
50,302,8,30
0,374,8,30
3,152,10,30
3,207,3,30
0,349,11,30
1,356,11,30
8,282,23,30
29,328,85,0
0,176,9,30
0,112,2,30
1,355,13,30
0,184,7,30
0,192,1,30
1,328,9,30
0,199,8,30
0,318,9,30
0,305,15,30
0,175,0,30
0,103,4,30
0,201,2,30
1,269,13,30
1,95,6,30
2,247,35,30
0,228,5,30
0,217,16,30
0,346,17,30
0,95,6,30
3,325,16,0
10,250,20,30
1,93,6,30
1,295,18,30
3,275,10,30
0,343,18,30
13,144,29,30
30,288,51,30
0,194,12,30
3,126,5,0
0,286,33,30
0,195,32,30
1,300,16,30
1,279,18,30
62,298,23,30
3,340,15,30
0,298,20,30
1,159,1,30
0,178,1,30
6,257,13,30
0,372,9,30
0,234,13,30
31,277,16,30
31,277,16,30
4,300,50,30
0,268,19,30
9,304,32,30
1,87,3,30
1,302,23,30
0,153,6,30
3,240,9,30
9,330,27,30
1,218,16,30
3,150,8,30
10,356,128,30
2,170,8,30
2,205,8,30
0,300,26,30
0,195,7,30
0,175,7,30
0,300,26,30
0,372,26,0
6,255,13,30
1,224,11,30
1,280,39,30
2,191,11,30
0,219,7,30
16,335,34,30
6,356,12,0
1,362,103,30
64,348,120,30
2,197,7,30
22,315,40,30
64,349,113,30
1,192,2,30
0,369,10,30
0,179,1,30
0,155,6,30
1,312,5,30
2,227,11,30
3,373,23,30
2,345,10,30
0,109,10,0
0,198,6,30
15,102,29,30
10,309,33,0
11,96,28,30
0,197,6,30
0,218,33,0
0,284,13,0
0,242,18,30
5,291,31,30
59,296,20,30
0,190,1,30
6,291,31,30
0,201,8,30
0,2,0,30
0,327,20,30
0,294,28,30
0,298,10,30
6,295,30,30
0,193,5,30
2,236,9,30
4,366,9,30
0,246,8,30
4,357,10,30
0,191,3,30
0,202,1,30
1,153,4,0
0,104,2,30
1,345,9,30
62,321,53,30
0,243,8,30
1,270,48,30
6,120,10,30
0,287,59,30
0,210,32,0
1,185,4,30
1,357,102,30
1,281,23,30
0,188,1,30
5,332,10,30
1,169,4,30
0,242,20,30
0,96,2,30
20,328,93,0
7,296,29,0
0,175,0,30
22,280,37,30
0,58,1,30
10,317,36,30
0,94,2,30
6,134,6,30
27,372,91,0
13,296,51,30
0,199,7,30
0,358,89,30
0,189,5,30
0,270,23,30
11,337,89,30
2,282,11,30
2,269,14,30
1,156,2,30
36,299,8,30
13,145,29,30
0,156,2,30
0,165,1,30
29,348,83,30
1,314,21,30
3,286,23,0
0,322,15,30
1,260,21,30
3,297,16,30
1,334,36,30
1,307,16,30
6,365,28,30
0,323,53,30
0,215,6,30
0,269,5,30
1,166,7,30
7,96,16,30
0,195,8,30
2,107,20,30
0,269,14,30
0,249,19,30
4,367,10,30
2,292,13,30
7,209,6,30
1,334,11,30
6,295,20,30
1,293,16,30
0,209,6,30
0,96,4,30
6,361,28,30
16,309,28,30
2,157,7,30
0,219,5,30
59,313,19,30
0,241,18,30
53,313,57,30
1,197,6,0
0,333,10,30
7,187,7,30
0,174,1,30
0,224,13,30
1,94,6,30
0,199,2,30
0,13,0,30
0,299,10,30
2,296,27,30
0,186,6,30
0,151,6,30
13,284,23,0
1,176,7,30
12,98,26,30
8,292,64,30
1,239,17,30
3,194,11,30
3,303,11,30
0,201,7,30
14,283,32,30
6,287,31,30
0,294,19,0
1,154,6,30
0,287,21,30
6,180,5,30
3,311,5,30
0,246,8,0
15,259,51,30
0,240,7,30
3,255,20,30
3,354,13,30
5,348,86,30
0,192,4,30
2,252,13,30
0,264,13,0
2,211,9,30
0,293,12,30
0,82,1,30
5,307,16,0
4,345,19,0
0,186,31,30
0,211,2,30
0,103,2,30
0,226,5,30
1,171,7,30
0,22,1,30
0,165,10,30
1,208,8,30
1,214,7,30
30,274,15,30
3,291,13,30
1,360,23,30
12,308,20,30
0,99,5,30
16,307,29,30
1,187,5,30
1,235,8,30
0,227,14,30
0,37,1,30
2,126,4,30
61,275,16,30
18,94,26,0
0,222,11,30
0,348,20,30
0,114,2,30
0,95,4,30
0,172,1,30
1,267,13,30
0,292,20,30
1,153,1,30
0,148,1,30
1,149,2,30
1,190,6,30
1,287,21,30
134,260,55,30
9,351,113,0
0,155,10,30
2,350,80,0
0,196,1,30
1,288,20,30
0,89,25,30
1,304,18,30
1,251,9,30
0,114,3,30
22,181,32,0
0,107,4,30
17,330,85,0
0,300,10,30
0,280,22,30
30,306,8,30
14,306,29,30
1,116,3,30
8,291,64,30
183,311,5,30
0,337,5,30
11,172,21,30
0,339,9,30
0,72,1,30
2,188,8,30
1,207,7,30
1,79,3,30
28,324,81,0
2,101,5,30
0,60,3,30
1,200,3,30
0,371,26,30
2,308,26,30
0,285,22,30
0,316,81,0
3,334,34,30
0,270,6,30
0,155,5,30
59,321,16,30
0,165,5,30
3,411,36,0
8,296,64,30
0,214,6,30
1,144,7,30
1,218,14,30
14,182,33,0
0,209,4,30
0,18,1,30
0,179,30,30
14,185,34,0
42,338,91,0
6,220,13,30
0,353,20,30
33,150,8,30
0,190,4,0
12,367,28,0
1,285,12,30
0,110,2,30
2,283,23,30
0,199,7,30
55,358,113,30
0,221,2,30
0,295,7,0
6,356,28,0
5,213,4,30
1,320,53,30
1,239,8,30
51,328,52,30
0,151,8,30
1,355,11,30
1,148,37,30
0,277,54,30
1,160,6,30
10,349,56,0
13,357,102,30
0,110,2,30
0,181,7,30
45,307,8,30
138,139,1,30
46,307,6,30
1,149,5,30
7,179,6,30
0,172,5,30
11,354,100,0
6,313,18,30
1,229,17,30
59,299,20,30
11,299,40,0
1,238,9,30
2,335,12,30
28,276,78,30
5,227,11,30
0,97,6,30
0,197,2,30
1,150,2,30
4,295,24,30
0,207,7,30
30,296,31,30
0,252,19,30
0,355,13,30
0,178,7,30
4,276,98,30
0,179,4,0
71,282,28,30
1,257,31,0
45,302,8,30
10,337,56,0
13,345,84,30
0,196,7,30
0,294,31,30
5,294,20,30
31,322,27,30
1,350,12,30
0,184,1,30
1,214,4,30
0,92,29,30
6,146,13,30
1,295,16,30
46,332,16,30
11,357,102,0
3,257,18,30
42,320,84,0
4,282,26,30
18,301,34,30
1,281,35,30
1,284,11,30
0,153,5,30
0,257,8,30
67,269,19,0
54,364,113,30
2,218,9,30
0,173,34,30
12,324,83,0
12,343,35,30
0,153,5,30
8,292,31,30
1,267,11,30
30,286,33,30
22,317,34,30
0,276,20,30
0,94,6,30
15,338,16,30
0,170,9,0
0,221,5,30
55,360,112,30
0,200,10,30
0,231,2,30
0,333,10,30
0,163,1,30
1,320,19,30
0,319,16,0
0,277,77,0
2,215,7,30
10,296,51,0
0,205,2,30
0,148,6,30
0,311,27,30
37,319,82,0
2,339,19,30
30,286,31,30
0,298,34,30
31,318,38,30
31,287,51,30
1,339,15,30
58,308,25,30
0,140,33,30
0,317,18,0
61,299,73,30
0,193,6,30
0,141,32,0
0,230,5,30
0,338,11,30
2,283,7,30
1,184,2,30
0,187,6,30
1,360,13,30
239,324,43,30
30,305,43,30
0,95,8,30
6,215,14,30
0,228,17,30
2,173,7,30
0,259,31,0
0,264,6,30
4,226,14,30
3,197,3,30
92,301,58,30
1,283,22,30
0,196,2,30
10,256,19,30
0,213,4,30
9,285,22,30
0,277,88,30
15,110,29,30
0,298,23,30
0,363,11,30
0,189,5,30
4,179,1,30
0,97,5,30
5,342,10,30
0,174,34,30
0,232,9,30
1,322,14,30
3,211,15,30
0,62,1,30
0,299,9,30
31,323,27,30
0,187,5,30
0,281,23,30
0,153,1,30
0,177,8,30
9,310,27,30
1,323,5,30
1,309,32,30
15,277,32,30
9,277,14,30
1,237,8,30
141,258,51,30
7,94,16,0
0,202,7,30
12,338,35,30
0,104,5,30
0,181,1,30
0,121,6,30
1,265,36,30
0,311,9,30
0,297,8,30
0,184,9,30
0,205,32,30
2,201,5,0
12,309,19,30
2,309,26,30
0,197,7,30
0,189,4,30
0,194,7,30
1,186,4,30
0,273,16,30
1,278,27,0
0,217,9,30
3,296,37,30
17,193,32,0
13,302,41,30
1,173,7,30
1,287,15,30
33,147,3,30
0,226,14,30
4,103,12,30
0,268,11,0
1,281,20,30
12,331,45,30
72,296,30,30
61,298,76,30
1,219,9,30
31,330,27,30
1,285,23,30
1,297,26,30
3,179,7,30
54,353,101,30
0,152,1,30
1,351,11,30
10,355,102,0
3,257,10,30
2,264,37,30
40,331,93,0
0,168,6,30
0,188,6,30
0,164,10,30
5,194,7,30
0,284,19,30
1,336,11,30
0,222,7,30
0,74,2,30
6,307,29,30
1,164,34,30
0,243,9,30
1,297,21,30
1,152,5,30
3,160,10,30
25,362,133,30
31,327,27,30
195,298,8,30
0,204,7,30
139,281,88,0
2,169,5,30
2,210,9,0
0,76,1,30
0,260,13,30
0,322,9,30
0,197,5,30
0,155,15,30
0,119,2,30
3,397,35,0
0,189,2,30
0,205,1,30
6,132,8,30
0,187,7,30
1,210,11,30
64,353,114,30
0,172,9,30
6,338,28,30
9,277,17,30
0,195,4,30
15,272,44,30
10,281,38,30
0,220,7,30
4,147,22,30
1,182,9,30
9,331,28,30
14,352,123,30
0,218,14,30
3,301,35,30
0,360,26,30
22,287,37,30
1,282,19,30
6,270,12,30
0,191,5,30
0,162,1,30
1,221,9,30
0,146,7,30
0,245,8,30
0,190,5,30
2,254,7,0
0,325,20,30
0,293,37,30
0,258,11,30
0,189,8,30
61,294,67,30
1,219,6,30
0,157,7,30
0,303,27,30
45,306,8,30
2,104,17,0
1,229,14,30
6,279,92,30
2,132,28,30
0,191,3,30
0,318,20,0
0,218,5,30
30,304,29,30
6,353,88,0
1,295,10,30
4,288,11,30
6,300,40,30
236,315,53,30
1,80,3,30
1,207,3,0
35,178,22,30
0,6,0,30
0,158,1,30
0,128,10,30
10,293,49,30
5,214,13,30
0,183,4,30
0,299,11,30
0,357,11,30
138,150,1,30
30,303,8,30
1,233,7,30
1,205,8,30
1,97,6,30
1,298,10,0
61,273,16,30
1,194,11,0
0,250,9,30
0,197,7,30
0,183,9,30
0,318,20,30
54,360,104,30
12,279,23,30
0,242,5,30
0,134,7,30
1,334,9,30
3,184,8,30
0,171,8,30
1,218,13,30
2,103,17,30
4,223,14,30
1,314,91,0
1,279,7,30
0,373,8,30
1,154,2,30
0,259,8,30
2,192,5,30
7,285,55,30
0,158,7,30
0,167,7,30
0,170,4,0
0,197,6,30
6,200,32,30
1,303,30,30
1,298,29,30
0,299,31,30
0,83,1,30
1,154,5,30
3,159,21,0
0,237,17,30
0,219,7,30
0,220,5,30
0,337,16,30
3,189,4,30
2,191,6,30
5,193,6,30
31,338,28,30
0,241,9,30
5,290,31,30
0,197,6,30
11,296,50,30
7,85,25,0
0,193,2,30
2,307,31,30
2,288,16,30
2,140,2,30
1,173,1,30
0,124,10,0
1,142,2,30
0,204,2,30
1,334,10,30
0,327,8,30
11,333,91,30
0,200,6,30
3,202,9,30
63,353,124,30
0,266,34,30
0,183,7,30
0,161,6,30
6,159,14,30
15,284,51,30
2,361,91,0
0,366,26,30
1,187,7,30
0,191,2,30
17,137,36,0
6,373,10,30
1,247,2,30
0,133,8,30
0,239,2,30
0,277,20,30
0,289,21,30
0,245,2,30
1,269,48,30
14,291,33,30
0,188,2,0
0,347,35,0
1,195,2,30
195,298,8,30
0,193,9,30
1,357,13,30
0,294,17,30
0,240,8,30
3,296,11,30
6,350,27,0
1,353,11,30
17,291,37,30
0,353,93,30
2,279,7,30
0,176,7,30
30,303,8,30
0,203,8,30
0,142,37,30
1,192,8,30
0,238,5,30
0,86,1,30
6,211,6,0
31,325,27,30
0,292,13,30
0,107,2,30
0,174,8,30
19,171,19,30
17,292,32,0
3,299,37,30
0,80,1,30
2,199,8,30
0,181,9,30
67,269,19,0
0,263,6,30
7,169,7,30
1,296,17,30
0,92,8,30
1,188,4,30
0,288,29,30
0,213,7,0
9,304,63,30
2,235,9,30
6,297,33,30
0,186,7,30
0,176,7,30
7,164,7,30
3,212,4,30
8,300,24,30
0,231,17,30
0,220,9,30
2,296,26,0
1,156,7,0
15,310,30,0
6,209,6,30
0,228,13,30
0,295,11,30
58,310,28,30
2,223,8,30
0,185,9,30
3,158,7,30
4,296,25,30
0,195,8,30
0,217,13,30
58,309,28,30
0,249,35,0
19,85,27,0
0,168,9,30
0,180,27,0
14,286,16,30
0,213,6,30
0,303,16,30
1,129,6,30
0,351,13,30
1,229,9,30
31,352,29,30
0,218,16,30
0,145,5,30
2,347,13,30
1,188,7,30
0,280,38,30
1,244,20,30
6,296,29,30
0,221,6,30
236,286,66,30
4,305,31,0
86,279,26,0
1,282,22,30
0,282,35,30
6,223,13,30
0,181,9,30
0,292,20,30
15,282,51,30
5,317,16,30
62,322,53,30
6,215,14,30
0,282,11,30
2,217,9,0
0,346,17,30
0,206,2,30
1,293,11,30
1,215,14,30
2,339,12,30
1,60,2,30
5,339,10,30
1,285,11,30
28,275,78,30
1,340,11,30
0,358,23,30
3,300,24,30
2,122,3,30
0,295,28,30
6,116,12,30
2,100,5,30
1,204,1,30
0,167,33,0
61,274,18,0
0,329,11,30
12,334,34,30
0,334,10,30
0,137,1,30
0,158,10,30
78,304,64,30
6,352,28,30
15,316,95,30
1,221,7,30
0,254,14,30
0,209,9,30
2,400,34,0
2,268,13,30
1,149,12,30
2,170,5,30
1,165,6,30
0,218,14,30
1,154,4,30
236,292,66,30
0,161,5,30
0,178,4,30
9,325,55,0
0,166,11,30
3,286,37,30
0,92,25,30
2,197,5,30
0,231,9,30
1,295,16,30
0,296,11,30
6,300,11,30
3,354,28,30
6,193,3,30
73,318,34,30
4,230,9,30
0,302,16,30
1,219,14,30
2,107,5,30
0,352,56,30
3,102,12,30
83,327,107,0
0,107,10,30
17,338,36,30
2,194,7,0
0,301,10,30
2,219,14,30
0,74,1,30
6,141,6,30
2,229,14,30
0,213,4,30
0,318,34,30
1,186,2,30
0,213,8,30
0,212,4,30
10,251,20,30
6,179,4,30
0,202,8,30
0,197,7,30
1,344,11,30
13,357,103,30
2,336,11,30
0,27,1,30
1,359,27,30
5,189,6,30
4,187,1,30
3,265,36,30
1,216,4,30
0,286,11,30
27,328,114,0
0,145,6,30
0,163,6,30
0,240,5,30
2,219,9,30
1,252,8,30
8,282,36,30
0,179,8,30
0,151,5,30
0,173,8,30
141,168,17,30
0,251,9,30
1,191,5,30
2,305,8,30
0,214,16,30
0,156,8,30
0,297,51,0
12,301,30,30
8,323,43,30
1,173,8,30
0,198,5,30
183,304,6,0
2,154,15,30
1,301,64,30
0,177,29,30
1,288,51,30
12,310,19,30
11,297,50,0
0,208,32,30
1,291,16,30
19,333,34,30
31,328,27,30
13,297,20,30
3,362,26,30
4,354,10,30
0,187,5,30
2,251,8,0
6,310,28,30
42,320,83,0
3,302,23,30
1,103,29,30
1,302,17,30
0,219,7,30
0,199,8,30
0,185,4,30
1,159,1,30
0,364,103,30
1,261,4,30
30,273,15,30
0,332,12,30
0,211,7,30
0,362,11,30
0,211,4,30
17,329,35,30
1,304,8,30
183,305,6,30
1,193,5,30
1,173,1,30
2,304,7,30
2,141,2,30
16,306,29,30
2,197,8,30
12,332,34,30
7,171,7,30
2,91,14,30
0,149,22,30
1,150,5,30
9,286,37,0
5,309,27,30
141,231,42,30
0,173,7,30
0,211,4,0
0,172,34,30
81,315,92,0
4,309,32,0
1,96,6,30
0,338,15,30
62,315,35,30
1,226,7,30
0,232,10,30
0,284,56,30
0,180,7,30
62,343,75,30
1,312,57,30
12,285,22,30
2,197,7,30
0,301,6,30
0,136,1,30
61,302,80,30
9,353,85,30
7,248,20,30
0,304,11,30
6,348,56,0
3,296,37,30
0,233,7,30
0,333,20,30
12,285,23,30
1,280,38,30
0,171,34,30
31,298,53,30
0,77,1,30
2,221,17,0
5,324,55,30
13,319,82,0
1,181,9,30
0,227,9,30
2,111,3,30
6,324,16,30
239,325,40,30
0,315,19,0
0,159,1,30
1,305,16,30
126,333,93,0
2,113,29,30
0,84,6,30
1,170,7,30
2,215,14,30
0,315,9,30
0,83,6,30
0,121,3,30
1,221,14,30
0,218,6,30
0,218,8,30
0,225,17,30
2,282,35,30
30,329,27,30
0,205,8,30
1,185,4,30
3,155,14,30
10,347,56,0
6,222,13,30
1,282,38,0
6,337,16,30
2,193,5,30
2,289,51,30
0,268,18,30
2,105,4,30
0,303,9,30
0,330,12,30
54,363,133,30
0,193,1,30
30,298,29,30
0,299,20,30
0,200,3,30
39,316,106,30
0,185,4,30
1,340,15,0
2,334,34,30
2,326,20,30
0,178,8,30
63,268,18,0
17,313,100,30
0,179,1,30
3,300,24,30
0,286,12,30
1,190,2,30
10,316,43,0
0,335,11,30
58,312,31,30
0,205,10,30
6,353,27,30
1,322,19,30
1,217,14,30
0,57,1,30
1,199,6,0
0,322,54,30
0,50,1,30
0,85,1,30
0,229,10,30
30,275,30,30
12,297,39,0
0,226,17,30
3,180,6,30
0,249,19,30
0,202,2,30
0,206,3,30
1,335,9,30
1,197,10,30
0,356,89,0
6,158,14,30
0,59,3,30
0,331,8,30
0,158,6,30
0,221,14,30
0,217,16,30
0,256,13,30
1,353,13,30
14,281,65,0
2,106,4,30
0,186,1,30
0,286,13,0
15,316,18,30
0,151,6,30
0,102,2,30
9,319,30,30
1,192,8,30
2,288,30,30
0,196,6,30
0,246,2,30
0,210,7,30
1,344,35,30
12,118,29,30
0,204,1,0
3,303,28,0
0,246,8,30
2,280,78,30
15,297,20,30
0,250,20,30
0,330,9,30
0,267,19,0
12,331,15,30
51,327,39,30
0,153,5,30
0,309,26,30
2,271,14,30
3,285,37,30
0,261,13,30
0,254,4,30
0,211,6,30
1,301,30,30
2,294,10,30
0,314,21,30
0,181,1,30
2,197,6,30
0,202,7,30
4,189,1,30
12,266,18,30
0,118,10,30
130,275,92,0
2,341,35,0
0,197,2,30
2,368,24,30
0,245,9,30
42,337,88,0
2,272,49,30
3,296,39,30
1,299,23,30
1,199,6,30
0,58,3,30
2,323,19,30
6,188,33,30
0,316,18,30
31,343,28,0
7,146,8,30
1,283,23,30
2,291,13,30
1,231,8,30
1,137,1,30
0,347,117,30
0,220,14,30
0,196,32,30
0,150,1,30
0,217,7,30
0,330,8,30
0,189,3,30
0,301,58,0
21,315,6,30
2,247,48,30
0,79,1,30
4,315,80,30
0,199,6,30
22,352,94,30
13,285,29,0
0,154,21,30
0,294,20,30
0,149,1,30
21,297,8,30
4,310,8,30
29,353,94,30
0,335,12,30
0,196,3,30
2,289,19,30
3,305,31,30
6,334,34,0
0,301,7,30
0,165,9,30
0,172,8,30
29,352,95,30
2,58,2,30
0,219,14,30
13,317,14,30
6,299,29,30
1,189,3,30
0,134,31,30
0,196,7,30
5,307,44,0
0,340,10,30
1,287,24,0
0,313,9,30
1,238,5,30
0,163,14,30
0,181,4,30
6,135,8,30
16,325,27,30
0,202,2,30
79,322,43,30
21,357,89,0
1,313,9,30
30,291,31,30
3,153,8,30
0,77,2,30
0,309,7,30
11,265,35,30
1,174,4,0
0,283,20,30
236,316,54,30
2,323,7,30
0,196,2,30
6,297,29,0
0,175,1,30
7,163,7,30
62,353,94,30
0,175,7,30
1,198,7,30
0,200,8,30
35,321,90,30
2,297,6,30
0,195,6,30
45,304,8,30
1,238,9,30
0,210,6,30
2,334,33,30
13,302,79,30
12,99,26,0
6,337,16,30
31,332,28,30
6,276,30,30
0,369,22,30
1,163,7,30
4,305,26,30
9,297,24,0
0,96,8,30
0,7,0,30
16,302,29,30
3,265,15,30
7,288,20,30
11,298,50,30
1,103,11,30
1,207,7,30
0,363,26,30
3,369,9,30
0,296,21,30
0,187,7,30
0,107,4,30
1,174,29,0
0,84,1,30
0,217,6,30
10,266,18,30
0,211,32,30
1,206,6,30
0,153,7,30
0,297,19,0
73,311,33,30
0,151,5,30
9,287,30,30
0,156,4,30
3,295,36,30
20,383,84,30
2,206,8,30
0,247,2,30
2,258,11,30
2,190,5,30
1,283,19,30
3,278,26,30
16,212,32,0
0,265,14,30
1,292,65,30
6,355,129,30
126,318,92,0
0,289,30,30
0,209,2,30
1,265,34,30
0,163,6,0
0,338,6,30
1,289,23,30
6,352,28,0
0,204,1,30
23,348,84,30
1,288,20,30
15,291,32,0
0,304,7,30
0,91,6,30
0,188,3,30
2,211,8,30
12,324,14,30
0,290,19,30
0,207,9,30
0,208,7,30
0,182,1,30
3,146,29,30
0,164,1,30
0,360,11,30
6,313,19,30
0,197,6,30
30,289,30,30
0,245,8,30
0,260,4,30
4,324,52,30
73,304,31,30
0,368,26,30
9,278,40,30
1,207,8,30
0,180,34,30
78,303,64,0
0,178,1,30
1,244,8,30
0,184,4,30
16,326,81,0
0,196,12,30
2,317,15,30
22,353,95,30
236,290,66,30
0,194,32,30
2,179,9,30
1,326,9,30
0,299,30,30
10,348,56,0
0,154,4,0
2,312,32,30
160,283,26,0
3,266,11,30
0,156,15,30
2,205,10,30
5,205,3,30
36,310,89,0
18,223,34,0
141,232,42,30
16,336,34,30
31,323,27,30
2,196,6,30
0,97,29,30
0,194,6,30
0,216,32,30
0,196,6,30
0,216,14,0
1,155,2,30
4,300,23,30
0,261,32,30
45,317,117,30
1,324,5,30
7,147,7,30
0,140,37,30
2,346,35,0
5,223,14,30
0,188,8,30
0,202,1,30
3,152,8,30
67,303,9,30
0,147,5,30
22,322,16,30
1,314,55,0
1,305,16,30
0,206,1,30
0,269,13,30
3,320,14,30
2,320,27,30
1,163,7,30
0,215,6,30
0,344,10,30
0,216,9,30
1,227,10,30
1,262,30,30
3,105,18,0
2,300,31,30
2,362,27,30
0,119,3,0
2,162,9,30
3,352,12,30
5,201,3,30
6,281,92,30
2,325,34,0
0,19,1,30
0,201,1,30
2,302,29,30
0,216,9,30
183,303,6,30
0,326,9,30
2,251,34,30
0,186,8,30
1,287,23,30
54,361,113,30
1,295,17,30
14,299,50,0
9,296,24,0
18,351,81,0
1,173,7,30
1,112,3,30
2,319,36,0
0,227,5,30
2,279,28,30
0,252,14,30
0,230,10,30
10,339,56,0
1,143,7,30
72,281,26,30
0,196,2,30
2,287,11,30
5,269,51,30
0,270,13,0
5,198,3,30
4,367,10,30
6,301,16,0
0,230,13,30
0,71,1,30
2,338,10,30
1,301,20,30
7,200,5,30
1,306,31,30
0,345,10,30
2,205,7,30
1,183,15,30
26,259,18,30
3,234,9,30
0,44,1,30
2,204,8,30
6,208,7,30
0,210,6,30
8,297,50,30
3,176,7,30
0,157,7,30
1,188,8,30
2,212,7,30
3,285,10,30
5,191,6,30
1,252,7,30
0,227,13,30
0,183,9,30
0,40,1,30
0,149,7,30
2,227,10,30
0,276,13,30
0,231,13,30
0,187,8,30
0,168,1,30
0,239,5,30
1,295,10,0
