@relation 'combined-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,last'

@attribute ncommitsbycreator numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
28,387,262,1
26,428,309,0
1,194,177,1
1,195,178,1
5,365,332,0
5,370,335,0
5,18,9,1
0,121,112,0
0,7,0,1
43,57,47,0
0,56,48,1
11,376,255,0
4,460,418,1
11,38,31,0
2,384,278,0
24,22,15,0
0,58,51,0
4,32,25,0
1,287,189,1
0,18,12,1
152,22,15,0
6,33,27,0
25,426,309,1
2,50,44,0
1,17,8,0
1,377,271,0
3,23,15,0
0,48,40,0
24,158,69,1
0,29,22,1
0,43,37,1
0,14,5,0
2,30,23,0
25,18,12,0
22,157,63,1
8,27,18,0
23,24,17,0
0,44,37,1
1,15,6,1
1,16,7,0
7,68,59,0
7,19,9,0
0,35,23,1
24,21,15,1
0,4,0,1
0,415,304,1
5,416,299,1
1,367,251,1
26,427,309,1
0,28,24,0
0,427,298,0
1,55,46,0
0,14,4,1
0,358,266,1
0,39,33,0
10,36,30,0
13,40,33,0
0,36,28,0
0,48,41,0
1,230,207,0
0,39,34,0
0,427,297,1
1,212,191,1
0,361,264,0
7,47,38,1
1,421,309,1
4,445,412,1
0,182,170,0
0,199,182,0
26,425,400,1
0,438,397,0
0,24,14,0
0,5,0,1
25,425,309,1
10,377,257,0
2,40,35,1
15,41,36,0
6,35,27,0
0,32,26,1
0,42,37,0
11,37,31,0
3,387,271,1
6,22,12,0
0,41,36,0
1,134,122,1
0,33,22,1
3,101,95,0
0,6,0,0
0,34,23,0
1,33,27,0
0,29,19,1
0,83,78,1
3,105,98,1
0,10,1,1
0,11,2,1
7,25,15,0
7,32,22,1
0,30,19,0
0,9,0,0
18,379,259,1
7,373,252,1
14,41,35,0
27,41,36,0
23,433,320,1
6,34,27,0
2,74,65,0
2,75,65,0
24,39,33,0
0,464,425,1
0,21,10,0
18,31,25,1
12,414,392,1
12,32,24,0
17,237,214,0
0,12,2,0
19,33,25,0
0,19,13,0
12,31,22,1
0,189,174,1
20,281,258,1
0,12,3,0
8,20,10,0
32,357,253,1
9,30,21,0
12,31,24,0
0,448,416,0
9,176,165,0
0,5,0,1
0,7,0,1
4,2,0,0
0,41,34,0
0,309,234,1
0,27,26,0
53,366,337,1
0,288,222,0
53,326,287,0
0,403,305,0
0,362,285,0
0,408,308,0
0,271,212,0
143,254,199,0
3,40,37,0
0,402,305,0
54,330,292,0
0,245,181,1
0,285,225,0
178,303,244,0
27,106,93,0
2,6,5,0
199,266,207,0
140,251,194,0
0,252,198,1
0,370,292,1
22,354,281,1
0,89,74,0
0,328,297,0
253,296,240,1
124,329,299,1
0,86,73,0
161,391,300,1
4,236,181,1
191,263,202,0
0,107,97,1
0,273,209,0
146,246,193,1
0,300,242,0
0,250,197,1
0,251,192,1
4,256,199,1
0,285,218,0
0,105,95,0
8,127,111,1
0,34,29,1
31,287,221,0
29,94,85,0
0,298,238,1
0,325,255,0
153,92,83,1
0,29,23,0
0,358,272,0
156,253,199,0
0,366,338,1
0,280,212,0
33,302,265,0
0,349,306,1
290,175,156,0
0,67,52,1
1,333,259,0
158,84,74,0
155,313,244,0
151,265,211,0
0,1,0,1
9,336,301,1
8,51,46,0
6,123,114,0
0,328,287,0
147,378,291,0
0,393,298,0
0,369,342,1
0,355,316,1
0,255,205,0
0,369,328,0
6,124,114,1
0,287,257,1
0,236,181,0
245,154,134,0
0,122,112,0
0,297,226,1
1,104,91,0
1,254,196,0
4,258,207,0
0,40,34,1
0,302,255,1
168,369,339,0
3,289,236,0
0,32,25,1
373,274,242,0
140,251,196,0
13,152,135,1
45,326,284,1
1,87,75,0
0,309,274,0
57,329,291,1
153,89,78,1
0,260,209,0
0,356,320,0
0,278,215,1
11,147,131,1
147,351,319,0
0,272,207,0
153,94,83,1
0,297,238,1
189,369,336,0
0,370,338,1
27,346,266,0
0,398,300,0
169,313,236,0
156,282,215,0
0,28,25,0
0,397,301,0
34,303,267,0
160,391,300,0
0,26,23,0
55,355,315,0
21,296,225,0
1,31,27,0
0,307,261,1
173,394,293,0
0,195,168,1
135,354,313,1
21,89,79,0
1,108,98,1
0,248,183,1
170,286,233,0
0,292,226,0
0,97,81,0
0,358,283,0
13,386,299,0
51,327,285,0
0,269,207,1
0,246,181,0
12,69,53,0
1,101,88,0
386,283,254,0
0,342,267,1
4,35,29,0
23,367,289,0
0,361,285,1
7,218,185,0
0,103,91,1
1,286,219,0
0,251,191,1
0,271,211,0
147,273,221,1
325,226,191,0
0,293,238,1
25,312,244,0
0,252,195,0
0,25,22,0
12,70,54,0
139,235,180,0
0,29,26,0
10,30,27,1
0,274,211,0
0,40,33,0
5,400,305,0
4,104,90,1
175,356,275,0
45,327,284,1
245,146,132,0
15,115,98,0
1,45,37,0
0,351,269,1
147,247,193,0
18,221,188,0
29,396,295,0
139,95,86,0
0,62,52,1
191,369,329,1
420,329,289,0
328,212,181,0
94,335,293,0
0,266,217,0
189,323,278,0
138,239,177,0
0,353,270,0
0,283,212,0
0,108,97,1
0,299,230,1
0,30,27,0
54,328,289,0
0,244,210,0
170,367,338,0
153,93,83,1
118,342,309,0
1,112,98,1
0,340,265,0
19,222,189,0
162,360,284,0
0,401,306,0
416,336,296,0
174,290,234,1
270,165,146,0
0,271,217,1
2,240,185,1
0,49,35,1
0,355,316,0
198,264,203,1
0,153,134,1
0,331,299,0
18,261,210,0
0,242,180,0
48,316,278,1
0,374,294,1
330,233,200,0
167,318,241,0
0,271,240,0
366,262,233,0
163,93,77,0
0,303,241,1
2,99,85,0
0,92,73,1
0,395,303,0
53,337,297,1
169,336,261,0
15,165,146,1
1,358,311,0
0,291,221,0
2,397,300,0
2,232,198,0
0,257,207,0
0,255,203,1
0,98,82,1
197,276,213,0
163,370,293,1
9,52,46,0
0,49,38,1
145,354,316,0
147,376,291,0
21,354,278,0
0,339,266,1
0,404,307,0
68,370,340,1
0,300,230,1
0,118,99,1
226,123,112,0
0,237,177,0
0,371,341,0
0,242,183,0
55,331,292,0
9,174,154,0
47,327,290,0
25,269,238,1
0,348,269,1
0,276,215,0
1,117,99,0
25,259,212,0
0,293,259,1
1,247,183,1
170,380,297,1
40,298,230,1
0,106,94,1
25,104,92,0
162,301,240,0
0,284,256,0
304,186,161,0
0,199,171,0
65,140,122,0
0,263,215,1
7,14,12,1
0,308,234,0
39,309,274,0
0,370,338,1
165,296,225,0
0,47,43,1
0,37,32,0
44,325,283,0
68,170,151,1
2,100,87,0
402,293,257,0
191,370,340,0
46,333,292,0
25,314,246,0
0,160,137,0
72,102,91,1
0,402,302,0
168,300,230,1
0,28,25,1
268,170,151,0
188,106,95,0
0,201,170,0
6,128,114,1
173,382,298,1
0,36,34,1
0,329,256,0
52,334,301,1
0,245,180,1
0,399,302,0
0,272,209,0
2,215,183,0
0,274,215,0
197,280,218,1
0,291,243,1
0,268,207,0
25,335,261,1
3,33,28,1
0,346,306,1
0,377,296,1
0,300,263,0
389,355,315,0
48,318,278,1
0,126,108,1
0,300,230,1
0,336,303,1
0,265,207,1
7,15,13,0
0,276,216,0
141,253,196,0
48,367,328,1
0,88,74,0
0,47,35,0
0,47,37,1
10,143,129,0
0,264,214,0
0,27,21,0
0,275,214,1
0,263,205,1
342,248,218,0
0,265,211,1
0,332,256,0
1,96,83,0
0,252,196,0
141,237,180,0
6,92,77,0
0,296,262,0
0,391,298,0
147,374,291,0
0,251,188,0
0,39,33,1
159,355,320,0
0,267,206,1
0,295,258,1
0,27,23,0
403,294,258,0
0,303,244,0
0,34,26,1
0,352,318,1
0,355,271,0
1,105,92,1
0,211,181,0
153,371,286,0
1,382,305,1
0,385,298,0
58,127,110,0
0,283,218,0
1,121,110,1
320,207,176,0
0,313,244,0
53,336,297,0
176,303,244,0
1,109,98,1
7,12,11,0
20,295,224,0
0,182,159,1
0,315,240,0
144,270,204,0
3,245,213,0
0,249,196,0
0,368,330,1
28,281,215,0
190,364,327,0
1,291,226,1
1,129,107,0
0,290,226,0
0,368,328,0
4,42,39,0
25,334,259,0
7,173,154,0
0,395,295,1
0,326,282,0
0,295,247,0
0,252,199,1
375,275,243,0
1,269,204,0
202,276,213,0
0,244,190,0
15,72,58,0
1,367,330,1
39,286,233,1
78,239,186,0
11,46,38,0
1,263,216,1
9,137,122,1
0,284,218,0
0,311,244,1
0,400,302,0
0,249,186,1
348,253,223,0
0,235,176,0
403,360,322,0
20,266,205,0
143,354,315,0
0,288,233,1
0,332,257,1
47,311,275,0
0,122,112,0
0,91,78,0
0,259,228,0
0,359,283,0
0,401,302,1
2,253,196,1
16,242,181,1
0,45,39,1
0,331,253,0
0,346,269,1
0,87,74,1
0,257,199,1
168,323,256,0
78,236,180,0
0,254,197,1
0,234,176,1
124,91,80,1
0,60,51,0
7,130,116,0
0,57,51,0
19,262,207,1
171,290,235,0
0,265,215,0
0,58,51,1
1,362,325,1
200,267,203,0
0,269,207,0
0,395,298,0
0,32,26,1
0,264,234,0
10,56,51,0
0,18,16,0
165,342,267,0
0,249,195,0
0,301,242,1
40,303,245,0
0,346,269,1
158,254,200,0
0,239,185,0
0,341,265,1
3,259,210,1
0,74,60,1
0,30,27,1
166,395,304,0
0,91,72,0
0,31,27,1
0,260,211,0
1,409,311,0
153,373,288,0
19,289,226,0
200,279,212,0
191,272,212,0
0,31,28,0
17,260,210,0
49,328,290,0
68,360,337,1
0,256,199,0
0,292,237,1
0,272,210,0
0,276,212,0
22,356,282,0
327,227,194,0
53,334,296,1
0,338,302,1
0,399,304,0
0,19,16,0
397,305,269,1
48,315,278,1
16,249,192,0
2,94,79,0
154,85,71,0
0,270,211,0
0,362,337,1
67,141,126,0
4,151,134,0
152,380,303,1
168,300,230,1
178,104,88,0
26,285,257,1
245,145,129,1
0,270,209,0
0,288,257,1
0,130,107,0
0,98,85,0
0,248,183,1
170,339,262,0
199,278,215,0
141,251,195,0
0,34,25,0
0,50,36,0
0,52,37,0
0,189,164,0
152,91,84,1
6,126,114,1
0,291,235,0
0,248,195,1
0,368,338,0
0,55,51,1
0,344,267,0
0,304,269,0
0,263,203,0
187,368,335,0
407,363,327,0
0,311,244,1
140,235,181,1
53,327,289,0
0,59,52,1
427,367,340,0
0,279,216,0
25,257,207,1
176,300,240,0
39,303,244,0
6,116,99,1
0,330,253,0
21,265,217,0
7,13,12,0
425,369,339,0
176,291,227,0
0,80,63,0
41,291,235,0
1,142,129,0
0,30,26,0
0,354,271,1
0,297,239,0
1,329,297,0
0,336,261,0
0,369,338,1
0,268,204,0
27,355,270,0
164,255,206,1
379,276,245,0
50,331,293,0
0,289,235,0
4,250,195,0
39,309,274,0
315,202,171,1
28,347,268,0
365,261,230,0
0,352,277,0
1,144,130,0
155,351,318,1
189,360,326,1
39,297,228,0
0,277,218,0
0,54,49,0
2,287,219,0
149,352,320,0
0,299,229,1
170,355,271,0
0,60,52,1
0,210,179,0
0,194,168,1
0,247,198,1
0,273,212,0
1,138,122,0
0,110,99,1
0,254,201,1
47,334,293,1
0,278,218,1
0,282,251,0
0,407,307,0
0,277,215,1
0,251,195,1
0,24,22,1
0,247,183,0
0,398,301,0
159,83,73,1
0,302,241,0
3,39,36,0
0,120,110,1
0,302,230,1
13,71,54,0
10,310,233,1
56,327,290,0
0,183,159,1
4,293,223,1
0,278,216,1
10,307,232,0
22,41,38,0
2,252,196,0
0,298,230,0
0,355,271,0
0,355,318,0
0,127,108,1
0,362,327,1
1,260,228,0
20,90,77,0
408,368,326,0
0,101,88,0
71,265,235,0
0,94,83,1
0,279,217,0
0,267,206,1
22,238,209,0
0,243,210,0
2,288,235,0
0,261,209,0
2,38,35,0
0,261,211,1
0,301,230,1
0,206,175,0
25,314,246,0
0,35,29,1
28,392,300,0
48,320,278,1
0,199,170,0
0,216,183,1
0,91,77,1
185,105,94,0
0,254,198,0
0,275,211,0
68,362,323,1
0,247,218,1
0,258,211,1
143,243,182,1
0,268,206,0
4,290,236,0
0,95,81,0
42,292,236,0
0,252,197,1
0,245,196,0
51,330,298,1
0,258,210,0
18,214,182,0
0,200,170,1
274,172,153,0
2,288,226,1
2,5,4,1
0,303,244,0
20,224,190,0
0,354,270,0
398,356,320,0
0,297,239,0
0,253,199,1
1,203,172,0
0,275,212,0
127,337,303,1
139,251,195,0
0,51,42,0
0,165,143,0
0,255,197,1
0,272,210,0
0,333,260,0
0,271,207,1
24,373,292,0
68,371,340,1
25,93,83,0
0,316,241,1
26,259,212,0
0,296,258,0
0,267,218,1
0,310,234,0
0,268,207,1
0,171,152,0
0,121,110,0
0,236,206,0
1,301,230,0
155,281,215,0
0,105,93,0
0,252,197,0
1,124,114,0
29,298,265,0
0,109,97,0
0,293,260,1
406,366,323,0
0,180,159,0
4,297,262,0
3,150,133,0
47,330,292,1
0,392,294,1
0,385,302,1
6,111,98,1
0,361,337,1
0,100,85,0
2,295,237,0
0,300,235,1
0,279,249,0
0,101,86,0
26,354,269,0
0,181,159,0
0,393,293,0
0,285,225,1
5,83,72,0
53,365,337,1
0,395,304,0
0,274,211,0
1,108,98,1
164,320,250,0
24,316,243,0
0,104,91,0
0,245,181,0
0,289,221,1
0,193,168,1
187,277,213,0
336,237,207,0
0,30,27,0
0,344,306,1
0,39,38,0
0,27,23,0
38,308,272,0
0,125,108,1
0,271,208,1
11,149,132,0
172,383,298,1
175,290,227,0
5,43,40,0
0,142,129,1
45,306,269,0
0,270,238,0
0,41,35,0
46,332,292,1
3,263,234,1
3,280,249,0
0,258,199,1
0,267,203,0
0,242,210,0
0,93,73,1
173,291,236,0
1,114,98,1
167,286,220,1
0,334,256,0
53,298,260,0
0,345,306,1
149,248,198,0
0,239,182,1
1,317,249,0
0,367,339,0
166,368,339,0
9,304,231,0
0,397,299,0
0,270,207,0
0,125,104,0
23,90,71,0
0,208,176,0
53,338,297,1
0,327,290,0
0,332,253,0
148,380,291,0
0,62,53,1
0,361,325,1
0,148,132,1
0,267,235,0
14,404,307,0
0,236,176,1
0,288,237,0
0,48,39,1
0,302,242,0
179,352,269,0
0,26,22,0
0,49,37,1
200,276,213,0
0,187,163,0
0,293,226,0
0,48,39,1
24,263,215,0
137,234,178,0
154,383,304,0
0,391,295,1
0,241,210,1
146,245,193,0
46,346,301,1
0,299,236,1
141,272,208,0
153,91,83,1
0,317,244,1
0,301,240,0
1,291,236,1
0,291,227,1
0,290,235,1
0,177,158,1
26,286,257,1
0,371,292,0
23,303,230,0
55,354,315,1
51,127,114,0
0,333,256,0
2,352,306,0
419,367,337,0
0,296,238,1
3,252,223,0
410,365,328,0
9,296,224,0
18,278,219,1
0,299,238,1
0,323,256,1
3,242,185,0
13,329,253,1
416,364,337,0
17,248,184,0
0,278,215,0
0,49,36,1
0,257,227,1
0,167,146,0
194,264,203,0
0,126,111,1
0,261,202,0
0,30,27,0
88,341,310,0
26,291,257,0
16,256,206,0
0,311,244,0
0,275,216,0
0,104,91,0
0,384,298,1
0,269,207,0
18,278,215,0
244,145,130,0
0,26,20,0
150,353,321,1
0,338,253,0
0,118,105,0
53,369,339,1
1,110,98,1
172,299,240,0
133,243,180,1
24,317,249,0
8,131,116,1
0,254,224,0
177,365,337,0
160,353,278,0
0,357,320,1
5,185,161,0
0,345,299,0
10,94,82,1
0,223,190,0
0,271,210,1
0,118,105,0
33,105,90,0
0,328,257,1
0,44,39,1
50,368,338,1
4,252,198,1
419,368,337,0
203,120,109,0
0,356,270,0
0,269,208,1
32,299,236,0
0,239,210,1
1,367,337,0
30,399,304,0
0,281,218,0
338,217,183,0
430,368,341,0
0,191,166,0
48,314,278,1
0,46,43,1
1,250,190,0
0,35,29,1
0,287,226,0
53,353,308,1
0,366,289,0
0,65,52,1
0,273,213,0
0,329,299,1
11,148,131,1
0,33,26,1
7,169,147,0
0,162,140,0
0,255,199,1
182,252,196,0
7,16,14,0
177,357,276,0
0,36,31,0
0,332,299,1
156,353,318,0
173,286,232,0
51,333,299,0
0,290,236,1
204,119,106,0
174,287,233,1
207,269,206,0
0,296,248,1
224,133,108,0
0,192,167,1
172,366,337,0
177,302,242,0
0,366,325,1
0,23,21,0
420,369,338,0
0,356,319,0
5,294,259,1
344,249,220,0
0,369,291,0
0,338,262,0
168,296,227,0
87,340,308,0
63,368,336,0
22,300,229,0
0,352,271,1
0,106,93,1
0,258,207,0
85,243,190,0
46,310,275,0
223,128,108,1
0,294,224,0
169,98,82,0
1,127,105,0
0,155,135,1
1,255,196,0
0,295,238,1
0,368,339,1
0,51,43,0
3,296,262,1
362,258,227,0
274,167,147,1
0,331,257,0
129,250,186,1
0,297,240,1
0,253,198,0
0,254,203,1
24,334,260,0
384,300,262,0
147,379,291,1
83,312,275,0
48,319,278,1
0,294,228,1
0,298,263,0
0,397,301,0
0,277,215,0
0,289,233,1
0,76,60,0
179,251,197,0
0,48,37,1
47,366,324,0
0,255,196,1
1,330,257,0
24,103,91,0
0,273,211,0
153,381,303,1
0,364,332,0
0,93,81,0
9,138,122,0
0,44,40,0
190,332,286,0
0,271,211,1
18,207,175,0
228,134,113,0
396,304,268,1
24,246,217,0
26,377,295,0
0,295,259,1
0,306,232,0
0,361,317,1
404,361,322,0
254,163,140,0
0,368,339,1
0,95,82,0
0,26,20,1
26,384,301,0
0,258,210,1
0,240,210,1
0,88,68,0
406,362,325,0
0,92,71,0
0,84,68,1
23,265,216,0
0,30,27,1
0,49,35,0
36,306,270,0
78,304,269,0
24,372,292,0
273,166,146,0
1,351,306,0
0,406,307,0
0,360,325,1
27,282,216,0
22,270,209,1
0,220,188,0
0,300,239,0
0,305,231,1
211,266,206,0
0,30,27,1
51,333,294,0
48,317,278,1
179,399,301,0
0,328,256,1
0,198,170,0
0,132,107,1
92,329,287,0
175,291,235,0
8,26,23,1
6,10,6,1
124,328,298,0
0,279,218,0
52,365,334,1
17,373,290,0
0,85,73,1
0,38,37,0
30,294,261,0
15,165,147,1
0,139,122,0
166,321,252,0
61,136,121,0
0,299,251,0
0,322,253,0
0,47,40,1
1,355,281,0
131,238,179,1
0,279,220,0
5,102,89,0
47,330,291,0
0,291,228,0
0,318,244,1
0,247,198,1
0,66,52,1
1,36,33,0
425,366,334,0
0,338,308,1
0,352,275,0
169,288,234,0
426,368,336,0
0,235,181,1
199,266,203,0
31,78,62,1
0,292,227,1
0,345,268,0
179,398,301,0
0,333,253,0
162,300,236,1
1,126,111,0
0,332,258,1
83,242,189,0
153,382,303,1
180,366,337,0
163,255,203,0
151,264,210,0
166,291,225,0
160,255,202,0
2,241,185,0
29,107,94,0
10,228,194,0
0,21,19,0
9,330,293,0
2,253,197,1
203,270,207,0
271,166,147,0
0,347,269,1
0,46,38,1
0,97,84,0
1,372,341,0
46,362,315,0
0,64,52,1
0,2,1,0
0,385,303,0
181,355,270,1
49,326,288,1
0,364,287,0
5,36,30,0
4,158,136,1
0,291,227,1
0,38,33,1
0,225,190,1
264,164,142,1
0,335,301,0
0,310,243,0
0,196,169,0
0,369,291,0
0,46,37,1
178,292,237,0
8,126,104,1
0,335,253,0
0,368,290,0
0,277,214,0
0,273,213,0
39,298,240,0
171,289,236,0
153,275,206,0
0,75,60,0
6,11,9,0
0,17,16,1
0,343,267,1
163,290,220,0
0,131,107,0
139,253,197,0
30,353,270,0
0,26,23,1
6,90,77,0
425,366,339,0
0,301,241,0
163,316,243,1
168,312,234,0
22,352,271,1
0,108,96,0
166,331,256,0
0,334,253,0
347,251,221,0
6,99,84,1
0,373,287,0
33,107,96,0
0,252,203,1
1,252,197,0
0,229,195,0
0,107,98,1
200,250,194,1
0,289,257,1
53,130,115,0
8,50,43,0
0,50,37,1
0,27,25,0
0,324,255,0
0,43,37,1
60,135,118,0
187,277,217,0
0,105,93,0
157,312,244,0
0,317,272,1
69,197,169,1
0,94,84,0
417,366,329,0
0,259,209,0
19,79,62,0
0,292,222,0
0,48,40,1
0,359,320,0
352,255,224,0
52,326,286,0
0,241,179,0
1,324,257,0
0,49,39,1
70,335,296,1
0,40,34,0
0,57,52,1
42,323,281,0
224,131,117,1
0,107,95,0
132,342,304,1
11,68,52,0
0,268,206,0
1,87,68,1
0,353,268,1
0,317,243,0
82,348,306,0
0,347,306,1
44,295,259,0
0,343,267,1
1,356,269,0
21,89,70,0
31,354,271,0
0,365,288,0
146,271,206,0
0,204,174,1
0,332,294,1
0,44,37,1
21,268,218,0
31,107,93,0
0,255,197,1
0,35,26,0
0,269,206,0
20,263,213,0
0,104,91,0
29,348,270,0
6,84,73,0
73,367,338,0
3,32,28,0
0,354,270,0
0,331,258,0
0,247,197,1
0,252,197,0
25,313,245,0
24,92,80,0
0,61,53,1
1,294,238,0
369,268,237,0
163,318,250,0
0,243,182,1
169,371,291,0
7,48,43,0
168,343,265,1
0,336,253,0
0,289,222,1
144,266,203,1
26,346,269,0
71,363,337,0
222,128,107,0
6,37,31,0
0,297,229,1
0,293,243,1
140,250,194,0
16,398,305,0
0,338,265,0
83,340,302,1
0,33,29,1
0,176,157,0
15,91,78,0
134,238,176,0
42,288,235,1
146,243,190,0
169,314,238,0
89,342,310,0
0,273,242,0
0,292,259,0
0,37,34,0
21,231,198,0
0,28,24,1
153,312,243,0
32,299,260,0
48,321,278,0
7,49,43,0
162,316,247,0
1,391,294,1
175,396,304,0
17,188,163,0
196,274,215,0
0,250,221,0
415,365,328,0
26,290,257,1
0,105,92,0
2,8,6,0
6,120,109,0
0,35,26,0
0,340,265,0
0,327,282,0
41,322,280,0
52,328,287,0
0,209,179,0
0,129,115,1
0,260,209,0
164,393,303,0
389,301,264,0
0,29,27,1
0,342,265,0
44,319,274,0
6,168,147,0
3,253,224,1
135,238,180,0
0,20,18,0
0,273,208,0
80,339,307,0
1,42,36,0
0,282,212,0
0,230,195,0
0,278,219,0
0,269,207,1
0,337,253,0
0,302,241,1
22,90,80,1
0,393,294,1
374,272,242,1
139,356,317,0
177,395,304,0
0,390,300,1
5,238,183,0
1,287,234,0
0,179,159,1
407,367,324,0
0,48,36,1
403,343,304,0
31,108,95,0
0,295,226,1
175,102,86,0
19,289,227,1
0,32,27,0
0,77,62,1
247,156,135,0
0,281,212,0
0,157,136,1
0,252,191,1
0,333,257,0
173,284,224,0
0,275,212,0
158,381,301,0
0,22,19,0
43,95,83,1
171,287,233,0
175,250,196,0
0,352,270,1
19,294,223,0
0,365,337,1
13,235,205,0
5,167,147,0
0,278,248,0
167,337,262,0
8,219,187,0
0,3,1,0
0,51,37,1
0,252,196,0
200,267,204,0
160,312,244,0
0,277,212,0
49,325,288,0
10,146,129,0
25,277,247,0
1,361,329,0
322,208,175,0
140,271,207,1
25,315,247,0
143,240,187,0
36,307,271,0
34,281,249,0
0,259,199,1
0,246,197,0
0,243,181,1
0,362,317,1
0,190,165,0
2,4,3,0
0,270,210,1
145,241,188,0
0,113,98,1
0,92,77,0
0,240,179,0
22,234,205,1
147,375,291,0
20,83,66,1
0,47,38,0
0,285,225,0
174,408,310,0
1,147,132,1
333,213,182,1
16,37,31,0
249,159,137,0
0,186,161,1
12,152,135,0
0,161,137,0
174,365,336,0
0,28,23,0
2,7,6,0
188,259,200,0
186,317,272,0
0,82,66,1
1,103,90,0
0,362,329,1
0,303,266,0
0,292,257,1
0,297,229,0
298,178,158,0
7,104,93,0
0,276,213,0
0,286,225,1
158,380,300,0
174,400,302,0
3,295,259,0
0,260,202,0
0,81,64,0
0,340,266,0
78,271,209,0
0,297,226,0
25,376,294,0
0,281,216,1
0,365,325,1
0,103,91,1
154,251,198,0
0,357,271,0
0,335,261,0
0,29,25,0
0,354,314,0
0,277,214,0
0,409,310,0
48,326,289,0
169,378,296,0
0,268,206,0
14,162,139,0
0,253,196,1
2,96,81,0
0,355,268,0
213,270,210,1
11,149,131,1
0,275,211,1
0,205,174,0
0,297,226,1
0,256,225,0
0,38,37,0
0,272,213,0
162,317,249,0
0,337,301,0
0,250,198,1
0,288,236,1
43,324,282,0
0,253,205,1
2,85,73,1
16,184,159,1
172,355,272,0
0,31,26,1
45,327,286,0
0,400,302,0
0,282,218,1
0,363,317,1
2,92,77,0
168,332,258,0
1,303,230,1
0,311,233,0
1,365,323,0
137,95,85,0
149,93,86,0
2,251,196,1
6,37,34,0
0,367,337,1
0,51,43,1
140,270,207,0
0,63,52,1
413,313,277,1
136,254,196,0
0,118,106,1
0,401,305,0
3,9,6,0
0,354,314,1
0,248,186,1
16,372,286,1
137,252,196,1
147,377,291,0
0,67,52,0
139,242,181,1
3,296,261,0
0,371,287,1
0,62,53,0
53,365,336,0
0,53,48,0
19,262,211,0
0,354,269,0
73,266,235,0
158,354,319,0
0,250,195,1
129,341,303,1
3,360,283,1
52,297,259,0
0,374,289,0
164,291,222,1
176,103,87,0
0,339,302,1
0,366,324,1
196,119,99,0
9,327,289,0
6,45,42,0
0,247,184,1
1,294,237,0
176,251,196,0
0,299,240,1
140,240,178,0
3,34,29,1
0,393,298,0
17,73,59,0
0,237,177,1
0,305,269,0
0,253,203,1
0,152,134,1
40,314,278,0
53,364,337,1
14,105,94,0
175,291,235,0
0,44,37,0
0,804,10,1
0,871,25,0
0,907,26,1
0,792,7,0
20,788,9,1
0,765,1,1
25,790,6,0
0,873,26,0
0,845,189,1
0,763,7,0
65,840,1,0
0,813,4,0
0,1016,144,0
25,791,4,0
15,670,15,1
0,1010,34,1
0,1043,23,1
0,678,14,0
0,782,6,0
0,702,10,0
0,669,15,1
21,802,9,1
24,798,4,1
0,1055,38,0
0,736,5,0
0,962,8,0
0,1081,49,1
0,1009,24,1
21,724,8,1
0,935,9,0
22,804,9,0
0,786,8,1
25,791,4,0
0,1091,22,1
16,710,11,0
33,860,25,0
0,676,14,0
0,961,7,0
0,672,7,1
0,751,6,1
0,937,96,1
0,708,0,1
0,1089,30,1
0,323,19,1
0,1196,78,1
0,388,60,1
0,509,8,1
0,628,47,1
0,363,33,1
0,828,131,1
0,578,56,1
0,591,25,1
0,691,0,1
0,41,0,1
0,551,7,1
0,805,4,1
0,747,7,1
0,645,0,1
0,572,39,1
0,828,134,1
0,766,2,1
0,672,0,1
0,898,19,1
0,265,35,1
0,881,8,1
0,545,1,1
0,374,19,1
0,572,0,1
0,693,7,1
132,865,5,1
0,595,9,1
0,698,7,1
0,557,0,1
0,919,7,1
0,348,37,1
0,46,0,1
0,697,3,1
0,36,0,1
6,796,4,1
0,61,0,1
0,538,1,1
0,668,0,1
0,360,20,1
0,669,0,1
0,330,32,1
0,1115,174,1
0,751,23,1
0,910,22,1
0,538,1,1
0,1063,45,1
0,585,3,1
0,1035,111,1
0,565,43,1
0,356,22,1
0,720,6,1
0,665,0,1
0,411,50,1
0,313,18,1
0,799,33,1
0,636,5,1
0,780,8,1
0,545,3,1
0,630,50,1
88,742,6,1
0,754,13,1
0,567,46,1
0,705,40,1
0,480,55,1
0,279,6,1
0,1170,24,1
0,1062,45,1
0,358,33,1
6,727,22,1
0,745,58,1
0,676,0,1
0,368,40,1
0,967,0,1
0,954,0,1
0,551,6,1
0,1191,81,1
0,573,9,1
0,1110,257,1
0,676,0,1
0,591,4,1
0,1056,53,1
0,941,80,1
0,311,23,1
0,567,50,1
0,552,59,1
0,823,130,1
0,595,0,1
0,286,28,1
0,806,51,1
0,957,0,1
0,269,29,1
0,861,5,1
0,988,75,1
0,863,9,1
0,584,0,1
186,827,129,1
0,561,11,1
0,745,2,1
0,230,37,1
0,777,12,1
0,80,0,1
0,960,64,1
0,735,23,1
0,1139,103,1
0,725,3,1
0,422,0,1
0,1076,6,1
0,895,1,1
0,696,13,1
0,74,0,1
0,1189,56,1
0,288,55,1
0,497,8,1
0,805,4,1
0,587,7,1
0,322,21,1
0,688,0,1
20,743,1,1
0,760,7,1
0,929,87,1
0,809,11,1
0,679,0,1
0,669,0,1
0,801,28,1
0,928,26,1
