@relation 'combined-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,last'

@attribute ncommitsbycreator numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,14}


@data
47,366,324,0
0,255,196,14
1,330,257,0
24,103,91,0
0,273,211,0
153,381,303,0
0,364,332,0
0,93,81,0
9,138,122,0
0,44,40,0
190,332,286,0
0,271,211,0
18,207,175,0
228,134,113,0
396,304,268,0
24,246,217,0
26,377,295,0
0,295,259,0
0,306,232,0
0,361,317,14
404,361,322,0
254,163,140,0
0,368,339,14
0,95,82,0
0,26,20,0
26,384,301,0
0,258,210,0
0,240,210,0
0,88,68,0
406,362,325,0
0,92,71,0
0,84,68,0
23,265,216,0
0,30,27,14
0,49,35,0
36,306,270,0
78,304,269,0
24,372,292,0
273,166,146,0
1,351,306,0
0,406,307,0
0,360,325,14
27,282,216,0
22,270,209,14
0,220,188,0
0,300,239,0
0,305,231,14
211,266,206,0
0,30,27,0
51,333,294,0
48,317,278,0
179,399,301,0
0,328,256,0
0,198,170,0
0,132,107,0
92,329,287,0
175,291,235,0
8,26,23,0
6,10,6,0
124,328,298,0
0,279,218,0
52,365,334,14
17,373,290,0
0,85,73,0
0,38,37,0
30,294,261,0
15,165,147,14
0,139,122,0
166,321,252,0
61,136,121,0
0,299,251,0
0,322,253,0
0,47,40,0
1,355,281,0
131,238,179,0
0,279,220,0
5,102,89,0
47,330,291,0
0,291,228,0
0,318,244,14
0,247,198,0
0,66,52,14
1,36,33,0
425,366,334,0
0,338,308,14
0,352,275,0
169,288,234,0
426,368,336,0
0,235,181,14
199,266,203,0
31,78,62,14
0,292,227,14
0,345,268,0
179,398,301,0
0,333,253,0
162,300,236,0
1,126,111,0
0,332,258,14
83,242,189,0
153,382,303,0
180,366,337,0
163,255,203,0
151,264,210,0
166,291,225,0
160,255,202,0
2,241,185,0
29,107,94,0
10,228,194,0
0,21,19,0
9,330,293,0
2,253,197,0
203,270,207,0
271,166,147,0
0,347,269,0
0,46,38,14
0,97,84,0
1,372,341,0
46,362,315,0
0,64,52,14
0,2,1,0
0,385,303,0
181,355,270,14
49,326,288,0
0,364,287,0
5,36,30,0
4,158,136,0
0,291,227,0
0,38,33,0
0,225,190,0
264,164,142,14
0,335,301,0
0,310,243,0
0,196,169,0
0,369,291,0
0,46,37,0
178,292,237,0
8,126,104,14
0,335,253,0
0,368,290,0
0,277,214,0
0,273,213,0
39,298,240,0
171,289,236,0
153,275,206,0
0,75,60,0
6,11,9,0
0,17,16,14
0,343,267,0
163,290,220,0
0,131,107,0
139,253,197,0
30,353,270,0
0,26,23,0
6,90,77,0
425,366,339,0
0,301,241,0
163,316,243,14
168,312,234,0
22,352,271,14
0,108,96,0
166,331,256,0
0,334,253,0
347,251,221,0
6,99,84,0
0,373,287,0
33,107,96,0
0,252,203,0
1,252,197,0
0,229,195,0
0,107,98,0
200,250,194,14
0,289,257,0
53,130,115,0
8,50,43,0
0,50,37,14
0,27,25,0
0,324,255,0
0,43,37,14
60,135,118,0
187,277,217,0
0,105,93,0
157,312,244,0
0,317,272,14
69,197,169,14
0,94,84,0
417,366,329,0
0,259,209,0
19,79,62,0
0,292,222,0
0,48,40,0
0,359,320,0
352,255,224,0
52,326,286,0
0,241,179,0
1,324,257,0
0,49,39,14
70,335,296,0
0,40,34,0
0,57,52,14
42,323,281,0
224,131,117,0
0,107,95,0
132,342,304,0
11,68,52,0
0,268,206,0
1,87,68,0
0,353,268,14
0,317,243,0
82,348,306,0
0,347,306,0
44,295,259,0
0,343,267,0
1,356,269,0
21,89,70,0
31,354,271,0
0,365,288,0
146,271,206,0
0,204,174,0
0,332,294,14
0,44,37,0
21,268,218,0
31,107,93,0
0,255,197,0
0,35,26,0
0,269,206,0
20,263,213,0
0,104,91,0
29,348,270,0
6,84,73,0
73,367,338,0
3,32,28,0
0,354,270,0
0,331,258,0
0,247,197,0
0,252,197,0
25,313,245,0
24,92,80,0
0,61,53,14
1,294,238,0
369,268,237,0
163,318,250,0
0,243,182,14
169,371,291,0
7,48,43,0
168,343,265,0
0,336,253,0
0,289,222,0
144,266,203,0
26,346,269,0
71,363,337,0
222,128,107,0
6,37,31,0
0,297,229,14
0,293,243,14
140,250,194,0
16,398,305,0
0,338,265,0
83,340,302,0
0,33,29,0
0,176,157,0
15,91,78,0
134,238,176,0
42,288,235,0
146,243,190,0
169,314,238,0
89,342,310,0
0,273,242,0
0,292,259,0
0,37,34,0
21,231,198,0
0,28,24,0
153,312,243,0
32,299,260,0
48,321,278,0
7,49,43,0
162,316,247,0
1,391,294,0
175,396,304,0
17,188,163,0
196,274,215,0
0,250,221,0
415,365,328,0
26,290,257,0
0,105,92,0
2,8,6,0
6,120,109,0
0,35,26,0
0,340,265,0
0,327,282,0
41,322,280,0
52,328,287,0
0,209,179,0
0,129,115,14
0,260,209,0
164,393,303,0
389,301,264,0
0,29,27,0
0,342,265,0
44,319,274,0
6,168,147,0
3,253,224,14
135,238,180,0
0,20,18,0
0,273,208,0
80,339,307,0
1,42,36,0
0,282,212,0
0,230,195,0
0,278,219,0
0,269,207,0
0,337,253,0
0,302,241,0
22,90,80,0
0,393,294,0
374,272,242,14
139,356,317,0
177,395,304,0
0,390,300,0
5,238,183,0
1,287,234,0
0,179,159,0
407,367,324,0
0,48,36,0
403,343,304,0
31,108,95,0
0,295,226,0
175,102,86,0
19,289,227,0
0,32,27,0
0,77,62,14
247,156,135,0
0,281,212,0
0,157,136,0
0,252,191,0
0,333,257,0
173,284,224,0
0,275,212,0
158,381,301,0
0,22,19,0
43,95,83,14
171,287,233,0
175,250,196,0
0,352,270,14
19,294,223,0
0,365,337,0
13,235,205,0
5,167,147,0
0,278,248,0
167,337,262,0
8,219,187,0
0,3,1,0
0,51,37,0
0,252,196,0
200,267,204,0
160,312,244,0
0,277,212,0
49,325,288,0
10,146,129,0
25,277,247,0
1,361,329,0
322,208,175,0
140,271,207,14
25,315,247,0
143,240,187,0
36,307,271,0
34,281,249,0
0,259,199,0
0,246,197,0
0,243,181,0
0,362,317,14
0,190,165,0
2,4,3,0
0,270,210,14
145,241,188,0
0,113,98,14
0,92,77,0
0,240,179,0
22,234,205,0
147,375,291,0
20,83,66,0
0,47,38,0
0,285,225,0
174,408,310,0
1,147,132,0
333,213,182,0
16,37,31,0
249,159,137,0
0,186,161,0
12,152,135,0
0,161,137,0
174,365,336,0
0,28,23,0
2,7,6,0
188,259,200,0
186,317,272,0
0,82,66,0
1,103,90,0
0,362,329,0
0,303,266,0
0,292,257,14
0,297,229,0
298,178,158,0
7,104,93,0
0,276,213,0
0,286,225,0
158,380,300,0
174,400,302,0
3,295,259,0
0,260,202,0
0,81,64,0
0,340,266,0
78,271,209,0
0,297,226,0
25,376,294,0
0,281,216,0
0,365,325,14
0,103,91,14
154,251,198,0
0,357,271,0
0,335,261,0
0,29,25,0
0,354,314,0
0,277,214,0
0,409,310,0
48,326,289,0
169,378,296,0
0,268,206,0
14,162,139,0
0,253,196,14
2,96,81,0
0,355,268,0
213,270,210,0
11,149,131,14
0,275,211,14
0,205,174,0
0,297,226,0
0,256,225,0
0,38,37,0
0,272,213,0
162,317,249,0
0,337,301,0
0,250,198,14
0,288,236,14
43,324,282,0
0,253,205,14
2,85,73,0
16,184,159,0
172,355,272,0
0,31,26,0
45,327,286,0
0,400,302,0
0,282,218,14
0,363,317,14
2,92,77,0
168,332,258,0
1,303,230,0
0,311,233,0
1,365,323,0
137,95,85,0
149,93,86,0
2,251,196,14
6,37,34,0
0,367,337,0
0,51,43,14
140,270,207,0
0,63,52,14
413,313,277,0
136,254,196,0
0,118,106,0
0,401,305,0
3,9,6,0
0,354,314,0
0,248,186,14
16,372,286,0
137,252,196,0
147,377,291,0
0,67,52,0
139,242,181,14
3,296,261,0
0,371,287,0
0,62,53,0
53,365,336,0
0,53,48,0
19,262,211,0
0,354,269,0
73,266,235,0
158,354,319,0
0,250,195,14
129,341,303,0
3,360,283,0
52,297,259,0
0,374,289,0
164,291,222,14
176,103,87,0
0,339,302,0
0,366,324,14
196,119,99,0
9,327,289,0
6,45,42,0
0,247,184,0
1,294,237,0
176,251,196,0
0,299,240,14
140,240,178,0
3,34,29,0
0,393,298,0
17,73,59,0
0,237,177,0
0,305,269,0
0,253,203,14
0,152,134,14
40,314,278,0
53,364,337,0
14,105,94,0
175,291,235,0
0,44,37,0
0,804,10,0
0,871,25,0
0,907,26,14
0,792,7,0
20,788,9,0
0,765,1,14
25,790,6,0
0,873,26,0
0,845,189,14
0,763,7,0
65,840,1,0
0,813,4,0
0,1016,144,0
25,791,4,0
15,670,15,0
0,1010,34,0
0,1043,23,0
0,678,14,0
0,782,6,0
0,702,10,0
0,669,15,0
21,802,9,0
24,798,4,14
0,1055,38,0
0,736,5,0
0,962,8,0
0,1081,49,14
0,1009,24,0
21,724,8,0
0,935,9,0
22,804,9,0
0,786,8,0
25,791,4,0
0,1091,22,14
16,710,11,0
33,860,25,0
0,676,14,0
0,961,7,0
0,672,7,14
0,751,6,14
0,937,96,14
0,708,0,14
0,1089,30,14
0,323,19,14
0,1196,78,14
0,388,60,14
0,509,8,14
0,628,47,14
0,363,33,14
0,828,131,14
0,578,56,14
0,591,25,14
0,691,0,14
0,41,0,14
0,551,7,14
0,805,4,14
0,747,7,14
0,645,0,14
0,572,39,14
0,828,134,14
0,766,2,14
0,672,0,14
0,898,19,14
0,265,35,14
0,881,8,14
0,545,1,14
0,374,19,14
0,572,0,14
0,693,7,14
132,865,5,14
0,595,9,14
0,698,7,14
0,557,0,14
0,919,7,14
0,348,37,14
0,46,0,14
0,697,3,14
0,36,0,14
6,796,4,14
0,61,0,14
0,538,1,14
0,668,0,14
0,360,20,14
0,669,0,14
0,330,32,14
0,1115,174,14
0,751,23,14
0,910,22,14
0,538,1,14
0,1063,45,14
0,585,3,14
0,1035,111,14
0,565,43,14
0,356,22,14
0,720,6,14
0,665,0,14
0,411,50,14
0,313,18,14
0,799,33,14
0,636,5,14
0,780,8,14
0,545,3,14
0,630,50,14
88,742,6,14
0,754,13,14
0,567,46,14
0,705,40,14
0,480,55,14
0,279,6,0
0,1170,24,14
0,1062,45,14
0,358,33,14
6,727,22,14
0,745,58,14
0,676,0,14
0,368,40,14
0,967,0,14
0,954,0,14
0,551,6,14
0,1191,81,14
0,573,9,14
0,1110,257,14
0,676,0,14
0,591,4,14
0,1056,53,14
0,941,80,14
0,311,23,14
0,567,50,14
0,552,59,14
0,823,130,14
0,595,0,14
0,286,28,14
0,806,51,14
0,957,0,14
0,269,29,14
0,861,5,14
0,988,75,14
0,863,9,14
0,584,0,14
186,827,129,14
0,561,11,14
0,745,2,14
0,230,37,14
0,777,12,14
0,80,0,14
0,960,64,14
0,735,23,14
0,1139,103,14
0,725,3,14
0,422,0,14
0,1076,6,0
0,895,1,14
0,696,13,14
0,74,0,14
0,1189,56,14
0,288,55,14
0,497,8,14
0,805,4,14
0,587,7,14
0,322,21,14
0,688,0,14
20,743,1,14
0,760,7,14
0,929,87,14
0,809,11,14
0,679,0,14
0,669,0,14
0,801,28,14
0,928,26,14
0,339,2,14
0,840,6,14
0,1110,254,14
0,987,6,14
0,776,35,14
0,960,29,14
0,366,21,14
0,512,5,14
0,705,30,14
0,1119,180,14
44,766,46,14
0,741,25,14
0,742,24,14
0,693,0,14
0,94,0,14
0,90,0,14
0,397,58,14
0,1109,216,14
0,254,40,14
0,857,6,14
0,832,7,14
0,536,1,14
0,614,0,14
0,640,34,14
0,580,0,14
0,435,50,14
0,537,37,14
0,1040,45,14
0,834,7,14
0,625,0,14
0,1136,103,14
0,643,16,14
0,1037,12,14
0,601,0,14
0,630,1,14
0,869,2,14
0,628,2,14
0,505,8,14
0,356,28,14
0,709,0,14
0,754,2,14
0,625,52,14
0,1084,15,14
0,360,33,14
0,717,0,14
0,602,3,14
0,854,2,14
0,574,3,14
0,751,13,14
0,892,9,14
0,1030,45,14
0,748,4,14
0,970,7,14
0,743,15,14
0,841,190,14
0,550,9,14
0,767,27,14
0,533,39,14
0,227,48,14
0,694,0,14
0,697,4,14
0,1102,10,14
0,985,6,14
0,615,23,14
0,877,10,14
0,884,3,14
0,696,48,14
0,287,54,14
0,833,142,14
0,372,19,14
0,834,8,14
0,395,52,14
0,347,38,14
0,569,47,14
0,250,33,14
0,597,4,14
0,1016,45,14
0,563,6,14
0,1089,15,0
0,788,5,14
0,365,38,14
0,980,0,14
0,982,61,14
0,690,0,14
0,568,28,14
0,699,39,14
0,1112,253,14
0,595,4,14
0,345,22,14
0,941,7,14
0,963,6,14
0,330,17,14
0,943,6,14
0,773,31,14
0,841,6,14
64,928,4,14
0,1019,53,14
0,1025,51,14
0,1139,95,14
0,626,5,14
0,886,6,14
0,741,6,14
0,1035,13,14
0,778,3,14
0,616,4,14
0,79,0,14
0,786,10,14
0,234,40,14
0,920,10,14
14,924,4,14
0,269,39,14
0,958,6,14
0,1046,12,14
0,581,3,14
0,800,6,14
0,546,2,14
0,723,0,14
0,388,17,14
0,546,79,14
0,1007,167,14
0,335,4,14
0,883,59,14
0,951,66,14
0,159,0,14
0,732,0,14
0,740,0,14
0,289,63,0
0,961,0,14
0,564,41,14
0,92,0,14
0,813,113,14
0,281,25,14
0,563,37,14
0,614,0,14
0,567,40,14
0,987,6,14
0,19,0,14
0,773,8,14
0,760,7,14
0,257,33,14
0,710,45,14
0,716,0,14
0,783,27,14
0,565,40,14
0,372,18,14
0,586,0,14
0,343,23,14
0,725,7,14
0,1101,197,14
0,537,36,14
0,985,15,14
0,918,33,14
0,534,2,14
0,224,42,14
0,332,15,14
0,358,24,14
0,632,16,14
0,901,0,14
0,1096,222,14
0,679,7,14
0,322,21,14
0,438,0,14
0,697,39,14
0,363,52,14
0,1123,5,14
80,1011,31,14
0,1070,45,14
0,668,7,14
0,679,7,14
0,818,172,14
0,532,39,14
0,292,53,14
0,808,43,14
0,956,0,14
0,333,14,14
50,742,5,14
0,811,30,14
0,755,7,14
0,737,1,14
0,1034,12,14
0,785,33,14
0,240,36,14
0,579,0,14
0,590,30,14
0,556,44,14
0,628,13,14
0,630,36,14
0,568,6,14
0,726,14,14
0,956,6,14
0,594,1,14
0,505,6,14
0,982,6,14
0,694,0,14
0,1098,191,14
0,547,0,14
0,763,54,14
0,1118,104,14
0,754,51,14
0,786,11,14
0,1019,55,14
0,279,57,0
0,218,0,14
0,968,121,14
0,881,22,14
0,633,46,14
30,785,14,14
0,511,22,14
0,977,6,14
0,562,85,14
0,1092,271,14
0,828,9,14
0,935,87,14
0,628,0,14
0,599,39,14
0,696,7,14
0,898,1,14
0,780,9,14
0,837,6,14
0,871,0,14
0,565,47,14
0,827,9,14
0,293,9,14
0,684,53,14
0,85,0,14
0,658,0,14
0,221,32,14
0,765,54,14
0,695,49,14
0,825,76,14
114,750,1,14
0,891,6,14
0,736,1,14
0,726,0,14
0,275,57,14
0,800,36,14
0,633,16,14
0,218,0,14
0,900,19,14
0,504,8,14
0,1041,16,14
0,999,110,14
0,650,0,14
4,742,71,14
0,648,0,14
0,592,7,14
0,673,0,14
0,546,3,14
0,773,33,14
0,693,7,14
0,336,2,0
0,766,8,14
0,367,43,14
0,720,6,14
0,1163,30,14
0,894,1,14
0,634,1,14
0,565,5,14
0,596,10,14
0,279,63,14
0,916,0,14
0,819,89,14
0,667,0,14
0,498,8,14
0,1075,283,14
0,791,33,14
0,709,0,14
0,765,8,14
0,362,41,14
0,336,14,14
0,911,3,14
0,340,37,14
0,928,26,14
0,794,38,14
0,348,17,14
0,1000,80,14
0,1081,271,14
0,343,25,14
0,994,32,14
28,765,20,14
0,937,94,14
0,711,46,14
0,591,0,14
0,1072,44,14
0,755,10,14
0,313,18,0
0,592,0,14
0,635,16,14
0,1022,44,14
0,711,3,14
0,236,42,14
0,1012,31,14
0,667,0,14
0,742,68,14
0,803,15,14
0,265,39,14
0,561,49,14
0,180,0,14
0,824,9,14
0,620,34,14
0,674,0,14
0,1036,118,14
0,904,19,14
0,798,33,14
0,1012,9,14
0,692,50,14
0,216,0,14
0,163,0,14
0,813,47,14
0,689,4,14
0,620,19,14
0,710,0,14
0,579,39,14
0,809,34,14
0,331,19,14
0,740,1,14
0,333,4,14
0,233,37,14
0,778,9,14
0,347,5,14
0,242,33,0
0,297,14,14
0,628,1,14
0,219,0,14
0,25,0,14
0,505,6,14
0,234,40,14
0,1126,5,14
0,765,47,14
0,1044,20,14
0,939,7,14
0,1069,45,14
0,568,50,14
0,888,27,14
0,811,47,14
0,930,6,14
0,698,63,14
0,569,49,14
0,192,0,14
0,892,13,14
0,863,5,14
0,622,2,14
0,512,8,14
0,1038,13,14
0,874,9,14
0,729,2,14
0,741,38,14
0,741,1,14
0,766,2,14
0,924,4,14
0,536,34,14
0,432,2,14
0,509,6,14
0,362,50,14
0,565,49,14
0,332,4,14
0,687,0,14
0,329,56,14
0,819,7,14
0,916,3,14
0,569,14,14
0,364,36,14
0,110,0,14
0,659,0,14
0,98,0,14
0,890,10,14
0,907,3,14
0,888,13,14
0,890,17,14
0,666,0,14
0,777,9,14
0,365,36,14
0,600,0,14
0,982,15,14
0,808,9,14
0,809,83,14
0,876,3,14
0,629,0,14
0,920,7,14
0,1078,10,14
0,952,44,14
0,834,150,14
0,615,24,14
0,264,35,0
0,377,22,14
0,280,63,14
0,556,83,14
0,221,39,14
0,822,9,14
0,686,3,14
0,279,28,14
0,632,0,14
0,805,9,14
0,187,0,14
0,1180,65,14
0,751,44,14
0,555,83,14
0,739,38,14
0,620,2,14
0,677,7,14
0,288,44,14
0,1015,13,14
0,357,5,14
0,298,56,14
0,567,52,14
0,634,58,14
0,597,38,14
0,639,17,14
0,972,0,14
0,626,11,14
0,1002,37,14
0,485,55,14
0,222,32,14
0,495,8,14
0,916,44,14
0,680,46,14
0,567,0,14
0,788,9,14
0,718,68,14
0,925,44,14
0,787,8,14
0,661,0,14
0,1070,277,14
0,336,14,14
0,273,59,14
63,917,4,14
0,877,17,14
0,549,0,14
0,724,7,14
0,803,15,14
0,1098,192,14
0,629,42,14
0,961,29,14
0,693,38,14
0,616,2,14
0,958,23,14
0,808,30,14
0,1096,271,14
0,919,0,14
0,1063,45,14
0,1068,6,14
0,526,16,14
0,1078,135,14
0,215,0,14
0,685,0,14
0,706,30,14
0,333,4,14
0,1169,87,14
0,473,55,14
0,877,0,14
0,225,0,14
0,910,58,14
0,532,3,14
0,716,0,14
0,669,7,14
0,796,32,14
0,598,4,14
0,665,0,14
0,564,44,14
0,567,0,14
0,734,47,14
0,856,11,14
0,825,7,14
0,1078,74,14
0,920,3,14
0,580,0,14
0,591,9,14
0,609,0,14
0,1036,13,14
0,637,16,14
0,450,62,14
0,551,4,14
0,292,7,14
0,551,0,14
0,726,1,14
0,281,42,14
0,1042,45,14
0,518,2,14
0,294,55,0
0,747,6,14
0,712,23,14
0,1108,12,14
0,772,93,14
0,215,0,14
0,574,40,14
0,539,3,14
0,890,17,14
0,987,45,14
0,276,57,14
0,330,32,14
0,339,37,14
0,816,113,14
0,795,33,14
0,848,8,14
0,100,0,14
0,745,6,14
0,1083,226,14
0,1016,37,14
0,996,36,14
0,888,17,14
0,87,0,14
0,363,36,14
0,867,9,14
0,715,0,14
0,860,25,14
0,1100,27,14
0,1138,95,14
0,690,6,14
0,649,32,14
0,962,6,14
0,552,0,14
0,612,4,14
0,717,0,14
0,759,1,14
0,628,36,14
0,898,10,14
0,888,8,14
0,1040,17,14
0,772,15,14
0,746,5,14
0,934,57,14
0,786,7,14
0,999,80,14
0,826,8,14
0,742,11,14
0,766,47,14
0,790,58,14
0,532,17,14
0,1099,222,14
0,815,15,14
0,688,0,14
0,1116,192,14
0,289,48,14
0,1069,44,0
0,690,54,14
0,810,11,14
0,825,7,14
0,806,7,14
0,488,54,14
0,722,71,14
0,279,6,14
0,461,55,14
0,503,14,14
0,1101,12,14
0,497,10,14
0,628,23,14
0,589,30,14
0,358,5,14
0,179,0,14
0,1035,13,14
0,964,0,14
0,659,0,14
0,351,47,14
0,293,51,14
104,689,0,14
0,661,0,14
0,900,19,14
0,318,20,14
0,660,0,14
0,809,42,14
0,924,10,14
0,965,56,14
0,639,1,14
0,693,13,14
0,800,102,14
0,282,56,14
0,1117,11,14
0,714,0,14
0,596,10,14
0,775,55,14
0,890,19,14
0,539,9,14
0,547,3,14
0,590,33,14
0,335,26,14
0,958,7,14
0,1041,8,14
0,743,23,14
0,571,52,14
0,821,10,14
0,627,17,0
0,740,1,14
0,681,0,14
0,875,8,14
0,619,1,14
0,706,3,14
0,795,32,14
0,757,67,14
0,734,2,14
0,998,57,14
0,743,19,14
0,373,19,14
0,625,1,14
0,521,22,14
0,709,3,14
0,962,53,14
0,787,32,14
0,214,0,14
0,307,24,14
0,566,47,14
0,900,58,14
0,628,2,14
0,579,0,14
0,572,34,14
0,767,27,14
0,879,2,14
0,588,19,14
0,996,105,14
0,834,7,14
0,802,33,14
56,837,6,14
0,348,23,14
0,311,18,14
0,769,7,14
0,692,63,14
0,791,30,14
0,535,39,14
0,733,12,14
0,885,3,14
0,533,63,14
0,549,0,14
0,537,32,14
0,960,64,14
0,625,2,14
0,292,49,14
0,606,3,14
0,810,11,14
0,331,5,14
0,291,53,14
0,1135,103,14
0,1038,116,14
0,1140,95,14
0,806,115,14
0,280,42,14
0,723,19,14
0,426,2,14
0,354,36,14
0,268,35,14
0,364,46,14
0,763,7,14
0,1187,83,14
0,630,1,14
0,515,22,14
0,226,30,14
0,576,43,14
0,770,17,14
0,578,23,14
0,570,0,14
0,837,161,14
0,856,5,14
0,657,0,14
0,797,105,14
0,844,6,14
0,528,26,14
0,1035,16,14
52,904,19,14
0,614,2,14
0,967,6,14
0,988,6,14
0,750,6,14
0,225,47,14
0,1072,62,14
0,1126,6,14
0,1052,8,14
0,1000,37,14
0,355,36,14
0,1047,20,14
0,1043,13,14
0,926,2,14
50,818,120,14
0,770,8,14
0,921,58,14
0,960,7,14
0,941,132,14
0,954,44,14
0,832,9,14
0,224,49,14
0,862,5,14
0,39,0,14
0,760,51,14
0,215,0,14
0,215,0,14
0,1138,103,14
0,533,61,14
0,507,53,14
0,286,43,14
0,799,113,14
0,818,86,14
0,598,0,14
54,1034,17,14
0,536,6,14
0,678,0,14
50,925,57,14
0,936,26,14
0,662,0,14
0,598,3,14
0,329,32,14
0,349,16,14
0,191,0,14
0,437,50,14
0,1165,24,14
0,755,22,14
0,482,3,14
0,883,7,14
0,879,59,14
0,420,0,14
0,1013,14,14
0,1097,192,14
0,523,54,14
0,881,0,14
0,291,51,14
0,1060,8,14
0,817,5,14
0,871,13,14
0,837,6,14
0,903,46,14
0,586,43,14
0,897,13,14
0,720,17,14
0,356,15,14
0,753,1,14
0,962,9,14
0,682,0,14
0,565,6,14
0,614,24,14
0,812,7,14
0,513,3,14
0,1109,10,14
0,723,6,14
0,547,0,14
0,705,0,14
0,1035,104,14
0,689,8,14
0,896,13,14
0,776,13,14
0,498,8,14
0,465,5,14
0,821,32,14
0,111,0,14
0,750,1,14
0,323,20,14
0,734,25,14
0,966,6,14
116,908,58,14
0,617,24,14
0,555,25,14
0,631,34,14
0,148,0,14
0,900,12,14
0,744,1,14
0,1116,249,14
0,283,6,14
0,1088,147,14
0,430,43,14
0,524,14,14
0,412,0,14
0,984,4,14
0,369,19,14
1,571,0,14
0,752,9,14
0,346,26,14
0,559,46,14
0,795,4,14
0,809,7,14
0,743,11,14
0,414,49,14
0,825,0,14
0,722,7,14
0,920,2,14
0,912,22,14
0,763,1,14
0,737,11,14
0,980,5,14
0,860,5,14
0,664,0,14
0,653,0,14
0,1083,226,14
0,1080,228,14
0,729,7,14
0,585,0,14
0,601,9,14
0,888,28,14
11,998,32,14
0,565,14,14
0,988,42,14
0,553,0,14
0,906,0,14
0,719,0,14
0,572,46,14
0,1053,19,14
0,1029,8,14
0,923,4,14
0,815,9,14
0,822,9,14
0,548,5,14
0,630,1,14
0,885,6,14
0,563,0,14
0,799,36,14
0,863,9,14
0,721,51,14
0,220,0,0
0,577,23,14
0,597,0,14
0,986,4,14
0,556,25,14
0,1106,206,14
0,1190,41,14
0,832,172,14
0,1127,11,14
0,608,2,14
0,729,0,14
0,722,0,14
0,814,5,14
0,883,64,14
0,680,7,14
0,373,28,14
0,833,70,14
0,741,5,14
0,536,11,14
0,808,83,14
0,250,40,14
0,639,30,14
0,677,7,14
0,1035,45,14
0,920,10,14
0,568,59,14
0,274,6,14
0,695,35,14
0,784,7,14
0,661,0,14
0,978,71,14
0,995,32,14
0,927,87,14
0,365,41,14
0,592,0,14
0,129,0,14
0,691,0,14
0,615,4,14
0,669,0,14
0,981,4,14
0,644,34,14
0,833,138,14
12,914,4,14
0,241,27,0
0,987,4,14
0,352,11,14
0,538,20,14
0,236,39,14
0,762,13,14
0,288,10,14
0,816,12,14
0,768,27,14
0,360,37,14
0,404,51,14
0,701,58,14
0,917,4,14
0,615,4,0
0,686,7,14
0,566,4,14
0,871,0,14
0,942,82,14
0,683,7,14
0,612,28,14
0,582,3,14
0,714,0,14
0,547,6,14
0,899,0,14
0,789,32,14
0,744,15,14
0,783,52,14
0,1000,38,14
0,586,39,14
0,326,56,14
0,738,6,14
0,914,24,14
0,1051,109,14
0,830,62,14
0,1071,279,14
0,239,44,14
0,927,44,14
0,293,52,14
0,581,0,14
0,523,26,14
0,814,86,14
0,910,3,14
0,194,0,14
0,726,2,14
0,282,65,14
0,743,6,14
0,903,3,14
0,640,29,14
0,442,1,14
0,767,33,14
0,500,6,14
0,1082,226,14
0,1036,41,14
0,447,2,14
0,579,49,14
0,576,4,14
0,238,36,14
0,687,45,14
0,951,15,14
0,708,28,14
0,359,36,14
0,682,49,14
0,185,0,14
0,684,7,14
0,1068,8,14
0,290,53,14
0,284,46,14
0,776,13,14
0,540,37,14
0,757,1,14
0,873,0,14
0,578,0,14
0,1034,45,14
0,627,53,14
0,464,12,14
0,1044,45,14
0,265,29,14
0,627,31,14
0,1038,13,14
0,1136,97,14
0,917,0,14
0,946,77,14
0,713,0,14
0,893,2,14
0,932,0,14
0,848,69,14
0,340,56,14
0,736,19,14
0,359,34,14
0,522,15,14
0,970,6,14
0,887,0,14
0,757,9,14
0,726,0,14
0,880,14,14
0,642,16,14
0,1059,108,14
0,802,6,14
0,739,1,14
0,569,0,14
0,944,5,14
0,690,45,14
0,1077,10,14
0,579,0,14
0,732,25,14
0,554,0,14
0,524,57,14
0,332,14,14
0,383,19,14
0,858,0,14
0,362,19,14
74,1012,24,14
0,983,77,14
0,1113,186,14
46,740,6,14
0,654,0,14
0,1182,86,14
0,1049,45,14
0,581,47,14
0,965,0,14
0,791,4,14
0,1084,229,14
0,338,2,14
0,961,69,14
0,731,0,14
0,835,8,14
0,896,15,14
0,223,0,14
0,869,17,14
0,610,4,14
0,560,6,14
0,665,0,14
0,236,40,14
0,564,26,14
0,591,7,14
0,859,25,14
0,688,0,14
0,898,1,14
0,891,27,14
0,688,7,14
0,898,58,14
0,884,19,14
0,506,4,14
0,790,17,14
0,1198,83,14
0,368,19,14
0,511,3,14
0,752,7,14
0,902,57,14
0,828,7,14
0,903,57,14
0,723,71,14
0,926,0,14
0,702,48,14
0,687,0,14
13,723,3,14
0,710,0,14
0,775,13,14
0,587,0,14
0,823,9,14
0,855,198,14
0,1051,109,14
0,1005,93,14
0,282,59,14
0,543,3,14
0,264,35,14
0,677,0,14
0,246,32,14
0,769,17,14
0,876,7,14
0,597,0,14
0,116,0,14
0,422,0,14
0,1035,16,14
0,62,0,14
54,830,120,14
0,280,28,14
0,931,2,14
0,791,7,14
0,762,52,14
0,314,21,14
0,346,5,14
0,1095,192,14
0,589,7,14
0,583,19,14
0,728,19,14
0,1154,27,14
0,775,31,14
0,402,52,14
