@relation 'combined-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,last'

@attribute ncommitsbycreator numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,30}


@data
0,615,34,30
0,449,64,30
0,917,35,30
0,629,18,30
0,293,28,30
0,527,52,30
0,611,28,30
0,921,1,30
0,1183,48,30
0,775,9,30
0,261,32,30
0,559,39,30
0,601,9,30
0,997,33,30
0,1034,16,30
0,582,7,30
0,1050,120,30
0,954,6,30
0,1161,32,30
0,672,0,30
0,685,0,30
0,949,6,30
0,539,1,30
0,910,22,30
0,248,40,0
0,1031,49,30
0,709,46,30
0,963,9,30
0,696,38,30
0,504,53,0
0,440,50,30
0,578,0,30
0,1110,262,30
0,384,15,0
0,819,92,30
0,514,3,30
0,728,19,30
0,469,3,30
0,507,15,30
0,336,5,30
0,723,0,30
0,813,5,30
0,285,47,0
0,442,0,30
0,406,52,30
0,548,3,30
0,654,0,30
0,922,6,30
0,924,3,30
0,1100,189,30
0,885,0,30
0,618,36,30
0,611,29,30
0,408,51,0
0,930,6,30
0,955,124,30
0,509,4,30
0,800,112,30
0,891,10,30
0,748,11,30
0,719,3,30
0,678,0,30
0,1101,193,0
0,776,27,30
0,290,57,30
0,1088,46,30
0,819,12,30
0,330,26,30
0,280,6,30
0,563,54,30
18,688,0,30
0,876,18,30
0,280,47,30
0,448,60,30
0,673,7,30
50,816,48,30
0,630,2,30
0,821,9,30
0,580,36,30
0,248,40,30
10,866,9,0
0,613,36,30
0,566,6,30
0,584,3,30
0,916,10,30
0,567,0,30
11,935,5,30
0,722,22,30
0,819,9,30
0,1067,45,30
0,1145,102,30
0,614,36,30
0,1156,89,30
0,866,2,30
0,630,17,30
0,705,24,30
0,546,2,30
0,651,0,30
90,998,39,30
0,980,42,30
0,786,35,30
0,561,36,30
0,505,18,30
0,500,53,30
0,563,39,30
0,642,34,30
0,283,63,30
0,583,23,30
0,818,5,30
0,678,7,30
0,664,0,30
0,258,33,30
0,696,48,30
0,1073,45,30
0,832,7,30
0,645,0,30
0,694,0,30
0,1146,103,30
0,664,0,30
10,564,0,30
0,783,27,30
32,755,13,30
0,904,0,30
0,671,0,30
0,532,26,30
0,375,19,30
0,801,4,30
0,739,6,30
0,225,39,30
0,828,7,30
0,281,54,30
0,820,14,30
0,292,10,30
0,345,26,30
0,691,7,30
0,938,74,30
8,916,7,0
56,843,2,30
0,1091,147,30
0,763,1,30
0,334,14,30
0,353,16,30
0,715,0,30
0,833,8,30
0,1076,45,30
0,671,0,30
0,579,3,30
0,229,36,0
0,956,0,30
0,730,3,30
0,536,48,30
0,803,53,30
0,811,30,30
0,334,56,30
0,244,32,30
0,600,9,30
0,620,31,30
0,569,0,30
0,623,4,30
0,813,9,30
0,908,3,30
0,995,36,30
0,742,4,30
0,293,56,30
0,375,22,0
0,623,2,30
0,951,66,30
0,712,45,30
0,268,48,30
0,531,3,30
0,1073,44,30
0,342,25,30
0,275,47,30
0,839,70,30
0,1020,11,30
0,972,6,30
0,1102,269,30
0,913,22,30
0,348,26,30
0,871,3,0
0,352,5,30
0,186,0,30
0,760,1,30
0,603,4,30
0,237,40,30
0,291,9,30
0,282,28,30
0,588,7,30
0,304,23,30
0,810,54,30
0,984,6,30
0,878,2,30
0,749,1,30
0,912,26,30
0,286,10,30
0,571,36,30
0,895,1,30
0,611,36,30
0,693,0,30
0,879,59,30
0,711,65,30
0,750,15,30
0,314,56,30
0,181,0,30
0,760,7,30
0,585,0,30
0,768,8,30
0,371,24,30
0,438,43,30
0,674,0,30
0,570,14,30
0,608,34,30
0,570,49,30
0,363,54,30
0,570,59,0
0,796,4,30
0,1008,167,30
0,996,6,30
0,532,2,30
0,563,4,30
0,601,10,30
0,778,35,30
0,810,83,30
0,753,7,30
0,1059,6,30
0,363,19,0
0,648,1,30
0,963,53,30
0,565,46,30
0,779,7,30
0,365,21,30
0,223,0,0
0,984,6,30
0,748,13,30
0,917,10,30
0,614,34,30
0,542,3,30
0,73,0,30
0,1006,56,30
0,942,87,30
0,569,52,0
0,446,46,30
0,360,36,30
0,802,10,30
0,603,0,30
0,347,2,30
0,680,49,30
0,1011,128,30
0,348,34,30
0,817,9,30
0,559,38,30
0,697,35,30
0,998,43,30
0,1035,12,30
0,359,21,30
0,788,9,30
0,522,19,30
0,820,9,30
0,1185,67,30
0,662,0,30
0,563,0,30
0,490,11,30
0,743,6,0
0,678,0,30
0,1019,51,30
0,764,13,30
0,612,36,30
0,226,0,30
0,682,0,30
0,763,36,30
0,616,26,30
0,547,7,30
0,615,19,30
0,569,0,30
4,736,4,30
0,267,30,30
0,944,77,30
0,527,0,30
0,833,1,0
0,720,5,30
0,847,9,30
0,635,17,30
0,1063,45,30
0,443,5,30
0,732,12,30
0,337,36,30
0,775,9,30
0,1040,18,30
0,981,15,30
0,558,38,30
0,739,2,30
0,1125,5,30
0,683,0,30
0,426,43,30
0,728,7,30
0,839,6,30
0,787,8,30
0,708,38,30
0,889,8,30
0,597,0,30
0,749,23,30
80,1001,25,30
0,446,47,0
0,769,8,30
0,457,8,30
0,297,10,30
0,590,0,30
0,945,0,30
2,812,47,30
0,353,36,30
0,563,57,30
0,1108,186,30
0,565,0,30
0,252,41,30
0,894,14,30
0,259,3,30
0,1093,195,30
0,780,35,30
0,563,40,30
0,1099,191,30
0,901,12,30
0,921,1,30
0,751,22,30
0,920,1,30
0,918,3,30
0,279,63,30
0,807,36,0
0,892,3,30
0,125,0,30
0,661,0,30
0,361,30,30
0,948,57,30
0,881,15,30
0,520,52,30
122,799,7,30
0,227,38,30
0,746,49,30
0,1095,265,30
0,624,0,30
0,689,0,30
0,363,33,30
0,778,8,30
0,49,0,30
0,1020,44,30
0,949,70,30
0,341,26,30
0,910,44,30
0,1026,41,30
0,962,0,30
0,790,4,30
0,280,63,30
0,313,22,30
0,811,55,30
0,776,58,30
0,566,49,30
0,713,22,30
0,251,40,30
0,667,0,30
0,356,21,30
0,606,34,30
0,671,0,30
0,495,8,30
0,966,50,30
0,715,4,0
0,874,7,30
0,754,17,30
0,1021,13,0
0,486,55,30
0,830,69,30
0,805,30,30
0,1000,39,30
0,877,10,30
0,247,27,30
0,611,29,30
0,539,9,30
0,895,51,30
0,991,32,30
0,735,1,30
0,824,9,30
0,839,66,30
0,963,6,30
0,779,9,30
0,948,16,30
0,1069,54,30
0,272,44,30
0,27,0,30
0,907,56,30
0,742,1,30
0,532,6,30
0,922,1,30
0,841,184,30
0,465,7,30
0,571,0,30
0,225,42,30
0,543,3,30
0,554,0,30
0,760,2,30
0,1037,118,30
0,566,41,30
0,969,6,30
0,825,169,30
0,745,6,30
0,560,15,30
112,681,0,30
0,532,20,30
0,181,0,30
0,386,17,30
0,622,4,30
0,751,18,30
0,763,35,30
0,739,4,30
0,788,4,30
0,625,27,30
88,741,6,30
0,564,0,30
0,594,0,30
0,849,8,30
0,764,33,30
0,142,0,30
0,215,0,0
0,847,7,30
0,570,36,30
0,1140,103,30
0,286,54,30
0,831,1,0
0,676,0,30
0,693,7,30
0,265,30,30
10,566,0,30
0,17,0,30
0,999,57,30
0,300,10,0
0,1117,247,30
0,1105,219,30
0,716,68,30
0,1051,23,30
0,679,0,30
0,602,38,30
0,472,55,30
0,778,1,30
0,804,116,30
0,547,2,30
0,747,15,30
114,818,41,30
0,432,0,30
0,798,57,30
0,796,33,30
0,640,6,30
0,603,47,30
0,843,186,30
0,710,46,30
0,687,0,30
0,1088,19,30
0,224,0,30
0,816,96,30
0,631,50,30
0,684,0,30
0,895,9,30
0,585,36,30
0,216,0,30
0,324,19,30
0,431,2,30
0,278,6,30
0,696,49,30
0,1030,140,30
0,758,51,30
0,280,54,30
0,694,5,30
0,669,0,30
0,758,14,30
0,929,26,30
0,673,0,30
0,792,57,30
0,268,4,30
0,1026,13,30
0,360,37,30
0,542,68,30
0,688,0,30
0,294,56,0
0,686,7,30
0,1032,38,30
0,905,0,30
0,348,26,30
0,740,25,30
0,917,10,30
0,342,4,30
0,729,0,30
0,638,16,30
0,561,39,30
0,120,0,30
0,55,0,30
0,742,5,30
0,664,0,30
0,599,1,30
0,547,8,30
0,349,47,0
0,637,16,30
52,845,6,30
0,1049,120,30
0,772,2,30
0,1101,106,30
0,677,7,30
0,590,37,30
0,334,14,30
0,691,50,30
0,800,33,30
0,956,0,30
0,358,33,30
0,294,54,30
0,386,54,30
0,790,11,30
0,287,55,30
0,225,0,30
0,564,26,30
0,564,2,30
0,682,0,30
0,720,16,30
0,729,19,30
0,365,36,30
0,1040,49,30
0,288,42,30
0,614,25,30
0,660,0,30
0,540,77,30
0,743,6,30
4,669,0,30
0,1038,13,30
0,628,53,30
0,744,6,30
0,1164,34,30
0,715,0,30
0,567,0,30
0,544,76,30
0,395,54,30
0,758,32,30
0,968,61,30
0,576,36,30
0,350,26,0
192,761,54,30
0,1019,54,30
0,543,7,30
0,358,23,30
0,597,38,30
0,954,66,30
0,607,4,30
0,864,3,30
0,789,8,30
0,640,6,30
0,795,8,30
0,742,25,30
0,661,0,30
0,879,0,30
0,527,50,30
0,562,0,30
0,1175,86,30
0,528,50,30
0,457,7,30
0,536,1,30
0,259,33,30
0,594,3,30
0,280,54,30
0,936,26,30
0,943,57,30
0,968,68,30
0,464,55,30
0,748,15,30
0,737,0,30
0,281,56,30
0,969,6,30
0,541,3,30
0,981,4,30
0,788,9,30
0,921,6,30
0,594,10,30
0,1038,45,30
0,964,56,30
0,888,0,30
0,363,19,30
0,912,0,30
0,669,0,30
0,910,56,30
0,829,8,30
0,691,7,30
0,670,0,30
0,740,47,30
0,784,27,30
0,877,0,30
0,266,30,30
0,226,38,0
0,1005,56,30
0,894,13,30
0,581,23,30
0,667,0,30
0,809,51,30
0,673,0,30
0,1036,8,30
0,289,7,30
0,663,0,30
0,356,5,30
0,711,39,30
0,366,39,30
0,796,9,30
0,560,38,30
0,776,8,30
0,751,1,30
0,744,4,0
0,635,34,30
0,590,0,30
0,318,56,30
0,222,42,30
0,1053,6,30
0,283,54,30
0,243,27,30
0,587,7,30
0,808,47,30
0,1067,123,0
0,420,44,30
0,776,9,30
0,881,0,30
0,732,13,0
0,862,9,30
0,541,9,30
0,556,76,30
0,526,14,30
0,809,47,30
0,745,58,30
0,887,10,30
0,600,10,30
0,332,4,30
0,883,10,30
0,559,0,30
0,739,4,30
0,748,1,30
0,294,10,30
0,215,0,30
0,701,38,30
0,1001,105,30
0,715,0,30
0,957,7,30
0,669,0,30
0,628,0,30
0,638,1,30
0,267,30,30
0,311,18,30
0,543,7,30
0,797,45,30
0,813,35,30
0,599,4,0
0,577,0,30
0,152,0,30
0,444,49,30
0,972,32,30
0,709,45,30
0,688,7,30
0,1079,51,0
0,595,0,30
0,775,12,30
0,633,17,30
0,743,6,0
0,566,26,30
0,677,7,30
0,775,2,30
0,902,0,30
0,223,32,0
0,656,0,30
0,740,25,30
0,770,1,30
0,774,15,30
0,362,36,30
0,339,36,30
0,793,58,30
0,731,0,30
0,912,3,30
0,881,15,30
0,646,0,30
0,899,13,30
0,539,0,30
0,744,11,30
0,816,100,30
0,692,0,30
0,948,30,30
0,569,18,30
0,1171,86,30
0,277,62,0
0,732,25,30
0,879,0,30
0,311,18,30
0,1151,89,30
0,800,14,30
0,723,2,30
0,780,1,30
0,1145,103,30
0,955,15,30
0,1118,186,30
0,694,0,30
0,565,46,30
0,740,73,30
0,809,34,30
0,609,4,30
0,1082,106,30
0,896,12,30
0,543,0,30
0,325,19,0
0,360,33,30
0,277,57,30
0,365,24,30
0,741,4,30
0,742,23,30
0,298,60,30
0,690,50,30
0,831,62,30
0,966,0,30
0,811,6,30
0,750,1,30
0,218,0,30
0,1032,49,30
0,759,7,30
0,362,36,30
0,593,0,30
0,1043,111,30
0,1099,187,30
0,685,0,30
0,662,0,30
0,609,34,30
0,733,52,30
0,371,28,30
0,749,11,30
0,669,7,30
0,687,10,30
0,1112,5,30
0,784,4,30
0,606,0,30
0,810,9,30
0,365,18,30
0,527,22,30
0,554,5,30
0,811,47,30
0,821,130,30
0,601,0,30
0,997,11,30
0,1094,263,30
0,731,19,30
192,829,119,30
0,842,3,30
0,972,6,30
0,630,5,30
0,1078,45,30
0,974,6,30
0,997,110,30
0,961,56,30
0,959,6,30
0,580,0,30
0,977,6,0
0,338,36,30
0,952,0,30
0,932,2,30
0,588,7,30
0,841,16,30
0,564,0,30
0,844,26,30
0,747,1,0
0,1153,27,30
0,681,0,30
0,599,39,30
0,720,0,30
0,1093,263,30
0,982,45,30
0,637,29,30
0,963,0,30
0,540,1,30
0,1124,12,30
0,1116,181,30
0,636,1,30
0,661,0,30
0,789,58,30
0,816,5,30
0,591,4,30
0,560,26,30
0,331,32,30
184,828,129,30
0,699,0,30
0,683,0,30
0,286,7,30
0,256,33,0
0,526,51,30
0,837,6,30
0,983,4,0
0,696,7,30
0,331,15,30
0,645,0,30
0,570,6,30
0,897,9,30
0,405,0,30
0,715,38,30
0,1081,127,30
0,635,0,30
0,673,0,30
0,336,18,30
0,228,0,30
0,643,36,30
0,750,40,30
0,497,3,30
0,546,0,30
0,298,55,30
0,735,12,30
0,363,47,30
0,806,11,30
0,559,5,30
0,532,52,30
0,297,55,30
0,1023,13,30
0,958,0,30
0,1058,6,30
0,141,0,30
0,862,9,30
0,10,0,30
0,569,47,30
0,897,10,30
0,714,0,30
0,786,18,30
0,935,85,30
0,939,63,30
0,1041,49,30
0,665,0,30
0,868,4,30
0,655,0,30
0,850,15,30
0,278,6,30
0,1071,44,0
0,284,47,30
0,784,7,30
0,1019,44,0
0,697,7,30
0,719,5,0
0,285,58,30
0,280,54,30
0,1090,44,0
0,791,109,30
0,857,6,30
0,665,0,30
0,790,58,30
0,700,0,30
0,846,8,30
0,987,6,30
0,997,116,30
0,571,37,30
0,711,45,30
0,831,135,30
0,1031,16,30
0,550,1,30
0,294,9,30
0,795,32,30
0,821,170,30
0,240,27,30
0,959,6,30
0,414,49,30
0,618,3,30
0,539,37,30
0,629,49,30
0,597,0,30
0,777,3,30
0,819,130,30
0,812,4,30
0,961,9,30
0,380,62,30
0,741,71,0
0,878,7,30
0,567,45,0
0,964,6,0
0,1104,206,30
0,60,0,30
0,807,53,30
0,444,1,30
0,991,112,30
0,688,8,30
0,843,189,30
0,175,0,30
0,262,33,30
0,579,3,30
0,1114,247,30
0,792,32,30
0,579,59,30
0,632,1,30
0,371,40,30
0,732,48,30
0,825,116,30
0,691,63,30
0,840,6,30
0,659,0,30
0,744,38,30
0,395,58,0
0,667,0,30
0,361,37,30
0,362,47,30
0,532,36,30
0,783,35,30
0,562,0,30
0,529,63,30
0,577,35,30
20,925,4,30
0,616,3,0
0,664,0,30
0,809,30,30
0,740,16,30
0,597,4,30
0,1185,47,30
0,883,6,30
0,751,11,30
0,388,54,30
0,919,10,30
0,561,0,30
0,552,9,30
0,343,10,30
0,581,60,30
0,1047,20,30
0,596,39,30
0,675,0,30
0,604,36,30
0,527,22,30
0,793,32,30
0,766,33,30
0,1081,137,30
0,1079,127,30
0,751,23,30
0,1110,106,30
0,70,0,30
0,1073,46,30
0,602,2,30
0,727,0,30
0,1075,138,30
0,577,35,30
0,685,51,30
0,942,59,30
0,947,72,30
0,283,59,30
0,1024,102,30
0,629,16,30
0,632,16,30
0,559,13,30
0,699,37,30
0,462,55,30
0,505,53,0
0,339,21,30
0,744,22,0
0,1079,5,30
0,302,14,30
0,649,1,30
80,1006,24,30
0,481,55,0
0,841,69,30
0,214,0,30
0,922,44,30
0,618,3,30
0,872,5,30
0,616,23,30
0,903,0,30
0,726,6,30
0,621,27,30
0,535,41,30
0,790,7,30
0,868,3,30
0,575,37,30
0,1040,41,30
0,836,145,30
0,593,37,30
0,662,0,30
0,972,16,0
0,554,0,30
0,808,36,30
0,787,101,30
0,1093,156,30
5,584,0,30
0,780,23,30
0,452,56,30
0,401,5,30
0,239,46,0
0,756,40,30
0,751,25,30
0,290,55,30
0,888,16,30
0,285,65,30
0,363,37,30
0,907,6,0
0,789,51,30
0,775,15,30
0,633,5,30
0,902,0,30
0,355,15,30
0,790,32,30
0,715,67,30
20,756,1,30
0,762,52,30
108,618,1,30
0,1165,24,30
0,188,0,30
0,951,0,30
48,827,129,30
0,959,6,30
0,935,85,30
0,587,5,30
0,228,39,30
0,1191,78,30
0,591,0,30
0,567,46,30
0,338,30,30
0,896,51,30
0,1094,10,30
0,1080,127,30
0,1020,45,0
0,1034,47,30
0,632,29,30
0,562,0,30
0,1195,78,30
0,190,0,30
0,568,3,30
0,1030,45,30
0,561,2,30
0,714,23,30
0,874,2,30
0,755,34,30
0,274,44,30
0,820,13,30
0,673,0,30
0,855,11,30
0,795,4,30
0,861,9,0
0,556,25,30
0,969,0,30
0,717,0,30
0,443,1,30
0,373,23,30
0,912,0,30
0,589,43,30
0,892,16,30
0,1163,96,30
0,71,0,30
0,286,58,30
0,1181,42,30
0,1106,10,30
0,677,0,30
0,690,5,30
0,749,17,30
0,647,34,30
0,1072,44,30
0,1079,106,30
0,364,19,30
0,815,86,30
0,1103,200,30
0,1142,101,30
40,688,0,30
0,595,1,30
0,994,15,30
0,526,14,30
0,638,32,30
0,562,43,30
0,449,59,30
0,695,0,30
0,1061,45,0
0,281,42,30
0,563,0,30
0,888,9,30
0,298,24,30
0,711,38,30
0,725,0,30
0,181,0,30
0,591,30,30
0,805,33,30
0,384,60,30
0,345,4,30
0,859,5,30
0,1159,32,30
0,297,51,30
0,16,0,30
0,1077,131,30
0,822,128,30
0,618,2,30
0,514,3,30
0,292,53,30
0,288,58,0
0,562,0,30
0,234,47,30
0,727,19,30
0,711,45,30
0,571,36,30
0,360,36,30
0,811,4,30
0,221,0,30
0,963,64,30
0,908,3,30
0,689,7,30
0,833,140,30
0,598,0,30
0,729,0,30
0,954,28,30
0,395,5,30
0,317,24,30
0,806,7,30
0,672,0,30
0,591,4,30
0,1090,263,30
0,689,0,30
0,545,68,30
0,807,30,30
0,1118,212,30
0,804,28,30
0,899,0,30
0,307,23,30
0,1112,186,30
0,599,0,30
0,807,43,30
0,645,0,30
0,232,45,30
0,815,123,30
0,576,59,30
0,804,4,30
0,220,0,30
0,655,0,30
0,656,0,30
0,757,37,30
0,574,23,30
50,731,55,30
0,740,20,30
0,910,37,30
0,788,8,30
0,722,16,0
0,507,4,30
0,381,60,30
0,754,22,30
0,915,3,30
0,370,22,30
36,766,27,30
0,838,130,30
0,527,2,30
0,601,4,30
0,623,17,30
0,560,0,30
0,1020,24,30
0,763,7,0
0,816,170,30
0,792,58,30
0,407,0,30
0,717,0,30
0,324,22,30
0,585,3,30
0,672,0,30
192,736,52,30
0,706,24,30
0,890,21,30
0,757,1,30
0,716,0,30
0,819,10,30
0,1169,88,30
0,551,8,30
0,755,22,30
0,636,1,30
0,809,53,30
0,602,4,30
0,658,0,30
0,715,0,30
0,828,134,30
0,738,5,30
0,1161,25,30
0,375,24,30
0,456,11,30
0,630,0,30
0,676,7,30
0,619,14,30
0,538,1,30
0,529,61,30
0,290,10,30
0,1065,107,30
0,830,170,30
0,742,38,30
0,369,2,30
0,739,6,30
0,370,17,30
0,802,15,30
0,526,2,30
0,239,40,30
0,710,62,30
0,783,8,30
0,752,40,30
0,392,54,30
0,709,0,30
0,951,87,30
0,743,68,30
0,630,50,30
0,309,58,30
0,821,32,30
0,631,16,30
0,618,0,30
0,352,51,30
0,703,0,30
0,948,77,30
0,608,34,30
0,1139,100,30
0,467,8,30
0,788,9,30
0,1085,271,30
0,446,4,30
0,582,0,30
0,751,1,30
0,752,50,30
0,661,0,30
0,526,52,30
0,15,0,30
0,853,9,30
0,289,60,0
0,801,15,30
0,540,1,30
0,1064,45,0
0,211,0,30
0,599,0,30
0,583,3,30
0,298,26,30
0,1073,45,30
0,716,3,30
0,610,36,30
0,733,52,30
0,681,0,30
0,815,5,30
0,1110,8,30
0,836,6,30
0,581,48,30
0,846,15,30
0,887,3,30
0,741,1,30
0,224,0,30
0,579,23,30
0,279,47,30
0,593,0,30
0,226,47,0
0,325,22,30
0,1109,254,30
0,908,11,30
172,745,58,30
0,953,0,30
0,816,12,30
0,403,51,30
0,568,39,30
0,31,0,30
0,595,0,0
0,1145,103,30
0,663,0,30
0,596,0,30
0,531,41,30
0,688,0,30
0,549,2,30
0,1154,27,30
0,804,9,30
0,692,0,30
0,368,18,30
0,1013,14,30
0,552,5,30
30,749,13,30
0,696,48,30
0,955,0,30
0,830,70,30
0,890,10,30
0,955,57,30
0,572,43,30
0,369,28,30
0,1022,11,30
0,716,0,30
0,961,9,30
0,580,47,30
0,582,60,30
0,279,63,0
0,682,52,30
0,286,58,30
0,884,10,30
0,617,2,30
0,840,182,30
0,577,23,30
0,626,17,30
0,1017,13,0
0,1110,105,30
0,733,47,30
0,954,44,30
0,1180,86,30
0,760,27,30
0,1043,45,30
0,611,2,30
0,594,0,30
0,292,28,30
0,657,0,30
0,1030,8,30
0,1044,23,30
0,698,38,30
0,688,50,30
0,951,7,30
0,854,11,30
0,872,0,30
0,282,54,30
0,348,5,30
0,523,19,30
0,802,55,30
0,1089,154,30
0,579,3,30
0,744,1,30
0,807,7,30
0,778,52,30
0,566,4,30
0,529,42,30
0,890,8,30
0,969,50,30
0,933,88,30
0,1032,13,30
0,300,56,30
0,594,10,30
0,465,12,30
108,808,43,30
134,838,8,30
0,567,40,30
0,570,50,30
0,806,116,30
0,937,6,30
0,962,0,30
0,738,4,0
0,804,53,30
0,696,39,30
0,785,9,30
0,902,19,30
0,774,18,30
0,1048,23,30
0,550,0,30
0,630,18,30
0,699,0,30
0,570,10,30
0,1001,37,30
0,646,36,30
0,264,39,0
0,1083,141,30
0,665,0,30
0,586,43,30
0,692,7,30
0,1028,51,30
0,740,11,30
0,816,33,30
0,627,23,30
0,776,3,30
0,366,44,30
0,928,10,30
0,861,9,30
0,821,169,30
0,843,5,30
0,686,45,30
0,265,4,30
0,758,1,30
0,790,5,30
0,917,42,30
0,643,16,30
0,751,58,30
0,1058,109,30
0,682,48,30
0,616,29,30
0,352,5,30
0,593,0,30
0,553,0,30
0,380,19,30
0,625,0,30
0,686,10,30
0,311,57,30
0,612,0,30
0,888,6,30
0,533,39,30
0,566,0,30
0,860,2,30
0,564,41,30
0,782,13,30
0,1068,44,30
0,706,0,30
0,894,29,30
0,718,68,30
0,567,40,30
0,281,41,30
0,563,0,30
0,560,6,30
0,538,3,30
0,804,4,30
0,743,4,30
0,888,19,30
0,776,8,30
0,624,36,30
0,617,29,30
0,244,33,30
0,491,11,30
0,692,0,30
0,980,71,30
0,1063,45,30
0,693,42,30
0,703,32,30
0,715,3,30
0,689,63,30
0,1056,45,0
0,1063,41,30
0,284,56,30
0,447,45,30
0,775,9,30
0,329,5,30
0,800,47,30
0,844,15,30
0,767,27,30
0,217,0,30
0,709,58,30
0,1100,271,30
0,693,0,30
0,729,19,30
0,997,111,30
0,223,32,30
0,211,0,30
0,815,1,30
0,723,15,30
0,181,0,30
0,659,0,30
2,778,52,30
0,985,4,0
0,885,22,30
0,379,62,30
0,461,7,30
0,562,59,30
0,742,7,30
0,361,52,30
0,281,54,0
0,947,32,30
0,858,5,30
0,555,11,30
0,855,5,30
0,1044,47,30
0,377,19,30
0,1073,45,30
0,311,18,30
0,384,17,30
0,1073,46,30
0,630,18,30
0,826,28,30
0,799,112,30
0,1048,20,30
0,685,0,30
0,1087,45,30
0,559,0,30
0,1080,85,30
0,617,25,30
0,591,10,30
0,972,0,30
0,1025,24,30
0,937,0,30
0,743,7,30
0,964,6,30
0,649,0,30
0,448,47,30
0,745,4,30
0,1075,45,30
0,368,44,30
0,601,9,30
0,285,45,30
0,544,68,30
132,848,6,30
0,598,0,30
0,283,6,0
0,789,27,30
0,572,0,30
0,872,8,30
0,552,5,30
0,803,6,30
0,836,162,30
0,1179,42,30
0,1051,8,30
0,786,9,30
0,1102,106,30
0,683,0,30
0,702,58,30
0,528,1,30
0,741,6,30
0,717,0,30
0,785,19,30
0,1162,25,30
0,707,3,30
0,592,4,30
0,899,9,30
0,281,42,0
0,630,19,30
0,292,52,30
0,787,26,30
0,1034,43,30
0,872,0,30
0,256,33,0
0,40,0,30
0,668,0,30
0,873,8,30
0,579,0,30
0,371,17,30
0,1094,194,30
56,842,2,30
0,409,50,30
0,621,19,30
0,251,40,30
0,797,7,30
0,580,3,30
0,366,19,30
0,740,20,30
0,876,14,30
0,743,5,30
0,603,47,30
0,286,6,30
0,847,5,30
0,269,39,30
0,662,0,30
0,765,35,30
0,671,0,30
0,1091,223,30
0,625,2,30
0,882,10,30
0,835,0,30
0,676,0,30
0,532,19,30
0,698,7,30
0,542,2,30
0,1002,91,30
0,1113,192,30
0,780,8,30
0,666,0,30
0,883,19,30
0,514,3,30
0,907,26,30
0,2,0,30
0,233,37,0
0,315,22,30
0,345,23,30
0,665,0,30
0,613,2,30
0,622,1,30
0,1114,177,30
0,331,56,30
0,565,39,30
0,676,0,30
0,564,4,30
0,812,47,30
0,1073,6,30
0,559,39,30
0,761,1,0
0,837,9,30
0,620,0,30
0,829,172,30
0,771,2,30
0,891,13,30
0,821,71,30
0,322,20,30
0,812,5,30
0,1050,23,30
0,1130,103,30
0,723,6,30
0,970,53,30
0,547,9,30
0,534,63,30
0,280,56,30
0,445,1,30
0,202,0,30
0,688,0,30
0,679,0,30
0,506,4,30
0,798,4,30
0,289,47,30
0,535,48,30
0,907,0,30
0,569,0,30
0,629,49,30
0,697,3,30
0,929,0,30
0,735,2,30
0,1062,45,30
0,363,21,30
0,810,9,30
0,582,34,30
0,865,0,30
0,590,4,30
0,1139,103,30
0,631,19,0
0,791,34,30
0,366,44,30
0,851,6,30
0,732,2,30
0,830,62,30
0,954,15,30
0,1035,43,30
0,761,49,30
0,336,36,30
0,813,53,30
0,285,47,30
0,898,48,30
0,810,30,30
0,890,9,30
0,287,44,30
0,805,100,30
0,229,0,30
0,1102,186,30
0,207,0,30
0,682,7,30
0,566,0,30
0,423,0,30
0,1000,93,30
0,1092,194,30
0,675,0,30
0,666,0,30
0,315,22,30
0,800,4,30
0,993,36,30
0,684,0,30
0,587,23,30
0,72,0,30
0,957,7,0
0,1017,45,0
0,459,11,30
0,586,0,30
0,785,32,30
0,222,0,30
0,555,5,30
0,1002,91,30
0,1107,10,30
22,783,23,30
0,494,8,30
0,594,0,30
0,759,42,30
0,1078,106,30
0,796,56,30
0,639,17,30
0,874,0,30
0,581,43,30
0,440,5,30
0,799,33,30
0,223,44,0
0,532,1,30
0,599,9,30
0,830,7,30
0,843,6,30
0,824,7,30
0,750,1,30
0,544,59,30
46,800,36,30
0,810,4,30
0,591,10,30
0,691,5,30
0,662,0,30
0,810,7,30
0,789,8,30
0,952,7,30
0,1173,86,30
0,739,71,30
0,1038,111,30
0,1128,6,30
0,739,7,30
0,695,50,30
0,675,0,30
192,829,128,30
0,1021,44,30
0,902,6,30
0,1044,13,30
0,402,0,0
0,1104,200,30
0,1068,4,30
0,530,52,0
42,787,27,30
0,726,7,30
0,370,21,30
0,529,49,30
0,219,0,30
0,1036,16,30
0,585,0,30
0,284,43,30
0,708,38,30
0,287,56,30
0,687,7,30
0,449,0,30
0,798,36,0
0,573,30,30
108,623,2,30
0,732,6,30
0,694,7,30
0,839,6,30
0,545,2,30
0,825,0,30
0,348,2,30
0,1013,13,30
0,164,0,30
0,283,65,0
0,736,3,30
0,775,8,30
0,725,6,30
0,610,29,30
0,671,0,30
0,606,1,30
0,792,9,30
0,324,20,0
0,862,9,30
1,659,0,30
0,671,0,30
0,477,55,30
0,790,5,30
0,661,0,30
0,365,39,30
0,362,36,30
0,335,4,30
0,947,15,30
0,272,57,0
0,539,1,30
0,117,0,30
0,434,2,30
0,1164,33,30
0,644,0,30
0,743,51,30
0,396,0,30
