@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
10,279,36,14
0,152,5,1000
0,176,7,180
0,316,27,1000
2,282,78,365
0,324,20,1000
0,254,8,30
2,363,103,180
8,335,34,180
4,365,10,365
14,347,118,180
9,93,25,1000
4,367,10,1000
0,92,6,180
0,131,8,1000
126,307,92,30
62,346,84,180
1,280,65,90
31,337,28,365
0,154,2,1000
0,218,6,365
0,95,28,1000
12,305,20,1000
6,348,11,90
0,241,8,1000
0,331,8,1
0,171,7,365
0,204,1,1000
0,249,20,1000
0,264,34,180
239,320,38,180
128,298,73,180
0,100,2,90
0,316,9,180
33,171,19,1000
0,120,16,1000
12,314,80,7
1,288,15,365
10,262,14,365
0,290,34,7
0,296,28,180
30,360,104,1000
1,140,1,1000
30,341,75,180
1,252,36,1000
0,289,20,1000
0,351,13,1000
0,156,34,1000
3,235,9,1000
0,203,10,1000
0,337,9,90
4,298,52,180
0,330,10,180
7,159,7,1000
1,335,10,1000
6,328,26,365
12,317,30,1000
2,56,2,1000
5,284,16,90
2,197,7,90
9,295,32,365
0,152,2,1000
0,153,5,1000
3,298,28,180
1,341,18,1000
0,267,12,1
9,321,38,180
1,295,17,180
4,175,1,1000
16,297,28,7
0,261,14,1000
1,238,8,1000
0,340,10,1000
0,296,19,1000
2,172,7,1000
0,280,26,365
9,275,35,1000
2,303,7,90
1,153,5,1000
1,252,20,1000
0,189,2,1000
3,228,14,1000
2,298,11,1000
0,219,16,1000
0,185,7,30
3,292,16,90
11,88,29,180
1,188,5,1000
0,203,13,1
0,232,11,14
3,253,7,365
0,189,4,1000
0,295,20,1000
21,170,28,1
1,99,12,1000
62,344,75,180
1,224,8,365
2,189,6,1000
1,349,12,1000
0,188,9,1000
0,332,10,1
0,105,18,1000
5,300,28,90
0,230,7,1000
0,245,8,1000
3,273,26,30
0,148,10,1000
0,113,2,90
0,301,7,90
15,279,32,90
0,327,9,1000
0,217,16,1
1,294,29,90
0,175,7,1000
3,335,19,90
1,340,12,1000
0,189,6,1000
1,338,10,180
0,146,1,1000
2,131,8,1000
0,70,1,365
0,293,30,1000
2,190,2,7
1,225,11,180
11,94,26,180
170,273,98,365
0,172,7,1000
0,78,2,1
0,207,7,365
0,204,7,1000
22,281,37,1000
0,299,30,180
3,295,37,180
0,231,6,1000
13,313,28,1000
3,195,15,1000
31,331,27,90
0,170,1,1000
4,156,7,1000
0,155,21,1000
1,186,4,1000
1,259,13,90
4,336,10,180
3,310,5,365
0,337,12,1000
6,310,27,90
1,168,2,1000
0,193,9,1000
0,191,7,1000
0,328,10,180
62,325,59,180
0,138,11,1
0,363,26,1000
1,341,10,1000
0,155,9,1000
0,148,10,1000
14,294,33,90
15,276,31,90
0,218,6,1000
0,173,1,1000
0,57,2,1000
0,234,34,1
31,335,27,365
0,206,3,1000
0,148,13,1000
0,163,10,1000
0,158,5,1000
1,286,29,30
2,196,9,1000
3,292,11,180
0,281,7,1000
0,158,1,1000
1,281,16,365
0,141,32,1000
2,304,7,90
4,150,22,180
16,305,29,90
0,188,6,1000
0,173,1,1000
0,84,1,1000
0,309,20,1000
0,164,22,1000
2,270,38,90
141,147,7,1000
0,357,90,30
0,196,5,1
15,295,51,1000
4,368,10,1000
1,254,14,365
8,324,43,1000
2,199,5,90
2,275,40,1000
30,295,31,1000
0,329,8,180
0,228,7,1000
0,188,5,1000
0,185,1,1000
3,365,26,365
0,209,9,1000
3,294,7,1000
0,180,2,1000
0,332,20,1000
18,305,20,1000
1,146,5,90
8,326,49,180
6,351,28,365
36,305,8,1000
0,193,11,1000
0,265,32,90
1,155,2,1000
32,314,92,7
0,289,11,180
0,207,2,1000
0,346,12,1000
2,197,5,90
7,184,7,1000
6,205,6,1000
0,166,1,1000
12,305,8,180
1,153,5,1000
3,294,37,1000
0,115,10,1000
0,169,1,1000
4,162,1,90
0,355,13,180
4,290,30,90
0,262,5,1000
0,191,31,1000
2,189,3,1000
0,275,40,1000
0,202,9,1000
1,153,2,1000
0,105,2,365
1,206,8,1000
0,361,11,1000
0,200,8,7
51,324,39,180
1,169,1,1000
2,297,27,30
4,309,44,90
6,156,14,1000
3,180,20,1000
0,225,14,1000
1,301,19,180
0,272,11,180
1,61,2,1000
1,153,4,1000
2,216,13,1000
1,262,13,14
0,75,2,1000
10,338,56,7
5,348,10,1000
1,282,38,1000
0,343,11,1000
3,274,16,90
1,247,8,90
4,302,9,30
6,162,14,1000
1,119,3,1000
15,298,20,180
0,292,21,1000
0,167,7,90
4,335,12,1000
0,282,23,90
4,172,29,1000
54,352,95,180
2,346,36,180
0,306,27,180
0,203,2,1000
0,299,50,1000
0,261,18,365
6,206,10,1000
2,327,21,365
1,170,8,1000
0,208,9,1000
16,335,91,30
1,190,1,1000
3,365,10,1000
3,280,10,180
2,337,36,180
0,227,10,1000
0,341,11,1000
0,240,35,90
141,235,44,1000
0,178,9,1000
4,272,16,1000
0,182,7,1000
0,287,22,90
0,212,6,1000
0,230,5,1000
5,303,7,90
1,226,11,1000
2,244,35,1000
0,179,8,180
0,209,4,1000
0,106,2,1000
0,328,10,1000
2,190,4,365
0,258,9,1000
5,301,20,365
131,273,47,90
15,298,50,180
1,242,9,1000
7,286,56,1000
5,300,16,30
0,186,5,1000
0,328,10,365
1,213,4,1000
0,63,1,1000
0,198,12,1000
30,296,31,90
1,303,18,365
30,308,28,90
0,250,14,365
239,328,49,180
6,300,29,365
0,148,10,1000
30,274,29,90
1,276,31,1
6,210,7,1000
9,281,40,1000
14,311,27,90
4,302,25,180
0,229,5,7
0,211,6,7
0,197,7,1000
0,238,8,1000
36,315,106,7
236,302,64,180
8,313,56,180
5,341,10,90
0,98,2,1000
1,288,30,7
2,299,47,1000
0,206,1,1000
39,335,91,90
2,284,29,365
6,179,6,1000
45,305,8,1000
2,254,9,90
1,240,8,1000
0,102,9,1000
2,188,6,1000
12,243,34,1000
12,335,34,1000
4,176,29,1000
2,288,37,1000
1,192,7,1000
1,218,13,1
9,387,47,7
1,297,8,1000
0,133,5,1000
3,294,34,365
1,171,4,90
0,189,1,1000
23,315,32,180
1,235,8,180
0,205,6,1000
0,189,1,1000
0,307,7,180
0,262,14,1000
7,336,12,180
2,229,17,90
0,180,7,1000
0,196,9,1
0,371,21,1000
1,214,16,1000
0,334,33,1
0,147,5,1000
3,257,10,90
0,261,13,90
1,214,14,1000
0,255,8,365
0,167,10,1000
0,192,6,1000
0,264,12,365
1,257,9,90
1,191,5,1000
7,333,48,365
0,139,37,1000
1,169,4,1000
0,92,7,1000
2,363,26,365
1,286,16,365
1,285,31,30
0,359,11,1000
1,355,114,1000
0,147,12,1000
0,222,9,1000
0,215,4,1000
0,245,48,1000
0,316,9,14
0,279,71,365
2,345,35,180
0,159,7,1000
0,190,15,1000
2,336,35,180
3,272,16,90
11,262,32,365
2,354,12,180
0,220,17,365
0,155,6,1000
0,212,7,90
3,336,34,365
0,350,11,1000
0,309,9,1000
6,323,27,90
0,138,33,1000
6,286,24,90
16,295,28,7
0,148,5,1
0,111,29,1000
1,266,10,180
7,149,8,1000
19,88,27,90
1,205,5,1000
138,138,1,1000
2,177,27,1000
3,304,11,180
0,300,30,180
30,304,43,90
0,221,14,1000
0,227,7,1000
30,293,36,90
1,361,27,1000
1,208,9,1000
6,244,14,1000
0,156,5,1000
0,147,8,180
0,317,5,1000
0,200,5,90
139,285,97,14
6,136,6,1000
0,215,6,1000
45,298,11,30
1,178,9,1000
0,243,8,1000
9,281,35,90
3,339,15,90
1,151,1,1000
0,367,9,1000
2,311,32,180
0,294,10,180
2,252,8,90
1,262,51,1000
1,299,9,1000
22,298,23,180
7,197,5,1000
0,309,25,180
3,296,11,180
0,265,13,1000
0,309,33,180
0,310,25,365
0,180,7,1000
0,259,9,1000
3,333,16,1000
7,372,28,365
0,168,7,365
2,198,7,1000
0,94,8,1000
0,147,6,1000
141,255,50,1000
2,281,39,30
0,162,1,1000
1,297,25,90
6,301,29,365
4,309,5,365
8,293,64,180
0,359,10,1000
1,154,14,1000
3,351,75,90
0,266,17,90
10,280,38,90
0,298,47,1000
6,210,32,1000
1,293,65,1000
12,306,20,1000
4,146,26,180
0,117,2,1000
6,254,14,1000
5,293,22,180
3,219,14,1000
3,295,26,14
1,292,11,1000
4,163,10,1000
45,301,11,30
0,20,1,1000
0,142,13,1000
1,185,5,1000
1,158,5,1000
0,205,9,1000
16,86,25,1
170,278,65,365
0,296,10,180
3,208,4,1000
2,172,2,1000
8,331,35,180
0,247,2,180
0,217,14,365
6,295,26,1
1,255,10,90
2,374,10,365
0,105,9,1000
0,292,34,30
0,247,2,1000
6,295,32,180
4,327,17,7
14,274,17,1000
81,336,94,30
0,230,7,1000
1,108,5,1000
1,52,1,1000
1,167,2,1000
13,318,54,30
1,154,5,1000
2,313,21,180
0,264,14,365
1,134,29,1000
2,100,12,1000
14,294,33,1
0,261,11,30
0,351,27,30
18,300,34,1000
0,205,10,1000
0,259,9,7
0,119,10,1000
81,333,93,14
0,259,13,365
0,11,0,1000
2,344,10,365
48,155,35,1000
1,148,6,1000
1,179,9,1000
1,208,14,1000
54,365,113,180
0,195,4,1000
1,180,9,1000
1,270,49,365
2,305,27,180
0,59,3,1000
0,247,8,1000
53,323,59,180
0,228,9,1000
12,336,16,1000
3,182,5,1000
0,224,9,365
0,246,2,1000
7,285,51,1000
3,115,6,7
0,144,6,1000
0,301,9,1000
6,317,9,180
4,123,3,1000
54,345,75,365
13,305,102,90
138,144,1,1000
0,161,6,1000
0,203,6,1000
0,160,6,1000
22,351,93,180
2,346,36,180
31,318,27,90
0,149,1,1000
18,351,79,1
0,267,13,1000
2,301,29,1000
29,338,91,30
0,43,1,1000
1,271,48,1000
4,298,27,7
0,191,11,1000
2,314,20,1000
2,329,35,180
1,191,2,1000
0,295,20,1000
1,147,37,1000
6,311,27,90
1,331,10,1000
0,211,5,1000
0,221,10,1000
1,202,34,1000
1,332,11,180
3,303,11,90
0,191,2,14
0,184,2,1000
0,291,21,1000
0,92,6,365
0,68,2,1000
1,186,5,1
0,206,6,180
19,339,91,30
9,271,29,90
5,318,20,365
6,207,7,1000
12,323,14,1000
4,181,5,1
0,283,41,1000
0,264,32,1000
0,210,14,1000
15,301,20,180
2,341,10,180
0,143,7,1000
5,133,7,7
1,89,27,180
1,300,64,180
0,364,10,365
3,292,36,180
0,215,7,1000
0,184,30,90
1,295,24,180
0,267,6,1000
45,304,8,1000
0,194,7,1000
5,298,27,180
0,213,6,1000
10,359,113,1
0,282,14,1000
236,316,52,1000
0,186,6,1000
0,85,6,1000
2,156,13,1000
0,202,8,1000
9,279,35,90
0,139,11,1
1,217,13,1000
0,206,11,30
1,221,8,1000
3,337,5,1000
11,173,21,1000
2,250,8,90
0,187,33,90
0,244,20,365
1,205,3,14
2,299,11,180
0,267,34,1000
0,336,20,1000
14,312,27,1000
0,177,8,180
16,308,28,90
1,273,20,1000
0,152,5,1000
9,93,29,1000
0,370,22,1000
236,289,66,180
3,195,4,1
2,130,4,1000
2,120,27,1
1,143,7,1000
1,292,11,1000
37,309,93,14
62,353,100,180
3,355,28,1000
17,294,33,1000
1,174,4,1000
0,239,9,1000
