@relation 'ofbiz-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,7,last'

@attribute issuecleanedbodylen numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
74,170,15,63,14
15,238,0,122,1
74,197,7,94,1
23,1148,2,101,1
45,327,14,83,1000
20,1329,1,224,1
335,187,3,32,7
147,366,2,71,180
34,1136,3,180,365
110,304,4,23,1000
10,237,2,31,1
1643,713,7,120,7
58,363,34,64,7
115,1111,4,225,14
27,1210,8,239,1
8,1129,7,192,7
242,1260,14,156,90
20,1171,0,206,7
50,793,41,87,1000
63,998,6,116,180
61,287,0,112,365
37,1046,1,180,1
48,528,8,86,1000
121,1200,0,216,180
448,127,1,29,1000
16,224,23,67,1
6,979,3,152,14
29,1454,3,253,1
60,1140,7,176,90
96,828,2,84,7
71,318,6,71,90
51,1131,5,99,1000
12,677,0,77,1
220,916,0,160,1000
55,1265,9,107,7
82,193,0,15,1
23,831,0,135,1000
47,356,3,20,90
324,820,8,149,1000
42,1184,2,215,90
131,810,2,86,365
13,210,35,120,1
38,1341,4,242,1000
55,1223,0,154,1
84,715,2,75,1000
167,337,4,23,90
649,263,0,38,1
2,774,0,162,365
93,365,6,35,1
18,320,52,100,1000
20,592,0,133,1
220,153,0,30,1000
63,262,8,38,30
57,777,8,135,1000
82,336,0,64,1
52,182,35,68,1
71,1157,0,223,1000
40,259,3,52,1000
46,909,7,125,1000
32,546,3,69,1
17,1462,1,258,180
77,1128,0,140,1000
19,808,14,79,1
37,253,4,34,180
3,1136,2,89,7
27,114,1,56,1
3,1136,2,89,365
165,1136,0,89,14
60,99,0,27,7
47,637,0,134,1000
22,377,0,74,90
86,273,29,84,7
87,127,9,30,365
16,151,9,69,180
25,656,16,77,1
53,701,18,118,1
163,494,3,96,30
63,855,36,145,90
100,240,0,94,30
7,186,33,59,180
26,475,1,53,1000
21,199,1,34,1000
35,311,0,76,1
108,878,0,81,1
109,358,4,71,1000
135,1202,3,149,180
42,371,12,89,1
66,1126,6,117,365
39,694,3,137,1000
31,324,16,60,365
37,175,32,68,90
73,1136,0,89,1
40,142,12,34,1
73,414,6,74,7
7,456,4,58,30
14,925,8,82,1
323,193,0,51,1000
27,354,7,115,1
12,200,39,98,30
15,314,1,71,1
96,306,4,69,1000
139,205,3,50,90
10,353,5,112,1
72,132,4,27,90
23,144,13,31,180
30,326,14,83,180
13,191,0,45,180
76,707,8,117,14
114,185,0,31,180
66,743,9,157,7
14,872,1,82,14
36,1157,12,111,30
37,1168,3,165,1000
55,746,2,159,90
947,572,16,101,90
28,722,1,68,7
97,1163,6,78,90
123,1146,10,101,1000
189,906,0,172,365
28,821,5,64,1000
3,1161,0,199,7
1,1019,7,138,1
109,335,0,98,1
54,324,8,62,14
27,130,1,55,7
134,0,1,18,7
131,355,1,67,7
22,1077,8,214,1
55,342,0,48,7
5,298,8,23,180
91,193,0,30,180
5,877,0,85,90
16,212,15,73,90
26,1428,1,256,365
44,131,3,27,7
142,1043,3,189,1000
22,901,3,120,1
36,1186,15,222,7
15,890,1,96,90
54,1145,1,108,30
21,192,14,20,365
24,209,3,28,180
68,269,0,109,1
97,728,6,141,90
37,211,36,121,7
10,544,2,61,1
16,265,7,52,30
24,630,7,136,30
299,283,8,54,7
29,264,2,20,1000
33,1159,8,173,1000
19,619,0,130,365
122,439,2,85,14
139,885,0,149,7
41,569,0,54,7
28,233,16,19,180
35,1253,2,146,180
37,1202,3,152,7
43,1165,0,101,1
76,1094,6,187,1
61,926,2,81,90
7,186,33,59,90
9,572,0,66,7
41,878,1,83,30
147,1178,2,88,7
49,1114,0,187,1000
32,371,8,127,7
34,935,9,173,14
71,1187,16,156,7
79,335,3,92,1
7,985,30,147,1
4,213,14,46,7
172,800,1,88,1000
8,1212,23,177,1
45,335,2,36,90
28,767,7,84,1
76,553,22,66,30
26,764,28,152,7
100,202,2,105,30
57,911,3,83,14
102,162,0,46,90
78,609,22,65,7
138,728,1,139,1000
23,0,0,0,14
12,1278,0,188,1000
94,549,6,80,30
34,1198,1,76,7
55,207,0,106,365
30,1256,4,188,30
19,1232,1,148,1000
57,414,7,74,14
7,183,36,59,180
58,202,19,50,1
7,230,47,111,1
55,127,0,30,1
7,1327,8,139,30
79,304,2,33,7
56,1455,0,253,1
24,694,3,137,365
171,1192,5,205,14
100,162,0,62,7
294,870,11,141,180
21,315,45,85,7
28,182,0,37,1
103,634,20,133,7
34,768,2,81,1
73,1204,2,208,30
9,549,0,80,7
34,1358,4,238,7
47,621,2,85,7
232,1137,0,176,1000
80,1041,0,103,1
117,628,1,50,1000
101,1168,5,165,90
34,597,5,111,90
16,665,23,130,30
3,1136,2,89,1000
162,248,2,33,365
43,130,1,57,1
86,1169,9,174,1
171,546,1,41,180
45,200,15,72,7
103,1132,1,214,180
17,832,0,61,7
58,48,1,29,1000
108,395,1,42,90
7,186,33,59,180
13,1198,10,101,90
3,1161,0,199,14
47,829,0,119,365
32,330,0,36,365
66,1038,9,144,7
56,0,0,10,7
142,1426,1,256,14
88,160,15,28,180
65,237,19,122,180
45,376,43,72,1
29,878,1,83,14
26,775,19,162,7
71,225,44,125,7
481,570,17,104,1000
5,293,53,107,1000
12,968,17,133,30
94,223,0,47,7
31,703,0,141,1
56,149,1,34,30
43,207,0,106,365
79,1190,1,208,7
199,827,15,83,1000
144,637,0,105,1
68,893,4,63,1
147,528,8,86,1000
71,861,0,171,365
31,319,3,79,1
7,935,30,172,1000
78,1193,4,204,1
62,1320,27,128,7
75,354,21,62,14
5,1136,2,89,14
27,372,0,39,30
193,589,3,52,7
31,176,13,69,1
18,772,0,83,1000
99,321,3,79,7
65,596,0,78,90
29,743,10,120,1
116,284,29,83,7
748,560,0,45,1000
32,1270,1,108,1
128,309,7,69,7
39,334,0,59,1000
169,575,0,70,7
87,125,1,60,365
45,1330,13,133,90
5,976,3,152,14
198,677,0,81,1
191,158,13,26,1
15,302,7,71,14
67,702,0,84,1000
19,901,5,173,7
47,180,2,22,180
12,1181,2,88,7
57,423,5,50,7
11,260,14,36,1000
16,194,30,100,180
444,1350,0,144,1000
54,318,1,71,1
48,112,3,39,180
64,295,5,113,1
46,794,11,89,1000
3,1136,2,89,30
123,455,10,88,14
2,181,0,55,1
26,1198,1,216,90
5,1260,1,190,90
87,1116,16,178,14
78,562,1,104,1
57,644,3,86,90
57,368,2,111,7
32,1173,0,148,180
90,1284,2,188,365
54,369,1,27,1
45,798,1,86,7
38,1157,1,204,1
26,175,8,60,1
217,1246,4,193,1000
204,705,0,136,7
183,1026,0,179,365
46,792,0,87,1
139,893,0,135,7
101,723,0,138,1000
686,575,17,103,365
64,1112,0,223,1
20,590,12,77,7
74,1133,0,100,7
34,606,12,133,1000
31,1158,0,102,7
82,353,47,73,365
84,1101,0,191,14
21,337,2,73,1
53,1188,6,181,1
33,278,70,82,7
119,1189,3,200,7
60,981,8,151,90
164,292,0,90,1
198,141,3,42,90
610,149,0,34,1000
51,1321,1,117,90
113,134,0,56,90
41,996,3,161,14
124,993,2,155,1000
164,317,2,69,1
31,589,4,132,90
7,186,33,59,90
96,401,5,40,90
27,320,2,74,1
65,968,6,55,30
29,832,0,83,7
244,706,2,117,180
29,694,3,130,1000
131,546,1,41,30
41,360,2,44,1
125,342,8,22,1
8,336,17,97,7
38,905,1,160,90
12,311,0,76,1
127,369,1,115,7
197,762,3,118,90
23,368,1,55,1000
41,584,8,71,14
38,961,2,78,1000
88,228,10,132,1
49,1321,27,128,7
36,900,16,116,30
163,365,0,70,90
23,1162,3,197,1000
46,567,0,68,365
47,1138,0,90,365
37,923,1,79,180
65,1249,25,187,1000
50,903,4,172,1
29,968,0,133,1000
32,1131,1,87,14
87,220,0,14,7
8,1162,1,95,1
21,624,3,135,365
113,927,40,81,7
33,617,19,140,30
45,163,0,61,1
197,295,30,83,1
16,1070,4,101,1
118,354,0,41,1
47,303,8,32,1
239,576,7,64,1
55,1131,1,87,1000
72,856,6,139,1000
8,494,11,97,1
5,181,21,76,90
471,199,3,29,14
9,871,0,79,14
184,361,4,20,7
59,278,0,81,1
102,1093,3,184,90
14,644,1,134,14
335,237,3,93,7
27,381,2,36,7
27,320,52,101,7
62,457,20,57,30
6,158,4,29,1
79,1163,3,162,1000
34,935,9,173,30
18,604,2,71,1
27,1416,0,252,1000
56,374,3,98,1000
31,328,11,101,1
52,1199,1,217,90
84,105,1,32,7
61,544,2,67,1000
10,1017,8,147,7
119,262,11,36,365
21,336,19,58,7
57,0,0,26,90
75,568,20,65,1
120,630,15,138,1
181,194,1,84,30
7,186,33,59,180
20,653,9,131,90
6,186,33,59,180
194,342,2,47,7
403,824,0,136,1
111,196,2,49,1
41,290,0,89,1
102,969,2,134,1000
32,1176,2,214,1
179,1127,0,117,14
61,1069,1,191,1
40,140,1,60,1
36,132,0,27,7
279,910,14,116,30
91,325,0,66,30
40,545,2,59,1
39,267,0,84,7
51,1374,1,165,1
80,709,0,83,14
35,1197,6,207,7
21,262,9,37,365
46,197,0,96,90
29,159,10,46,180
33,494,3,96,1
404,575,17,103,180
36,682,0,87,1
229,729,0,64,1000
52,757,1,84,30
64,1142,2,188,180
67,237,2,121,180
20,936,20,146,180
31,723,6,146,14
81,0,2,3,7
33,146,11,62,30
166,1136,0,89,7
96,1128,3,169,7
13,318,4,69,1
21,960,1,150,1
61,1261,15,156,1
28,1454,4,255,7
3,1161,0,199,14
33,919,0,160,7
81,1180,6,75,365
55,873,1,82,14
4,224,18,72,1
37,203,15,72,30
6,186,33,59,180
32,958,2,152,7
13,619,2,131,1
108,1277,0,185,30
134,494,3,97,1000
38,321,52,100,90
24,1125,7,171,7
59,1130,5,70,7
14,214,33,108,180
114,352,0,41,7
256,1514,5,270,1
93,536,3,101,1000
28,742,0,118,90
28,1275,3,232,14
24,545,1,59,180
54,225,0,27,1
33,919,1,118,7
86,994,0,157,14
62,740,1,147,14
212,1004,0,116,14
27,1100,1,99,1
116,1135,4,187,1
22,685,1,123,1
41,1193,10,212,1
54,182,22,71,7
60,253,13,37,365
45,727,3,92,1000
43,692,19,130,1
68,868,3,145,90
33,916,1,117,1
30,957,2,151,7
13,920,8,143,14
74,911,9,160,7
37,1125,1,226,1
51,154,0,34,90
24,199,4,96,14
73,208,0,104,365
222,1132,5,227,14
66,908,0,89,1
66,798,33,86,7
14,1167,0,116,7
60,1261,4,188,1
23,1379,52,168,14
120,877,0,72,14
26,320,1,74,1
112,1512,11,258,1
68,307,11,75,1000
92,217,4,28,7
36,973,6,119,90
216,987,4,156,1
51,362,18,113,180
63,262,8,38,1
129,362,18,113,1
137,1130,6,193,30
29,201,15,49,1000
17,894,20,133,1000
9,0,0,0,180
71,571,16,102,180
292,589,0,107,365
29,277,1,80,30
91,369,2,115,1000
3,159,15,63,7
44,1193,0,150,1000
25,1074,5,207,1000
113,241,0,121,30
49,1128,5,100,1000
131,610,4,138,1
11,1232,1,148,1000
32,257,7,36,1000
135,323,16,60,180
5,254,0,38,1
61,605,8,87,14
150,328,0,74,90
112,536,3,101,1000
213,194,0,16,90
81,813,2,81,1
18,610,6,65,365
102,801,2,147,7
45,558,0,67,1000
278,247,1,41,7
130,88,0,32,1000
295,605,0,76,7
32,678,3,73,1
336,1322,11,115,365
46,1087,2,214,90
32,291,1,66,1
298,1306,64,177,1000
88,252,2,32,1000
4,916,24,160,7
60,744,5,120,7
236,598,0,59,1
49,872,0,75,14
30,733,12,154,1000
78,1155,4,160,7
41,616,1,75,365
45,557,0,64,7
48,169,9,25,180
11,933,3,132,180
51,541,0,69,14
186,347,9,22,90
82,711,4,138,1000
82,706,9,126,1000
135,1060,1,81,7
50,210,3,120,180
33,318,3,79,1000
43,419,0,35,1
69,706,14,117,1
28,257,8,35,90
83,0,2,18,1000
21,314,25,78,7
24,202,15,72,180
119,960,0,123,14
85,0,2,18,90
16,1116,8,188,7
76,402,1,43,1000
114,1193,14,77,1
314,153,5,33,365
73,647,0,54,1000
22,371,22,116,14
73,104,1,25,365
123,924,0,140,365
3,1161,0,199,14
102,984,11,148,7
42,379,47,74,1
105,562,3,104,1000
54,1369,46,157,1
19,1162,11,113,30
80,1251,3,145,1000
53,931,2,144,30
28,188,0,47,30
42,364,9,69,1
70,654,1,103,7
16,879,21,170,1
141,1026,0,106,90
52,913,9,129,7
58,988,3,149,90
33,896,4,113,90
20,904,0,115,1
3,1161,0,199,14
30,186,33,59,90
48,1134,34,192,1
170,1136,0,89,1
112,878,0,144,7
104,438,0,84,1000
133,1152,15,76,90
51,536,3,101,365
182,657,8,103,90
14,901,1,62,1
14,1171,12,197,1000
66,661,2,77,365
7,148,1,32,7
30,207,50,117,180
17,872,0,75,14
67,1234,0,192,90
100,240,3,49,365
41,1428,4,260,1
25,774,1,82,365
14,745,11,68,1
57,938,19,137,14
80,593,0,60,7
71,1254,4,183,30
25,709,11,134,30
61,866,0,71,365
14,239,8,20,180
82,608,0,64,1000
51,1203,3,235,7
131,1319,2,237,7
61,589,4,60,1000
5,146,6,66,1
3,1200,3,210,1000
171,1094,0,191,1
40,766,1,77,1
37,229,2,82,1
214,578,2,58,1
239,575,17,103,1000
153,621,2,85,1
465,1093,2,198,1
134,0,2,26,180
48,1266,1,107,1
64,750,7,156,7
153,671,5,80,1
9,579,2,81,14
23,1236,12,186,1
46,575,2,71,14
16,304,0,33,1
92,748,0,118,1
29,687,0,78,365
87,342,12,76,30
20,796,14,118,1
109,564,0,64,30
43,858,1,140,14
77,342,6,42,1
307,870,0,84,7
33,683,12,87,1000
11,714,1,122,1
41,189,0,47,365
76,1196,0,154,180
45,364,1,49,1000
115,701,18,118,1000
25,188,0,14,365
111,824,0,136,1000
54,1250,11,243,1
214,1263,5,224,1000
37,403,0,41,1000
14,117,12,26,1
95,621,0,133,30
161,637,1,105,90
49,289,44,112,1000
87,1194,0,207,180
266,737,0,73,1000
20,564,0,66,14
366,607,8,93,180
83,196,16,51,1000
129,899,6,116,90
18,159,0,46,7
28,368,23,122,1
37,1269,5,211,1
67,597,0,59,1
40,490,3,55,1
9,620,3,86,1
11,309,17,103,1
29,772,0,83,1
27,220,15,113,7
14,335,9,98,1
4,1249,0,147,1000
41,620,2,77,1
3,1253,0,146,90
41,368,0,19,90
77,216,12,109,1
71,626,7,105,14
25,778,0,88,30
76,651,18,133,14
12,215,1,117,7
9,872,0,75,14
115,196,15,56,180
18,959,2,78,180
29,1119,7,107,1000
14,1222,11,155,7
207,635,7,133,14
48,209,0,48,7
17,132,4,27,7
49,626,19,133,30
72,798,1,86,7
79,1242,20,193,90
28,901,0,94,180
48,546,23,58,7
12,1385,25,242,1
16,129,10,60,365
6,354,7,75,90
26,661,2,77,365
33,1191,1,229,1
49,899,2,117,14
14,224,47,120,365
43,899,1,88,1
42,1004,4,117,90
21,226,46,68,90
62,564,0,68,1
84,1187,6,220,7
111,358,0,110,1000
52,296,6,85,7
65,1253,0,243,90
7,804,39,87,7
15,370,10,94,1
11,152,24,63,1
112,313,3,75,180
120,191,0,46,365
317,873,0,144,1000
119,662,0,129,1000
28,1048,42,187,1
250,0,0,23,180
169,968,2,119,1000
126,352,1,112,30
75,527,3,86,14
82,232,16,122,1
106,1263,0,224,1
50,793,3,90,90
32,1159,34,201,7
47,297,6,85,14
51,893,1,82,7
45,358,1,118,180
32,1153,1,223,7
54,194,0,29,7
66,605,0,93,7
65,296,1,85,1
120,108,0,37,90
42,975,0,155,1000
39,512,0,100,1000
49,1124,1,224,1000
27,902,0,157,1
87,359,5,21,1000
74,1202,1,101,90
36,1194,22,177,1
29,191,1,45,30
161,1514,2,266,1000
54,177,22,76,7
4,1376,5,240,1
41,770,4,153,1
181,1129,0,144,1000
31,628,1,62,7
57,409,2,73,7
32,373,0,90,1000
117,993,0,157,180
28,1452,20,256,1000
42,907,4,73,1
19,373,4,31,1
79,144,13,31,180
40,985,20,121,14
8,1269,1,110,1000
101,325,15,59,30
351,575,17,103,365
66,310,1,32,1
39,248,33,105,1
52,214,0,66,1
100,288,1,107,1
24,321,51,101,7
24,426,7,39,1000
42,0,0,13,180
67,468,0,59,30
149,206,1,35,1
22,308,7,70,1
34,218,0,11,14
44,1138,6,98,7
73,1212,1,194,7
84,357,1,69,7
37,1425,2,256,1000
37,975,0,155,1000
61,1214,0,73,7
101,870,5,82,90
131,751,10,119,30
17,93,1,32,7
22,649,12,133,365
21,898,1,160,1
94,417,8,83,1000
22,1145,13,101,1000
58,98,4,29,90
33,713,0,120,1
52,1245,8,99,14
53,0,3,26,1000
52,1515,2,268,14
18,746,7,159,14
8,685,0,84,1000
153,919,0,168,1000
311,192,1,27,1000
29,1178,9,197,1000
45,114,1,39,1
7,901,17,120,7
3411,156,0,65,7
22,265,2,21,1
128,338,1,93,1000
25,859,1,141,1
53,1140,3,227,1
22,1408,28,251,7
120,736,0,63,1000
124,107,2,38,180
28,697,19,134,30
41,323,1,61,1
26,302,6,69,1
194,1099,0,191,180
1719,264,29,86,1
32,973,5,160,1
133,160,24,62,30
106,333,0,53,1
11,283,9,33,30
120,105,3,25,1000
116,820,2,135,1
379,313,12,73,180
70,859,1,144,1
8,568,9,63,30
22,565,4,67,1
45,240,1,94,7
170,1177,0,208,1000
47,1171,0,196,1
13,1254,14,245,30
5,1100,1,83,1
56,169,0,29,180
4,320,0,101,365
214,604,2,134,7
36,371,22,116,14
98,1265,9,107,7
19,314,0,78,1
40,951,0,79,30
55,1512,2,258,1
113,536,3,101,30
60,241,0,121,90
56,1078,5,214,1000
64,356,2,70,1
7,933,3,132,90
76,707,1,126,90
35,719,0,62,1
82,848,0,94,90
98,1146,2,90,365
25,261,3,35,1
50,355,0,112,90
116,1163,1,211,1000
36,333,8,59,7
37,131,0,28,7
32,210,42,106,7
30,224,3,118,180
59,916,1,79,1000
105,786,2,116,1000
121,191,16,45,1000
38,1033,0,60,180
35,186,0,47,180
117,1398,23,249,1000
55,331,0,59,14
120,1244,6,149,180
43,1241,0,185,180
10,1191,6,234,14
17,1048,9,80,14
39,602,0,68,1
20,1149,0,103,1000
54,592,7,132,14
72,428,0,37,30
29,237,0,20,7
6,169,26,66,30
49,813,3,121,1
56,995,0,157,180
135,628,19,139,180
21,173,26,65,180
79,364,0,37,1000
61,371,26,69,1000
135,903,0,91,30
31,316,3,69,7
89,262,9,37,1000
74,948,6,55,7
20,366,33,63,365
47,683,12,85,1000
44,464,3,58,7
158,1022,14,105,30
17,1095,2,192,7
165,1185,0,206,1000
25,339,8,121,30
50,604,1,62,7
32,872,25,142,90
68,701,2,67,1
25,793,4,107,90
6,158,0,27,180
23,1123,7,188,1
3,1161,0,199,14
23,1131,1,121,90
6,263,8,36,1
27,370,0,126,7
91,1121,2,116,1
35,1076,0,180,1000
70,828,16,85,7
53,1161,23,198,1000
2010,711,0,80,1000
26,363,4,48,7
81,755,1,118,7
90,353,47,73,365
3,159,15,63,7
18,352,0,41,7
120,366,1,109,1
85,314,0,75,1
37,222,22,66,1
65,954,0,146,180
39,861,2,144,180
86,1155,0,161,1
95,372,1,104,30
24,212,36,121,1
96,426,5,46,180
97,549,6,80,30
48,677,13,73,1
25,731,0,92,14
18,1186,3,200,1
46,683,0,87,30
55,827,3,82,1
7,258,1,39,1
1286,626,5,81,30
26,566,0,48,1000
75,916,1,93,1000
12,202,39,102,30
32,337,2,73,7
48,1088,0,214,1
136,432,0,46,1000
59,1077,10,84,7
35,845,0,60,14
38,544,1,77,1
27,0,0,13,7
54,1067,4,189,1
14,1377,1,241,1
95,1187,13,222,1
543,557,0,59,14
23,365,0,36,1
49,1118,1,131,14
56,1191,1,207,1
77,537,14,60,30
94,755,0,67,1000
316,629,17,125,90
61,729,4,147,30
27,223,22,71,90
86,310,36,108,7
50,598,3,65,7
12,1160,2,208,14
109,791,1,118,180
39,348,8,110,1000
72,604,0,72,1000
6,263,8,36,1
66,892,15,97,1000
53,605,0,139,90
81,579,21,67,7
35,686,6,88,30
95,1133,1,103,90
22,424,5,40,14
111,1428,13,258,365
30,915,3,58,1
8,358,1,63,365
22,612,17,137,1
50,559,0,60,7
129,934,13,132,1000
88,1101,0,191,14
305,570,17,104,180
27,195,1,26,1000
424,629,17,125,1000
48,870,6,141,1000
90,414,2,74,14
71,348,0,63,365
4,146,8,68,7
29,139,0,26,1
26,558,2,58,1
191,710,10,112,1
37,128,9,31,90
32,368,1,55,1000
32,720,0,123,90
15,911,6,143,30
63,358,2,109,90
24,152,11,63,180
6,920,0,159,7
15,1094,2,85,1000
125,573,0,80,1000
30,917,5,117,1
54,976,7,75,1000
13,1186,3,226,7
57,903,4,74,7
315,326,1,77,90
31,1030,4,139,7
88,831,11,133,180
56,1231,1,194,1000
236,192,3,16,30
13,1403,0,246,1
16,578,2,81,1000
27,683,12,87,1000
94,712,3,120,7
36,1187,2,218,1000
5,298,8,23,180
12,200,39,98,30
162,728,2,139,1
23,209,13,34,365
88,713,0,119,7
10,1383,2,242,1
52,557,0,68,1
79,219,1,107,1
12,131,9,55,1
11,1315,2,128,1
28,169,26,66,365
11,260,14,36,1000
78,169,19,70,90
38,872,1,82,90
34,191,1,45,14
36,961,10,150,90
384,186,0,54,180
62,814,13,94,30
83,208,3,48,90
77,0,2,26,365
65,917,26,160,14
21,1181,17,160,180
88,179,0,49,90
98,1216,3,128,1
34,874,16,152,7
260,616,8,105,90
11,260,14,36,1000
33,761,0,84,365
41,861,0,140,1
192,919,4,160,7
218,1515,2,266,1
216,223,7,47,180
29,304,0,33,7
51,1102,5,101,1
25,325,8,107,90
11,927,1,96,1
25,210,14,46,365
36,575,0,73,30
22,406,5,74,7
29,706,7,116,1
94,199,13,25,1000
16,177,1,71,1
39,705,4,137,7
15,1171,12,171,1
58,1190,1,178,1000
89,742,15,146,7
59,191,1,70,180
96,369,2,86,7
83,278,0,81,7
11,914,4,91,1
114,1313,0,134,1
58,426,7,39,180
30,750,5,157,7
59,366,3,116,180
49,357,8,19,90
90,1238,8,241,7
16,1189,0,151,1
34,1181,2,210,1
39,926,9,163,7
13,730,2,80,7
137,327,7,75,1
488,271,2,42,365
67,307,0,70,1000
12,1251,16,150,1000
95,574,0,67,365
69,793,4,71,7
6,224,42,129,7
45,793,0,90,7
33,363,0,37,7
161,941,1,79,1000
26,96,0,26,1
59,1253,0,146,1000
31,754,6,72,1
4,694,1,88,1
35,1123,0,117,1
22,318,51,98,90
145,206,1,99,90
8,352,6,67,365
94,1199,6,208,7
17,321,3,79,90
70,166,0,54,90
133,236,0,30,365
17,333,7,44,90
4,1195,0,124,30
115,874,1,152,90
24,961,8,149,7
34,605,2,76,1
48,106,3,27,1
67,835,0,170,30
7,186,33,59,90
7,1197,2,177,1000
82,742,8,117,1000
22,372,1,126,7
38,721,5,120,14
3,1136,2,89,7
153,1379,52,168,14
62,968,2,119,7
27,132,0,27,14
162,621,8,93,90
47,1451,2,257,90
21,579,0,67,90
12,1211,7,176,1
51,547,21,60,1
67,162,0,46,90
6,263,8,36,365
68,1214,1,138,1
32,235,2,123,180
198,141,3,42,90
26,1261,6,156,90
41,977,0,117,90
8,542,2,62,1
119,804,13,115,1000
50,1239,0,193,1000
3,1161,0,199,14
59,1226,0,146,180
84,913,7,125,180
276,752,0,122,1000
17,256,2,34,7
24,726,0,152,1
12,208,1,47,1
4,1239,0,224,7
39,717,0,138,1
118,225,0,123,365
89,175,7,25,1
211,683,0,76,7
67,1323,4,168,180
20,0,0,9,30
68,437,6,36,90
30,686,9,135,365
64,229,16,84,90
105,999,10,158,1
72,1168,3,97,7
38,360,1,69,7
47,1111,8,223,7
162,1136,0,89,7
90,224,0,116,14
12,202,39,102,30
6,516,3,58,14
40,159,0,61,30
60,711,1,127,180
118,1208,1,218,180
30,1341,4,242,1000
377,956,13,131,14
162,989,0,117,14
14,103,1,36,1
15,1179,7,215,1
91,680,1,79,7
322,229,15,115,365
59,736,12,155,7
47,1083,7,85,7
33,1250,3,222,1
23,203,0,80,7
54,222,5,118,1
44,115,0,31,90
329,186,26,54,1
29,620,16,135,7
54,291,1,66,90
67,867,5,61,1
34,1093,0,187,90
53,710,13,114,1000
319,311,3,76,1000
38,863,6,141,14
56,194,0,83,180
76,709,2,134,1
450,164,0,66,7
92,867,6,140,1000
1,783,0,113,1000
18,1166,8,166,1
35,1136,0,89,14
18,1317,63,178,14
111,208,0,116,90
18,921,24,159,1000
83,728,1,154,1000
74,311,0,76,7
33,1157,6,111,7
83,332,0,60,1000
24,547,4,62,1000
91,1046,1,104,7
100,1510,3,267,1
89,621,0,133,1
94,798,0,104,1000
39,416,0,34,90
16,604,3,74,1
63,696,9,101,1
26,105,0,34,1
41,551,3,59,180
675,887,0,122,180
146,902,0,92,1
26,298,10,70,90
31,824,19,136,1000
159,1163,0,221,7
43,710,10,112,1
31,318,31,99,1
61,903,0,90,7
52,1217,1,194,1000
12,200,39,98,14
22,1170,2,196,7
42,217,0,46,7
7,293,4,83,1
7,1189,16,158,365
74,1407,0,251,1000
18,956,3,161,1000
73,1134,3,109,14
12,381,2,44,30
208,1174,0,88,1000
29,0,0,13,7
62,257,7,36,180
27,1105,0,222,365
267,269,0,23,1
59,1146,3,229,90
15,933,3,132,365
107,405,8,39,1000
44,191,0,49,7
124,606,0,105,1
76,543,14,101,1
46,879,4,147,1
39,1229,1,148,365
151,963,18,134,90
77,1367,6,231,1
38,1160,1,206,1
25,362,10,49,1
75,30,4,27,30
51,488,3,58,1
69,255,0,36,1
126,798,8,147,90
13,829,0,59,1
43,1454,6,257,7
30,817,17,93,30
79,283,2,85,1
108,621,18,134,1
423,1320,19,178,1000
128,262,8,41,14
44,520,3,59,1000
89,657,16,103,1000
64,187,26,62,30
71,764,7,75,1000
59,933,0,132,1000
13,193,13,29,180
61,308,4,69,30
11,1170,11,196,30
64,796,4,79,1000
21,560,2,64,14
102,342,8,21,1
44,1446,1,264,1000
79,543,1,78,90
44,599,23,61,365
73,280,29,82,1
75,980,1,56,1000
23,743,27,148,1000
22,746,3,159,1
9,868,0,77,14
33,1173,0,164,1
21,326,0,55,90
117,1217,0,131,365
6,845,1,133,365
73,920,6,95,1
34,746,1,160,7
160,653,3,79,1
33,1263,4,213,1
195,918,13,133,7
23,227,2,130,180
29,190,15,55,1
128,995,9,157,1000
644,359,0,78,1000
53,1146,1,108,14
55,646,0,134,1
63,558,19,59,1
70,1238,15,233,1
94,1451,26,257,1000
276,337,11,44,7
12,1338,17,240,1
44,730,1,64,1
54,912,9,128,1
91,1204,13,123,365
60,880,1,135,7
7,235,0,19,1
239,613,2,137,1000
12,872,25,142,7
29,415,3,74,1
115,893,0,86,7
33,896,17,122,1000
36,1173,2,166,7
118,1105,2,185,1
18,314,1,71,1
76,348,0,63,1000
131,1133,11,123,7
76,1212,0,134,1
10,663,0,134,180
23,364,3,121,1000
13,707,9,117,1
29,1203,6,235,1
90,369,7,86,180
141,776,0,109,7
8,724,0,76,7
31,1214,3,128,180
71,1211,2,152,1000
54,632,16,139,7
36,887,13,150,7
36,683,3,130,1000
45,328,0,109,180
12,933,3,132,365
24,306,18,99,365
78,1322,11,115,14
54,1269,1,109,180
28,1200,26,208,1
127,360,0,69,7
7,1377,4,242,365
220,556,7,103,90
123,1156,30,204,1
50,1177,0,206,14
40,165,8,27,180
5,368,0,55,1000
143,186,0,15,1
32,340,2,47,1
63,313,3,74,7
30,1231,5,223,90
55,1278,16,188,14
1765,571,16,102,1000
176,1321,27,128,7
82,572,8,80,365
22,863,0,139,90
3,1161,0,199,14
100,285,2,20,180
44,308,7,69,7
76,635,1,134,90
123,279,0,31,180
17,957,0,130,14
38,602,1,133,14
64,225,3,69,1
82,1134,1,118,1
33,278,0,81,7
6,223,42,129,7
7,186,33,59,90
