@RELATION combined

@ATTRIBUTE issuecleanedbodylen REAL
@ATTRIBUTE meancommentsizet REAL
@ATTRIBUTE nactorst REAL
@ATTRIBUTE ncommentst REAL
@ATTRIBUTE ncommitsbyactorst REAL
@ATTRIBUTE ncommitsbycreator REAL
@ATTRIBUTE ncommitsbyuniqueactorst REAL
@ATTRIBUTE ncommitsinproject REAL
@ATTRIBUTE ncommitsprojectt REAL
@ATTRIBUTE nissuesbycreator REAL
@ATTRIBUTE nissuesbycreatorclosed REAL
@ATTRIBUTE nissuescreatedinproject REAL
@ATTRIBUTE nissuescreatedinprojectclosed REAL
@ATTRIBUTE nissuescreatedprojectclosedt REAL
@ATTRIBUTE nissuescreatedprojectt REAL
@ATTRIBUTE nlabelst REAL
@ATTRIBUTE nsubscribedbyt REAL
@ATTRIBUTE timeopen {1,7,14,30,90,180,365,1000}

@DATA
62,5,1,2,15859,317,289,513,15939,113,69,304,5,1811,7600,0,0,180
59,5,1,2,16897,386,289,711,17031,123,117,282,7,2302,8137,0,0,365
7,1,2,1,23634,0,295,437,23653,1,0,15,0,5054,10955,0,0,365
50,7,2,2,15967,0,289,553,16058,30,44,279,4,1866,7661,0,0,180
20,9,3,3,23646,309,295,425,23657,9,0,10,0,5054,10955,0,0,1000
41,82,3,1,22344,122,293,442,22434,63,44,201,90,4563,10460,0,0,180
13,2,2,2,19379,0,291,749,19485,53,0,296,4,3307,9181,0,0,180
28,2,2,1,15247,0,287,668,15356,2,0,358,12,1562,7298,0,0,365
12,2,1,1,15188,402,286,651,15271,157,10,360,12,1522,7246,0,0,365
24,11,1,4,18370,393,290,702,18470,110,152,265,11,2894,8758,0,0,1000
313,41,2,9,18466,0,290,709,18606,1,0,280,10,2955,8821,0,0,365
106,8,2,1,17067,0,290,647,17172,56,40,257,6,2357,8196,0,0,365
651,18,3,2,21411,0,293,534,21475,10,1,257,6,4108,10000,0,0,180
34,8,1,1,18406,412,290,709,18528,116,152,273,12,2921,8787,0,0,1000
185,23,3,3,21098,195,293,572,21209,85,88,265,44,3969,9859,0,0,365
16,6,2,2,20657,0,292,595,20757,6,0,250,2,3780,9664,0,0,180
91,65,3,7,15550,342,289,547,15694,116,78,299,8,1689,7461,0,0,365
28,22,5,1,10189,327,275,610,10279,98,3,317,25,1158,4735,0,3,7
52,0,2,0,20538,0,292,653,20670,9,8,255,2,3756,9640,0,0,30
159,6,3,4,20196,0,291,770,20287,2,1,291,8,3622,9501,0,0,180
35,53,6,9,15143,0,286,606,15183,1,0,344,11,1475,7181,0,2,1000
67,4,3,1,10031,0,275,517,10099,2,0,289,41,1127,4633,0,1,1
23,43,1,2,23243,328,293,408,23290,68,0,130,0,4943,10844,0,0,365
32,8,2,2,17636,0,290,600,17734,47,25,254,11,2571,8422,0,0,1000
24,46,3,12,14655,0,286,528,14787,2,1,301,12,1401,6940,2,0,180
42,0,3,0,7752,0,248,520,7820,1,0,295,53,949,3459,0,1,1
52,16,3,8,15540,0,289,556,15688,5,2,300,8,1685,7457,0,0,365
13,21,2,2,14941,0,286,528,15025,1,0,316,15,1432,7087,0,0,365
45,12,3,3,19401,0,291,741,19543,3,0,294,4,3325,9199,0,0,365
78,5,2,3,20611,0,292,615,20728,34,0,245,2,3770,9654,0,0,180
106,55,4,33,22367,0,293,426,22455,1,1,187,91,4569,10466,0,0,90
121,11,2,4,15774,0,289,536,15901,2,0,307,7,1785,7572,0,0,180
189,37,2,5,16678,0,289,687,16774,4,2,320,8,2195,8024,0,0,365
33,5,2,2,19888,0,291,697,20007,36,1,273,7,3498,9376,0,0,365
58,4,2,1,23646,309,295,425,23657,11,0,12,0,5054,10955,0,0,365
196,10,2,2,16756,0,289,729,16913,51,42,299,9,2248,8081,0,0,365
54,17,3,4,18253,0,290,661,18328,1,0,274,11,2824,8687,0,0,365
39,11,3,3,17250,0,290,639,17346,2,0,251,7,2431,8274,0,0,365
124,5,2,2,17048,0,290,648,17155,4,5,261,6,2349,8188,0,0,365
15,3,1,2,18775,310,290,585,18881,88,126,232,9,3044,8911,0,0,365
50,25,3,8,18607,0,290,632,18702,11,0,249,7,2992,8859,0,0,365
227,16,4,5,17417,0,290,660,17560,2,16,274,9,2490,8337,0,0,7
111,25,3,3,17204,0,290,642,17296,1,0,253,7,2412,8255,0,0,365
35,48,4,15,15037,0,286,552,15107,1,0,328,13,1457,7134,0,1,7
28,29,3,4,21140,0,293,540,21220,24,1,261,45,3973,9863,0,0,365
16,2,2,2,21770,0,293,595,21867,41,34,301,156,4287,10181,0,0,365
18,7,2,2,18086,0,290,615,18189,50,57,282,9,2762,8619,0,0,365
50,3,2,1,21006,0,293,580,21097,27,1,275,33,3928,9817,0,0,365
65,44,5,3,12610,0,284,590,12690,1,0,272,19,1249,5841,1,2,180
128,42,2,1,18832,0,290,567,18905,1,0,234,8,3053,8920,0,0,7
118,7,4,2,5831,0,208,836,6048,2,0,429,82,715,2550,0,2,7
5,22,2,5,13515,35,284,560,13601,18,23,323,30,1307,6291,0,0,1000
28,7,2,2,18337,0,290,702,18422,6,0,270,11,2869,8733,0,0,180
21,29,5,1,7885,0,249,490,7956,1,0,285,50,976,3536,0,2,1
105,65,2,3,15105,0,286,610,15169,1,0,344,12,1470,7171,0,0,365
36,5,1,2,16947,353,290,674,17067,107,117,265,7,2319,8155,0,0,365
34,5,1,1,14425,0,285,632,14518,29,131,361,19,1373,6804,0,0,180
10,12,3,3,21322,58,293,519,21381,30,0,265,64,4051,9943,0,0,365
22,10,1,4,17096,342,290,659,17205,100,117,263,6,2375,8215,0,0,365
109,19,5,5,19960,0,291,704,20059,1,0,270,7,3515,9393,0,1,365
28,5,1,2,15762,330,289,537,15886,118,69,306,7,1780,7566,0,0,180
55,0,2,0,20785,213,293,571,20885,86,3,263,5,3838,9724,0,0,90
41,16,3,3,23015,0,293,342,23036,7,0,107,0,4866,10766,0,0,365
10,12,2,1,15716,0,289,484,15761,9,3,284,6,1731,7510,0,0,365
9,5,1,1,23570,245,294,323,23619,23,0,60,0,5009,10910,0,0,365
37,0,1,0,22113,202,293,488,22188,79,52,230,93,4450,10347,0,0,7
94,8,2,1,16572,22,289,726,16688,13,10,325,6,2147,7972,0,0,365
29,31,2,4,22324,133,293,455,22421,65,44,207,90,4561,10458,0,0,14
25,39,4,4,21979,58,293,526,22105,18,139,249,159,4409,10305,0,0,365
70,8,2,3,21996,223,293,524,22113,88,90,251,164,4418,10314,0,0,180
40,18,3,9,21945,0,293,548,22053,1,0,264,171,4388,10284,0,0,365
23,8,2,1,17623,0,290,600,17718,51,25,275,11,2561,8412,0,0,1000
5,10,2,3,19823,0,291,642,19930,1,0,251,3,3471,9349,0,0,180
40,62,4,24,15725,0,289,484,15771,1,0,281,5,1736,7517,0,0,1000
71,46,5,7,22831,0,293,184,22861,1,0,113,2,4750,10649,0,0,180
26,3,1,1,21497,261,293,595,21598,100,54,292,60,4157,10051,0,0,30
178,13,2,15,18143,0,290,626,18218,3,0,288,10,2778,8636,0,0,1000
73,8,1,2,20600,267,292,620,20708,85,1,247,2,3769,9653,0,0,180
217,10,2,4,16455,0,289,725,16535,1,0,319,6,2087,7911,0,0,365
43,17,1,5,22461,73,293,392,22496,50,5,175,10,4589,10486,0,0,14
180,8,5,3,10202,0,275,617,10299,1,0,321,23,1159,4745,0,3,14
117,4,2,4,21464,0,293,564,21562,2,0,277,37,4135,10028,0,0,180
44,4,1,4,19270,372,291,714,19350,119,125,290,9,3245,9116,0,0,365
75,32,3,7,19349,0,291,725,19411,1,0,285,6,3277,9149,0,0,365
59,3,1,1,21618,254,293,567,21697,101,57,284,90,4194,10088,0,0,90
37,15,3,2,18486,0,290,690,18621,4,0,267,11,2963,8829,0,0,1000
126,86,3,6,16884,0,289,718,17020,7,5,289,8,2301,8136,0,0,365
63,5,3,3,22143,0,293,525,22213,10,6,234,104,4464,10361,0,0,14
30,44,2,3,18103,0,290,621,18200,1,0,289,9,2769,8626,0,0,365
73,47,3,7,23360,0,293,330,23468,1,0,98,0,4976,10877,0,0,365
15,5,3,2,22706,0,293,199,22763,2,0,126,2,4711,10609,0,0,90
118,2,1,1,18000,343,290,614,18101,111,142,303,6,2724,8581,0,0,365
44,2,1,1,15703,289,289,486,15760,105,69,297,6,1730,7508,0,0,365
76,24,5,11,22076,215,293,496,22164,80,53,222,79,4444,10341,0,1,1000
59,19,2,4,16023,0,289,552,16096,6,0,282,3,1896,7699,0,0,180
17,61,2,6,16365,390,289,674,16436,138,0,297,3,2052,7874,0,0,365
197,165,5,6,14998,0,286,519,15093,1,0,315,14,1448,7121,0,0,365
146,7,3,2,17359,0,290,664,17485,2,0,252,9,2469,8314,0,0,365
5,0,1,0,13651,24,284,602,13752,10,20,319,26,1324,6393,0,0,1
48,32,3,7,22124,75,293,501,22195,18,125,232,98,4457,10354,0,1,365
45,0,3,0,4766,0,183,1017,4928,2,0,428,82,627,2133,0,1,1
8,71,3,20,18045,0,290,601,18135,8,0,296,7,2740,8597,0,0,1000
14,2,1,1,15410,354,288,583,15510,125,10,316,9,1621,7375,0,0,365
9,13,1,2,22354,0,293,432,22443,14,26,194,91,4567,10464,0,0,30
219,20,3,4,18044,0,290,602,18135,53,57,300,7,2740,8597,0,0,365
99,51,3,3,23018,0,293,409,23043,4,0,119,0,4869,10769,0,0,1000
31,44,2,8,16291,0,289,664,16371,1,0,293,3,2033,7851,0,0,365
84,21,4,1,12390,0,282,560,12464,1,0,267,22,1241,5737,1,2,7
32,3,2,1,21324,0,293,521,21396,27,1,267,67,4062,9954,0,0,365
188,17,5,3,21525,0,293,588,21618,39,12,295,69,4171,10065,0,2,1000
91,8,2,1,17641,0,290,595,17737,2,0,252,11,2572,8423,0,0,1000
216,3,1,3,19671,358,291,605,19791,116,2,251,1,3420,9296,0,0,180
27,10,2,2,18063,2,290,598,18157,9,15,289,7,2752,8609,0,0,1000
34,55,3,10,20142,0,291,732,20200,7,5,280,8,3586,9465,0,0,365
9,0,2,0,303,0,41,1256,548,7,0,522,151,45,163,0,1,1
122,33,2,8,22370,0,293,426,22461,8,3,188,94,4571,10468,0,0,180
22,34,4,13,16047,0,289,535,16100,5,0,278,3,1898,7701,0,0,180
6,0,1,0,13213,66,284,598,13307,40,32,342,29,1286,6131,0,0,7
179,23,4,3,20028,0,291,693,20128,14,10,271,8,3546,9425,0,1,365
12,9,3,4,19149,0,291,675,19208,2,0,287,11,3191,9061,0,0,365
32,25,3,8,19432,14,291,717,19592,5,0,282,4,3348,9222,0,0,365
33,25,2,4,22853,0,293,165,22871,14,0,109,2,4757,10656,0,0,180
135,13,3,3,20922,0,293,547,20987,1,0,262,25,3874,9760,0,0,365
45,3,1,2,19128,317,291,675,19191,117,125,293,10,3180,9050,0,0,365
34,2,2,2,19071,0,291,675,19174,55,46,310,10,3163,9032,0,0,365
59,15,2,7,21921,252,293,559,22014,99,106,274,187,4369,10265,0,0,90
154,128,2,19,22661,0,293,239,22710,1,0,120,4,4678,10576,0,0,1000
153,32,4,3,10179,62,275,602,10274,14,4,317,24,1158,4734,0,2,7
59,2,2,1,19146,0,291,676,19204,7,4,287,11,3190,9060,0,0,365
70,19,2,1,21263,0,293,528,21339,2,0,254,57,4035,9927,0,0,1
16,5,1,2,16322,392,289,671,16392,137,0,299,3,2041,7860,0,0,365
12,11,1,1,23135,0,293,443,23195,6,0,100,0,4911,10812,0,0,365
47,11,2,3,17339,0,290,640,17442,1,0,242,7,2458,8302,0,0,365
26,14,5,4,22706,0,293,199,22762,2,0,127,2,4711,10609,0,1,90
108,23,1,4,19213,374,291,724,19330,119,125,291,10,3231,9102,0,0,365
43,5,4,2,22002,0,293,521,22115,3,0,244,157,4419,10315,0,0,14
25,10,2,1,15248,408,287,667,15356,148,10,353,12,1562,7298,0,0,365
8,3,2,1,20877,0,293,567,20972,33,1,265,25,3869,9755,0,0,365
121,18,3,2,9521,0,272,611,9637,1,0,271,23,1105,4435,0,1,1
21,5,1,2,16418,405,289,712,16526,141,0,309,4,2082,7906,0,0,365
197,55,4,6,17720,0,290,576,17831,1,0,257,9,2603,8455,0,1,1000
78,30,6,6,4088,0,166,941,4168,1,0,521,131,514,1694,1,3,90
92,42,3,9,16830,0,289,724,16975,1,1,295,8,2279,8113,0,0,365
60,19,3,3,22732,0,293,180,22786,1,0,111,2,4719,10617,0,0,90
54,12,3,5,18490,0,290,686,18624,1,0,266,11,2963,8829,0,0,365
38,20,3,5,22585,0,293,310,22682,1,0,152,7,4668,10566,0,0,90
74,3,1,2,18393,407,290,706,18518,111,152,264,11,2920,8786,0,0,365
55,14,2,1,23165,0,293,448,23239,2,0,102,0,4923,10824,0,0,365
152,0,2,0,9737,64,273,608,9796,15,19,279,43,1121,4524,0,1,1
14,3,2,3,15910,296,289,482,15957,105,69,283,5,1822,7615,0,0,180
28,5,2,2,16526,0,289,706,16612,1,0,316,6,2116,7941,0,0,365
35,4,3,1,21393,41,293,540,21464,41,0,265,6,4103,9995,0,0,180
93,4,1,3,17914,351,290,624,18047,108,194,292,14,2689,8544,0,0,365
30,21,3,3,15871,0,289,506,15944,8,0,298,5,1812,7602,0,0,180
32,24,2,1,22220,0,293,492,22319,2,0,210,96,4511,10408,0,0,14
28,5,3,3,21807,0,293,585,21895,14,7,300,171,4301,10195,0,0,365
126,39,4,13,20737,0,293,597,20847,1,0,267,4,3817,9702,0,1,1000
49,3,2,2,20888,190,293,559,20979,84,88,261,25,3870,9756,0,0,365
22,8,1,1,22435,0,293,400,22484,14,1,176,11,4581,10478,0,0,30
638,45,4,13,19107,0,291,670,19181,7,5,297,10,3173,9043,0,1,90
59,4,3,1,20491,88,292,678,20642,34,32,260,2,3742,9626,0,0,365
37,21,3,3,15929,0,289,511,15970,1,0,284,6,1833,7626,0,1,180
21,7,1,3,19459,378,291,705,19601,120,0,275,4,3354,9228,0,0,365
22,2,1,1,18227,0,290,659,18301,45,57,277,10,2808,8669,0,0,365
37,3,1,1,21810,268,293,585,21895,106,69,297,171,4301,10195,0,0,90
43,5,1,2,17359,379,290,665,17485,103,52,251,9,2469,8314,0,0,365
52,18,2,6,21433,215,293,525,21498,79,14,254,6,4118,10010,0,0,365
35,6,3,4,22404,125,293,414,22472,32,119,176,97,4575,10472,0,0,1000
25,8,2,1,16714,0,289,706,16839,54,42,315,9,2213,8045,0,0,365
45,15,3,2,22926,238,293,303,22964,56,0,119,2,4824,10723,0,0,180
76,4,3,2,22951,0,293,321,23016,1,0,121,2,4847,10747,0,0,180
111,0,1,0,13665,18,284,592,13756,4,15,311,21,1324,6394,0,0,1000
24,8,3,2,21444,0,293,550,21529,2,0,263,17,4127,10020,0,0,1000
373,40,2,8,19864,0,291,670,19976,1,0,269,4,3490,9368,0,0,1000
54,2,1,1,15326,385,288,628,15416,143,10,336,9,1588,7329,0,0,365
12,15,1,1,22551,36,293,343,22677,35,4,162,7,4667,10565,0,0,90
39,25,4,6,21650,0,293,549,21727,1,0,279,98,4213,10107,0,0,180
30,5,2,2,19994,0,291,688,20084,32,34,270,8,3525,9404,0,0,365
125,30,3,5,19885,0,291,697,20004,3,0,273,7,3498,9376,0,0,365
6,4,2,1,22116,210,293,507,22191,78,52,229,95,4451,10348,0,0,14
74,13,2,2,17767,0,290,575,17868,50,25,260,12,2617,8469,0,0,1000
912,135,4,8,10272,0,276,631,10398,3,1,321,25,1167,4792,0,2,90
159,57,4,9,15982,0,289,548,16072,1,0,276,3,1877,7675,0,0,180
102,50,5,6,12219,52,281,576,12351,16,14,270,21,1233,5672,0,2,30
56,3,1,1,18092,0,290,610,18191,2,5,282,9,2763,8620,0,0,365
9,8,2,1,16551,0,289,732,16676,51,41,323,6,2138,7963,0,0,365
26,8,2,5,22113,202,293,488,22188,82,52,233,93,4450,10347,0,0,14
29,8,3,1,22736,61,293,176,22786,30,0,107,2,4720,10618,0,0,1000
22,7,1,2,17942,347,290,622,18071,107,194,294,16,2708,8563,0,0,1000
16,51,4,23,17884,331,290,580,17980,96,194,275,13,2659,8513,0,1,1000
68,2,1,1,15213,431,287,693,15328,159,10,366,13,1550,7281,0,0,365
26,3,1,2,18506,382,290,671,18631,105,11,259,11,2968,8835,0,0,365
45,6,1,2,15406,353,288,582,15510,125,10,316,9,1621,7375,0,0,365
26,12,1,1,13215,0,284,596,13318,1,2,338,29,1286,6136,0,0,14
71,3,1,2,18759,321,290,593,18861,91,124,233,9,3043,8910,0,0,365
49,17,4,10,18687,0,290,641,18828,1,0,251,8,3031,8898,0,1,1000
150,49,2,8,22325,0,293,454,22421,4,2,206,90,4562,10459,0,0,90
14,5,2,2,22255,0,293,475,22346,8,3,209,70,4521,10418,0,0,90
72,103,4,37,15191,409,286,656,15285,155,10,353,12,1527,7252,0,0,1000
43,0,2,0,6650,0,232,860,6791,9,0,383,79,814,2949,0,1,1
37,4,4,1,23368,0,293,322,23472,3,0,97,0,4976,10877,0,0,1000
58,37,3,4,21512,19,293,587,21610,23,6,291,62,4160,10054,0,0,1000
24,4,2,1,23592,252,295,329,23642,20,0,56,0,5042,10943,0,0,365
1404,9,3,2,19517,0,291,674,19678,1,0,267,4,3376,9250,0,1,180
307,4,2,2,22461,0,293,392,22496,4,0,174,10,4589,10486,0,0,14
50,0,1,0,15060,0,286,548,15123,20,12,319,13,1461,7146,0,0,365
17,10,1,1,16430,14,289,708,16527,11,1,308,3,2082,7906,0,0,1
146,8,3,2,17204,0,290,643,17297,1,0,254,7,2412,8255,0,1,365
126,2,1,2,21616,255,293,568,21696,103,57,286,90,4194,10088,0,0,90
17,5,2,1,23026,309,293,409,23043,57,0,115,0,4869,10769,0,0,365
35,3,1,2,20358,317,292,704,20530,99,5,279,1,3708,9590,0,0,180
27,3,1,2,19488,376,291,691,19639,119,0,268,4,3364,9238,0,0,180
21,5,3,2,21090,197,293,577,21204,86,88,265,44,3964,9854,0,1,365
32,4,2,2,16786,0,289,729,16952,4,2,300,9,2268,8101,0,0,1000
32,8,1,1,22296,0,293,467,22384,20,26,207,84,4546,10443,0,0,14
64,24,1,1,15377,358,288,594,15496,129,10,321,8,1612,7365,0,0,365
52,3,2,1,21301,0,293,520,21353,11,1,257,60,4041,9933,0,0,365
65,25,1,2,18302,397,290,696,18391,108,153,273,11,2857,8721,0,0,365
41,4,1,1,15652,306,289,505,15742,109,69,301,7,1722,7499,0,0,365
34,33,3,11,17245,356,290,641,17339,101,0,253,7,2429,8272,0,0,365
40,5,2,2,22981,243,293,320,23028,54,0,113,0,4858,10758,0,0,180
81,53,4,8,21936,62,293,550,22035,19,139,264,167,4377,10273,0,0,1000
21,35,3,8,17625,348,290,599,17720,95,52,269,11,2562,8413,0,0,1000
25,36,3,2,19748,0,291,604,19851,1,0,241,2,3442,9319,0,0,365
162,26,1,4,20744,238,293,594,20851,94,2,265,4,3819,9704,0,0,365
151,35,2,4,18830,0,290,556,18905,1,0,231,8,3053,8920,0,0,1000
30,3,2,3,19001,0,291,635,19099,5,1,292,9,3117,8986,0,0,365
55,2,1,1,15216,432,287,694,15330,159,10,366,13,1550,7281,0,0,365
111,33,3,6,18554,0,290,637,18661,3,0,252,8,2978,8845,0,0,365
51,20,1,6,17625,348,290,599,17719,98,52,272,11,2561,8412,0,0,1000
66,6,3,6,20931,182,293,539,20987,78,88,254,25,3874,9760,0,0,365
141,21,2,2,18027,0,290,619,18127,2,0,303,7,2738,8595,0,0,365
114,70,5,3,3079,0,141,905,3135,1,0,327,64,415,1284,0,2,7
63,45,2,7,20647,0,292,599,20755,4,0,252,2,3777,9661,0,0,365
42,7,2,1,15647,0,289,503,15742,7,0,296,7,1721,7498,0,0,365
13,10,1,4,19228,372,291,723,19342,121,125,298,10,3237,9108,0,0,1000
11,5,3,2,22598,0,293,299,22701,1,0,143,7,4670,10568,0,0,90
153,5,1,2,17180,0,290,651,17262,8,1,257,7,2397,8239,0,0,1
27,13,5,2,10207,329,275,619,10304,96,1,319,23,1161,4750,0,3,7
72,3,3,2,15138,0,286,604,15183,1,0,343,11,1475,7181,0,1,365
45,9,1,2,21099,194,293,571,21209,84,88,264,44,3969,9859,0,0,365
18,3,1,1,21182,185,293,544,21272,83,88,263,49,3997,9888,0,0,365
73,4,1,3,17096,342,290,659,17204,101,117,264,6,2375,8215,0,0,365
238,40,2,5,15957,0,289,553,16017,4,0,283,5,1853,7647,0,0,180
78,5,3,2,21597,0,293,574,21678,1,0,296,87,4191,10085,0,0,180
150,92,3,9,22228,177,293,489,22328,66,54,205,97,4516,10413,0,1,1000
19,2,2,1,23038,334,293,439,23075,55,0,111,0,4880,10781,0,0,365
12,3,1,2,18438,410,290,704,18586,115,151,277,11,2940,8806,0,0,365
51,48,5,19,16137,359,289,601,16236,112,0,280,2,1964,7776,0,1,1000
9,17,3,5,21025,0,293,604,21170,29,1,291,43,3948,9837,0,0,365
46,26,4,5,17636,0,290,598,17732,2,0,258,11,2571,8422,0,0,1000
43,2,1,1,18287,402,290,695,18373,112,153,277,11,2846,8710,0,0,365
5,0,1,0,13654,21,284,599,13752,8,17,317,23,1324,6393,0,0,1
38,26,3,9,18984,0,290,615,19081,3,1,289,7,3107,8976,0,0,365
12,31,3,4,22919,0,293,297,22952,10,0,123,2,4817,10716,0,0,180
190,62,2,2,18886,0,290,588,18998,3,2,264,9,3074,8943,0,0,365
3,29,2,5,21334,55,293,535,21411,26,0,260,68,4072,9964,0,0,365
45,14,2,5,18734,0,290,615,18856,5,0,240,9,3040,8907,0,0,1000
19,10,2,3,15960,0,289,555,16037,5,6,281,5,1858,7652,0,0,180
29,3,2,3,18923,0,290,631,19052,50,46,279,7,3094,8963,0,0,365
21,2,1,1,18062,0,290,592,18153,50,57,289,7,2749,8606,0,0,365
26,4,2,3,16177,0,289,616,16286,1,0,276,2,1995,7809,0,0,365
123,27,2,2,18420,0,290,709,18561,3,19,279,11,2935,8801,0,0,1000
20,5,2,2,20115,0,291,715,20164,9,5,269,8,3565,9444,0,0,365
70,9,1,2,22149,209,293,522,22217,75,55,232,104,4468,10365,0,0,180
331,81,4,8,17980,0,290,623,18086,1,0,308,6,2720,8577,0,1,1
151,14,1,3,20134,369,291,713,20190,118,8,275,8,3574,9453,0,0,365
33,58,5,8,22530,48,293,358,22623,44,5,171,8,4649,10547,0,1,90
88,14,2,1,22370,118,293,423,22461,62,44,187,92,4571,10468,0,0,90
31,20,1,3,19778,376,291,621,19878,119,3,247,2,3452,9329,0,0,180
13,52,4,7,16080,350,289,593,16157,107,0,276,2,1939,7743,0,2,180
29,12,2,3,19856,382,291,676,19964,126,3,272,4,3490,9368,0,1,365
73,7,1,2,15210,430,287,692,15328,157,10,366,13,1549,7278,0,0,365
24,12,4,2,22982,0,293,319,23028,2,0,112,0,4858,10758,0,1,7
148,47,4,6,13773,0,285,585,13825,17,2,302,10,1328,6447,0,2,1000
40,30,2,5,16715,0,289,717,16845,7,0,311,9,2215,8047,0,0,365
20,7,2,3,17217,0,290,656,17317,5,0,255,7,2419,8262,0,0,365
48,8,3,1,17057,0,290,642,17158,1,0,260,6,2350,8189,0,0,365
48,6,2,2,16996,5,290,665,17103,11,2,270,7,2332,8169,0,0,365
48,31,4,8,19994,0,291,688,20084,1,0,269,8,3526,9405,0,1,365
106,3,1,2,21556,255,293,570,21649,105,55,296,74,4178,10072,0,0,365
54,2,1,1,15643,307,289,505,15740,108,69,296,8,1720,7497,0,0,365
5,8,2,1,16551,0,289,732,16676,52,41,324,6,2138,7963,0,0,365
39,27,2,2,20353,0,292,705,20530,2,0,279,1,3708,9590,0,0,180
24,8,2,1,5370,4,198,1044,5482,4,0,378,63,684,2369,0,1,1
342,47,2,6,15705,0,289,485,15760,3,6,296,6,1730,7508,0,0,7
50,7,2,3,21037,0,293,596,21171,1,0,288,43,3948,9837,0,0,365
7,8,3,3,19606,0,291,641,19769,1,0,259,3,3416,9292,0,0,180
27,28,3,3,22404,125,293,414,22472,31,119,175,97,4575,10472,0,0,1000
100,16,2,1,19741,358,291,596,19845,114,3,238,1,3439,9316,0,0,365
19,0,1,0,15713,11,289,486,15761,8,10,289,6,1731,7509,0,0,1000
100,28,4,4,4834,7,186,1046,5064,15,0,408,77,641,2179,0,2,90
70,30,2,6,18738,334,290,612,18856,95,124,237,9,3040,8907,0,0,365
172,62,2,21,18549,0,290,642,18652,2,0,254,8,2973,8840,0,0,365
33,31,3,2,21466,0,293,566,21562,2,0,276,38,4138,10031,0,0,1000
138,36,3,5,17588,0,290,610,17664,7,0,273,11,2546,8397,0,0,1000
10,3,2,1,23634,0,295,437,23653,16,0,30,0,5054,10955,0,0,1000
49,49,6,11,22096,0,293,496,22178,2,0,225,86,4446,10343,0,1,30
18,17,2,1,12710,0,284,617,12783,1,0,284,27,1257,5899,0,0,7
64,0,1,0,15190,8,286,649,15271,5,0,359,12,1523,7247,0,0,365
32,5,2,2,17726,0,290,585,17835,52,25,263,12,2606,8458,0,0,365
52,13,2,3,17950,0,290,617,18071,54,82,295,16,2708,8563,0,0,1000
25,0,2,0,14941,0,286,527,15025,2,0,318,15,1432,7087,0,0,180
19,13,2,4,21488,0,293,585,21591,8,7,290,55,4150,10043,0,0,180
33,2,1,2,21752,267,293,587,21839,104,67,294,150,4276,10170,0,0,90
20,30,3,3,15899,299,289,482,15954,109,69,286,5,1821,7614,0,1,1000
34,13,1,10,18609,349,290,631,18704,98,11,246,7,2992,8859,0,0,365
158,25,5,8,21338,0,293,541,21427,1,0,261,68,4080,9972,0,0,365
15,77,3,5,15433,345,288,578,15515,118,10,308,9,1634,7390,0,0,365
17,16,5,12,15510,0,289,566,15639,12,3,304,8,1671,7436,0,1,365
25,2,1,1,15330,383,288,627,15434,141,10,334,9,1595,7340,0,0,365
18,4,1,2,19845,387,291,660,19949,125,3,269,4,3483,9361,0,0,180
13,14,2,2,16399,0,289,713,16515,8,0,309,4,2076,7899,0,0,365
5,0,2,0,10509,34,276,544,10546,14,3,279,13,1176,4887,0,1,1
81,13,3,4,22592,0,293,304,22688,2,0,148,7,4669,10567,0,1,90
100,3,1,1,20134,370,291,714,20191,118,8,275,8,3576,9455,0,0,365
92,19,8,4,10198,0,275,605,10281,1,0,313,25,1159,4739,0,4,7
25,4,2,2,19462,0,291,702,19603,46,0,273,4,3354,9228,0,0,180
27,3,1,2,19437,384,291,720,19597,122,0,279,4,3352,9226,0,0,180
76,45,3,1,1677,0,96,974,1823,1,0,412,141,240,722,0,1,1
75,35,2,2,13638,29,284,605,13741,13,22,321,28,1324,6390,0,1,365
180,36,3,4,12995,0,284,647,13131,1,0,341,32,1269,6043,0,0,7
131,6,2,1,15197,0,286,659,15297,1,0,352,12,1532,7258,0,0,365
11,15,2,2,20603,0,292,623,20713,7,0,246,2,3770,9654,0,0,365
44,3,1,2,18602,352,290,633,18700,98,11,248,7,2991,8858,0,0,365
16,14,3,5,14500,0,285,604,14595,25,131,337,17,1384,6849,0,0,180
7,3,1,2,18859,304,290,566,18953,95,125,247,9,3063,8930,0,0,365
56,9,3,2,22968,0,293,331,23026,10,0,117,0,4856,10756,0,0,180
28,33,2,3,15722,0,289,486,15768,8,2,285,5,1736,7516,0,0,1
17,2,1,1,17995,342,290,614,18101,112,142,304,6,2723,8580,0,0,365
100,14,2,5,16823,389,289,728,16969,123,117,299,8,2276,8109,0,0,365
6,0,2,0,11977,37,281,508,12020,8,8,242,11,1228,5531,0,1,1
8,6,2,2,18063,0,290,598,18157,4,0,287,7,2752,8609,0,0,365
11,4,2,2,23378,264,293,321,23483,50,0,96,0,4976,10877,0,0,365
28,30,2,3,19559,0,291,648,19702,4,0,265,4,3393,9268,0,0,180
28,26,6,33,14821,0,286,509,14915,3,9,311,15,1419,7025,0,1,30
9,8,1,3,19316,382,291,713,19376,117,2,287,8,3256,9127,0,0,365
