issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
13,9,3,2,1243,0,168,78,1264,3,0,190,5,1225,3202,0,0,1
68,98,6,19,985,0,134,138,1006,18,6,369,69,1136,2602,0,14,14
6,30,8,5,720,8,126,293,828,23,8,731,305,920,2108,0,4,1
39,12,6,11,1005,0,138,130,1041,1,0,317,55,1172,2677,0,4,7
26,7,5,1,1585,0,211,78,1605,1,0,128,17,1311,3902,0,0,90
39,3,7,5,47,42,42,350,139,85,50,924,384,114,291,0,3,14
12,1,3,1,314,3,78,292,378,4,3,767,307,400,991,0,0,1
36,18,7,8,449,0,98,352,499,18,13,887,370,537,1290,0,6,7
5,7,4,1,39,0,39,352,124,5,3,940,382,110,277,0,0,1
7,20,6,7,308,0,77,290,371,36,21,766,302,387,966,0,6,14
9,5,5,6,333,1,78,278,381,24,0,747,293,408,1005,0,1,7
7,37,7,6,42,22,42,353,134,28,24,924,384,113,284,0,10,7
9,8,3,1,281,0,73,288,343,35,35,789,302,358,893,0,1,1
37,14,5,6,995,10,135,133,1018,2,0,347,62,1147,2629,0,3,7
59,26,6,7,1326,0,180,83,1339,1,0,184,10,1236,3389,0,0,365
8,8,10,9,982,5,134,139,1005,16,12,366,71,1131,2590,0,4,7
4,12,5,3,1258,0,168,68,1265,1,0,185,6,1226,3222,0,0,365
21,25,7,4,281,3,73,289,343,9,7,784,301,359,895,0,9,7
13,10,4,4,183,7,55,339,228,12,12,894,358,245,609,0,7,7
9,16,4,3,424,27,94,339,480,32,31,868,355,522,1254,0,1,1
19,29,5,7,216,0,64,327,283,1,0,851,339,303,739,0,1,90
87,26,4,2,1039,0,138,105,1059,13,4,276,25,1189,2742,0,0,1
28,10,3,2,294,31,76,284,351,73,35,762,297,371,930,0,1,1
9,3,5,2,621,10,122,360,679,14,13,835,367,757,1791,0,0,1
21,19,6,8,562,0,117,396,613,6,0,912,408,681,1620,0,5,14
4,14,3,2,237,0,64,309,305,12,10,806,314,326,803,0,0,7
5,38,3,2,219,33,64,325,289,72,39,836,335,311,756,0,1,1
40,5,5,2,5,49,21,363,53,99,57,947,384,43,144,0,0,1
10,17,6,3,750,0,126,269,841,27,12,679,273,937,2133,0,2,1
17,5,7,6,616,0,122,358,670,1,0,846,368,750,1775,0,3,90
10,49,5,1,1569,0,211,84,1589,1,0,123,10,1309,3883,0,0,1
5,12,4,2,677,21,125,323,788,23,23,803,336,880,2026,0,1,1
9,28,5,3,660,51,124,336,763,98,53,814,349,854,1980,0,2,1
9,54,5,8,925,0,131,164,959,37,17,488,132,1068,2405,0,9,14
12,10,4,3,934,17,131,157,963,53,21,461,124,1075,2423,0,0,1
22,8,1,1,214,3,64,328,282,8,6,855,341,303,739,0,0,14
12,38,5,8,562,0,117,396,612,31,12,914,408,679,1617,0,6,30
6,14,4,4,851,9,131,203,906,9,8,580,194,1008,2274,0,2,7
87,1,5,2,840,1,131,211,893,7,2,577,203,995,2248,0,0,7
7,5,4,3,149,0,48,329,183,58,32,917,348,182,463,0,1,1
7,0,2,0,914,4,131,167,955,4,3,498,142,1061,2387,0,0,1
109,44,6,10,704,10,125,305,812,28,10,761,318,910,2088,0,6,7
14,2,5,3,842,0,131,210,897,24,3,582,201,999,2255,0,0,7
16,5,3,3,229,46,64,317,302,84,54,811,322,324,795,0,1,1
5,37,6,2,704,19,125,305,812,21,21,765,320,909,2086,0,1,1
7,15,5,25,971,2,134,147,996,3,1,394,84,1122,2561,0,13,30
127,30,6,10,78,0,43,336,146,4,0,897,366,133,330,0,7,1
6,18,5,10,212,10,64,330,281,20,11,869,343,296,722,0,11,90
34,10,2,2,387,4,84,292,440,13,7,765,307,484,1158,0,2,7
22,5,2,1,1210,0,167,93,1222,1,0,221,7,1222,3124,0,0,1
8,41,5,9,1059,0,143,103,1089,1,0,246,15,1203,2799,0,6,365
26,18,6,9,1077,0,143,97,1092,8,0,233,6,1203,2806,0,6,1
51,10,4,3,788,1,128,238,857,5,2,620,240,955,2163,0,2,1
9,4,4,3,207,10,63,333,267,21,11,878,347,276,680,0,2,7
10,3,5,3,942,0,131,150,967,30,13,450,116,1080,2438,0,0,1
35,43,4,3,877,0,131,184,925,4,3,543,172,1021,2309,0,1,1
5,28,4,3,463,26,100,363,509,31,30,886,378,558,1335,0,1,1
9,29,5,7,540,0,110,379,560,2,0,897,386,615,1479,0,8,7
8,34,5,5,1006,0,138,129,1041,1,0,315,54,1172,2677,0,3,1
10,11,6,5,40,0,39,352,126,67,38,936,382,112,280,0,4,1
40,6,6,4,670,11,125,330,784,29,12,804,342,875,2020,0,2,14
10,1,5,3,248,43,66,311,312,78,51,811,318,334,830,0,2,7
24,8,3,2,536,35,109,377,555,62,40,890,383,605,1453,0,0,1
10,17,4,2,517,38,106,380,544,63,44,906,396,592,1419,0,1,1
9,8,6,4,119,0,45,327,162,60,34,915,351,160,398,0,3,1
9,23,5,6,337,22,79,276,385,25,25,751,296,414,1015,0,3,1
3,22,2,1,639,0,123,348,716,1,0,825,359,798,1870,0,0,90
36,22,5,7,1005,0,138,128,1038,13,4,317,55,1168,2669,0,2,7
16,20,2,2,559,0,116,399,606,7,3,931,412,674,1602,0,0,1
25,4,3,2,197,52,58,343,248,95,62,893,356,262,651,0,1,7
20,9,3,3,280,0,72,287,341,2,0,790,302,358,892,0,3,1
29,4,3,4,450,38,98,351,499,66,45,885,368,537,1290,0,2,1
7,10,6,5,895,5,131,179,936,5,4,524,162,1043,2349,0,2,7
8,15,5,2,63,41,43,346,141,85,49,921,380,119,301,0,2,1
25,1,5,1,289,2,76,287,351,7,6,771,300,366,917,0,2,1
328,31,6,4,1635,0,217,61,1641,1,0,115,19,1323,3959,0,1,1000
28,1,4,1,552,22,115,399,600,72,24,933,409,663,1573,0,0,7
52,14,4,5,987,0,134,136,1009,15,5,360,67,1140,2610,0,1,1
27,11,5,3,473,16,100,368,517,16,17,900,386,566,1347,0,2,1
7,3,4,1,372,0,83,273,407,41,36,738,292,445,1074,0,2,7
6,45,5,9,849,0,131,205,906,36,18,579,195,1007,2271,0,10,7
43,3,5,3,455,38,98,353,501,63,43,890,369,542,1297,0,0,1
8,13,4,6,607,0,122,364,660,11,8,861,374,735,1746,0,5,7
29,22,4,12,533,0,108,375,553,15,13,900,387,599,1441,0,13,90
12,7,5,4,409,43,91,318,466,70,51,821,334,513,1226,0,1,1
36,22,8,7,15,47,31,366,91,99,56,942,394,78,219,0,6,7
26,2,3,3,302,0,77,287,359,10,8,754,296,378,943,0,2,1
33,5,5,2,714,0,126,295,817,33,14,748,307,916,2099,0,1,1
34,43,6,3,616,3,122,361,677,12,6,841,369,751,1777,0,2,1
19,37,5,20,463,0,100,360,506,16,14,887,379,557,1334,0,15,180
11,2,6,4,387,1,84,299,440,4,1,774,313,485,1160,0,1,14
27,8,8,7,664,0,125,334,777,16,11,808,347,866,2001,0,8,7
56,20,6,6,777,0,127,247,849,21,12,640,252,945,2147,0,5,7
7,12,6,7,32,27,38,358,119,27,28,938,387,104,268,0,4,1
9,45,6,6,724,8,126,292,829,9,7,727,301,921,2109,0,1,1
9,55,2,2,358,0,81,273,395,2,1,755,297,434,1057,0,2,7
5,8,5,5,847,8,131,205,903,10,8,582,197,1004,2267,0,1,1
19,35,5,8,576,0,118,387,627,14,11,900,398,703,1676,0,8,14
9,1,4,1,521,16,106,377,545,19,18,897,393,594,1422,0,0,7
23,5,4,1,152,0,48,330,183,1,0,907,349,187,474,0,0,1
15,4,3,2,213,48,64,329,281,86,58,862,341,300,730,0,1,1
7,28,6,11,1006,3,138,129,1041,2,0,314,54,1173,2679,0,6,7
7,16,5,5,174,12,52,340,213,20,13,908,358,224,564,0,3,90
103,46,2,2,578,0,119,386,630,13,11,904,399,706,1683,0,3,7
8,1,6,3,4,50,16,354,42,95,58,930,374,38,136,0,1,1
15,17,5,4,158,0,50,327,191,12,7,899,349,194,501,0,5,30
38,12,6,4,23,46,33,364,100,95,54,949,395,88,237,0,3,1
8,9,7,4,1005,12,138,128,1038,36,14,317,55,1167,2668,0,1,180
6,53,5,15,281,31,74,289,344,71,36,782,301,359,895,0,14,1
6,0,1,0,769,12,126,254,847,16,14,652,254,941,2140,0,0,1
20,9,1,1,787,0,128,239,857,4,1,628,242,954,2160,0,0,1
4,1,3,1,311,0,78,291,376,1,1,762,304,393,976,0,0,1
8,12,7,3,222,0,64,323,295,43,23,827,331,319,773,0,3,90
10,7,4,2,856,19,131,198,907,57,20,578,189,1008,2279,0,1,7
7,8,4,2,963,0,134,150,985,1,0,415,92,1106,2511,0,0,1
33,1,4,1,276,0,72,287,337,1,0,799,302,355,882,0,0,90
11,93,5,6,630,0,123,355,699,9,8,829,364,775,1829,0,8,30
11,37,7,14,211,34,63,330,275,76,40,876,344,282,698,0,12,7
10,9,7,4,708,9,126,301,815,27,9,757,314,913,2093,0,2,1
29,45,4,24,213,34,64,329,281,74,40,866,342,299,729,0,14,14
8,10,7,5,380,1,84,270,416,2,1,743,297,455,1091,0,3,7
23,5,4,1,1537,0,206,103,1556,9,0,176,14,1295,3821,0,0,1000
102,18,3,4,344,0,80,283,388,13,10,778,307,423,1034,0,5,30
24,3,4,2,431,0,95,347,483,32,15,876,364,530,1268,0,1,1
28,9,3,3,1019,11,138,121,1052,26,12,292,41,1177,2700,0,1,7
9,1,4,1,884,0,131,185,926,37,18,536,169,1027,2317,0,0,1
7,1,6,3,143,0,48,328,181,59,33,913,347,179,451,0,1,7
68,40,7,14,31,1,38,357,119,3,1,943,390,102,261,0,11,1
9,55,5,5,141,0,47,325,174,5,2,928,348,169,434,0,3,14
9,6,3,1,622,0,122,359,680,64,40,833,366,758,1792,0,0,1
11,0,1,0,221,0,64,324,292,1,0,826,330,314,763,0,0,7
5,5,4,1,799,0,129,237,864,29,5,618,237,963,2180,0,0,7
75,5,5,4,162,50,52,337,205,90,58,888,347,204,523,0,2,1
92,33,3,5,209,0,63,331,271,3,0,878,345,280,692,0,4,14
6,10,5,6,141,11,47,325,174,16,15,923,348,169,434,0,14,7
10,24,9,9,1019,0,138,121,1051,7,3,294,41,1177,2700,0,7,180
6,20,7,16,14,0,31,367,87,13,11,946,394,71,208,0,9,1
13,24,5,12,580,0,120,384,631,70,46,900,396,708,1686,0,7,7
120,6,4,3,864,0,131,193,916,1,0,557,180,1015,2294,0,1,180
12,3,4,2,517,0,106,380,544,66,41,908,396,592,1419,0,0,1
6,1,5,2,725,0,126,291,832,51,34,727,301,922,2110,0,0,1
18,14,4,2,952,0,131,140,969,1,0,432,105,1086,2455,0,2,1
20,8,6,3,504,28,106,373,542,65,30,886,391,591,1411,0,1,7
1,27,3,10,971,0,134,147,995,1,0,398,84,1122,2559,0,6,7
84,7,6,1,720,0,126,293,826,14,10,732,305,920,2108,0,0,1
4,12,2,1,974,0,134,145,1000,3,1,376,79,1127,2578,0,0,1
7,4,3,1,200,0,59,340,250,42,40,889,355,266,659,0,1,1
26,15,5,6,409,0,92,340,470,6,1,865,358,514,1231,0,2,7
6,20,5,5,743,0,126,275,840,49,32,695,280,934,2126,0,4,1
9,29,8,13,738,16,126,280,840,18,17,700,285,931,2123,0,13,7
33,50,6,8,482,0,103,367,530,1,0,884,383,576,1377,0,9,90
4,3,3,1,294,31,76,284,351,72,35,761,297,371,930,0,0,1
5,6,5,3,1024,10,138,117,1053,27,11,299,37,1179,2724,0,3,1
14,32,3,2,293,0,76,285,351,27,7,763,298,371,930,0,0,1
10,6,6,4,143,8,48,329,181,22,8,913,348,179,453,0,4,1
39,4,4,1,773,29,126,251,847,54,30,640,250,943,2142,0,0,1
28,14,7,9,107,0,45,334,160,16,12,916,362,154,389,0,7,14
17,24,3,7,650,0,123,345,753,8,7,823,358,845,1960,0,6,7
9,6,3,1,780,0,128,245,851,39,22,640,250,946,2149,0,0,1
21,6,5,2,763,30,126,256,845,58,31,663,261,940,2139,0,2,1
9,15,5,10,927,2,131,164,960,8,1,485,130,1069,2409,0,5,90
16,1,3,1,909,0,131,168,952,1,0,502,147,1056,2374,0,0,1
31,21,4,4,563,41,117,396,615,78,46,906,406,687,1638,0,3,7
6,4,4,3,734,17,126,282,839,19,18,706,290,929,2120,0,1,1
35,11,6,11,358,0,81,273,395,12,7,757,297,434,1057,0,15,14
25,8,5,2,409,0,91,320,466,14,10,819,335,513,1228,0,3,7
7,5,4,4,482,24,103,365,529,28,28,880,380,574,1370,0,1,1
8,13,7,11,925,0,131,164,959,1,0,489,132,1068,2405,0,5,30
15,25,6,14,471,17,100,370,514,17,18,902,388,565,1346,0,7,30
11,5,5,7,382,33,84,282,429,69,38,749,302,470,1125,0,10,30
17,0,2,0,607,24,122,364,654,27,26,860,374,731,1738,0,1,7
15,17,7,9,281,0,73,289,343,7,5,785,301,359,894,0,11,90
5,51,4,6,763,0,126,257,845,43,26,658,261,940,2139,0,7,7
9,9,5,7,778,13,127,246,850,14,13,640,251,946,2149,0,6,7
5,39,4,4,804,10,130,237,869,15,12,612,238,967,2187,0,3,1
120,29,4,5,183,5,55,340,230,11,6,896,359,248,615,0,6,7
72,134,6,13,42,1,39,352,129,2,1,926,382,113,283,0,13,7
59,31,8,2,1790,0,231,77,1799,2,0,129,27,1400,4231,0,4,1000
7,5,5,6,442,25,98,358,498,31,30,896,377,536,1287,0,5,7
10,6,3,4,753,0,126,266,841,44,26,679,271,938,2134,0,2,1
39,28,9,9,16,47,33,366,98,98,56,945,397,81,225,0,10,1
18,2,5,3,570,39,117,390,621,76,44,897,400,693,1658,0,2,1
5,4,4,1,440,0,96,351,491,25,24,882,367,533,1277,0,1,1
68,24,5,11,388,0,84,298,443,1,0,774,316,488,1173,0,9,7
14,30,5,3,777,0,127,247,849,32,7,641,249,945,2147,0,0,1
16,31,5,4,936,11,131,155,963,47,9,459,122,1075,2426,0,1,1
16,0,1,0,387,0,84,291,440,1,0,755,302,483,1154,0,0,1
12,1,1,1,1071,4,143,99,1091,14,2,229,7,1203,2802,0,0,1
26,7,3,2,815,0,131,226,877,9,5,592,227,978,2207,0,0,1
17,22,4,1,378,0,83,270,409,1,0,745,293,449,1082,0,0,1
8,9,5,5,87,41,43,337,151,80,48,908,370,141,350,0,3,1
4,6,3,1,223,0,64,322,297,37,36,823,330,319,774,0,1,1
5,13,4,1,545,1,112,392,578,9,2,930,406,641,1533,0,0,7
23,24,5,2,950,0,131,142,968,4,0,441,108,1084,2448,0,1,1
32,4,6,2,137,0,46,320,169,1,0,916,344,166,416,0,4,1
9,37,5,8,282,0,74,291,344,12,9,782,302,359,897,0,15,14
15,15,9,6,681,0,125,323,795,37,16,792,334,885,2043,0,5,7
7,3,4,2,288,9,76,288,351,16,10,775,301,366,915,0,2,1
22,30,6,14,141,9,47,325,174,14,9,927,348,169,434,0,15,7
34,0,1,0,228,0,64,318,302,2,0,812,324,323,794,0,0,1
9,47,7,13,804,0,130,237,869,42,22,611,238,967,2188,0,11,7
13,9,5,4,884,0,131,185,925,3,1,535,168,1026,2316,0,5,7
12,1,5,1,746,36,126,272,840,75,37,692,276,934,2126,0,0,1
47,15,3,4,963,0,134,149,985,4,1,415,92,1106,2511,0,0,14
4,21,7,15,1024,4,138,117,1053,8,0,295,37,1180,2727,0,5,1
6,2,4,1,878,6,131,189,925,6,5,545,173,1024,2314,0,0,1
6,35,4,10,686,0,125,320,800,59,37,792,331,895,2064,0,5,7
40,21,5,9,963,0,134,150,985,2,1,413,92,1106,2511,0,3,180
47,9,4,5,686,29,125,319,799,62,31,786,329,890,2051,0,3,180
4,4,4,6,504,22,106,373,542,28,26,884,391,591,1411,0,3,1
11,30,6,9,692,29,125,314,808,63,31,788,329,899,2072,0,4,7
19,0,1,0,840,1,131,211,893,6,1,576,202,995,2248,0,0,1
5,6,3,1,628,0,123,357,690,64,40,831,364,768,1810,0,0,7
6,31,7,11,420,27,94,339,478,33,31,869,356,521,1253,0,11,30
77,35,5,5,903,0,131,171,945,2,0,515,153,1050,2361,0,15,14
8,38,5,11,562,21,117,396,612,59,23,913,408,680,1618,0,13,30
39,41,6,5,917,0,131,172,958,3,0,501,140,1065,2396,0,14,14
43,60,7,6,427,0,95,342,482,2,0,863,356,525,1260,0,6,1
10,5,5,1,711,24,126,298,816,58,26,753,311,915,2096,0,0,1
18,68,5,25,916,11,131,171,958,9,8,501,141,1061,2392,0,15,14
8,20,6,2,16,0,33,365,98,10,6,944,395,81,224,0,2,7
4,2,4,1,800,0,129,238,864,28,4,616,236,963,2180,0,0,1
119,61,3,16,932,0,131,159,963,3,0,472,126,1073,2420,0,15,30
5,6,4,1,554,2,115,398,604,6,5,931,412,668,1586,0,0,1
27,2,3,1,221,0,64,324,292,1,0,828,330,313,760,0,0,1
22,7,7,4,903,0,131,171,950,1,0,510,152,1052,2365,0,1,90
8,3,4,1,100,14,45,340,159,17,14,926,371,152,384,0,1,7
21,7,6,5,122,5,45,332,163,12,5,912,352,163,407,0,5,7
187,73,5,21,958,0,131,140,971,13,8,414,97,1092,2467,0,15,14
33,4,5,1,343,1,80,273,387,5,4,755,297,417,1023,0,2,1
4,16,4,4,172,9,52,334,213,14,14,902,356,217,551,0,2,7
19,10,1,1,787,0,128,239,857,3,0,627,241,954,2160,0,0,1
30,9,3,3,204,51,60,336,254,91,61,882,351,270,663,0,1,7
9,0,1,0,745,0,126,273,840,48,31,694,278,934,2126,0,0,1
6,24,4,1,1410,0,197,71,1425,2,0,143,9,1252,3579,0,0,1000
6,5,4,3,1024,0,138,117,1053,6,1,294,37,1180,2727,0,0,1
30,20,7,3,1302,0,170,77,1306,4,0,183,7,1233,3324,0,3,1000
23,19,7,4,664,0,125,334,777,39,18,806,347,867,2005,0,2,7
29,23,7,7,866,9,131,193,918,13,11,563,183,1017,2299,0,10,7
5,5,3,1,237,31,64,309,304,67,37,808,314,325,799,0,0,1
11,2,4,1,840,0,131,211,893,40,18,575,202,995,2248,0,0,7
7,48,3,4,183,0,55,335,221,55,29,897,355,232,586,0,3,7
7,4,7,4,1018,3,138,119,1051,9,2,297,42,1177,2699,0,2,7
18,11,5,5,849,25,131,204,903,61,27,579,196,1006,2270,0,5,1
149,2,7,3,670,32,125,330,787,66,35,803,342,875,2020,0,1,1
36,14,8,7,716,9,126,295,820,25,9,740,306,918,2102,0,6,7
12,8,5,2,1151,0,158,119,1173,10,1,266,9,1217,3006,0,2,90
33,23,4,1,631,0,123,354,705,24,8,828,364,786,1847,0,0,7
3,24,6,4,724,0,126,289,829,34,9,729,301,921,2109,0,2,1
29,12,2,2,711,24,126,298,816,59,26,754,311,915,2096,0,2,180
49,3,4,3,266,40,70,294,325,74,48,798,304,341,852,0,2,1
10,46,6,8,409,0,91,320,466,49,25,821,334,513,1226,0,7,7
9,2,7,1,738,9,126,280,840,18,8,699,285,931,2123,0,0,1
24,8,6,2,981,0,134,138,1003,1,0,373,74,1128,2583,0,1,1
6,44,3,7,460,0,100,357,504,60,37,890,380,555,1329,0,8,14
17,15,5,5,897,17,131,177,938,54,16,520,160,1043,2349,0,1,7
5,1,4,1,567,0,117,392,616,29,27,896,402,692,1647,0,1,1
62,40,4,6,174,0,52,340,214,2,1,907,359,225,567,0,10,7
9,26,5,5,64,0,43,345,141,63,37,918,379,124,308,0,6,7
13,4,1,1,679,0,125,324,795,1,0,796,335,885,2043,0,0,1
5,1,4,1,597,0,121,371,641,1,0,883,382,717,1706,0,0,1
103,5,4,2,312,4,78,293,378,13,5,768,308,398,986,0,3,14
29,14,7,19,340,6,80,276,387,9,7,761,300,417,1023,0,13,90
13,44,6,5,102,0,45,339,160,61,36,922,369,153,386,0,8,7
19,15,5,10,560,0,116,398,607,17,13,925,411,676,1605,0,8,7
9,20,6,5,141,3,47,330,176,8,4,920,349,176,442,0,6,30
19,6,3,1,224,0,64,321,297,36,35,822,329,319,774,0,1,1
5,1,4,1,861,18,131,196,913,54,18,559,183,1011,2290,0,0,1
84,21,5,7,390,0,88,300,454,2,1,770,314,495,1183,0,8,14
94,22,4,22,982,1,134,140,1005,5,0,365,71,1132,2591,0,5,180
7,3,4,2,773,0,126,251,847,41,24,644,250,943,2142,0,1,1
29,11,4,1,613,0,122,360,669,1,0,847,370,747,1767,0,0,1
9,15,4,1,626,0,122,356,686,1,0,837,364,765,1806,0,0,1
6,8,5,2,61,0,43,343,141,64,37,912,376,116,297,0,0,1
9,25,5,10,1000,0,136,129,1026,9,6,324,57,1158,2649,0,4,90
16,6,5,4,518,0,106,379,545,1,0,901,395,592,1419,0,3,1
21,1,5,2,378,33,83,271,409,52,40,750,297,450,1084,0,0,7
48,23,5,4,160,4,52,338,204,8,4,898,351,200,516,0,5,7
100,3,5,2,840,0,131,211,894,8,4,574,202,995,2248,0,0,7
15,25,5,4,718,0,126,294,823,1,0,736,305,919,2106,0,2,14
8,13,4,1,362,20,81,272,397,24,23,748,295,438,1062,0,1,1
5,4,4,1,485,39,103,372,534,66,45,888,387,577,1382,0,0,1
9,21,4,3,445,31,98,355,499,69,33,891,374,537,1290,0,0,14
36,5,6,3,19,46,33,367,99,97,54,944,392,84,230,0,3,1
34,41,8,11,1111,0,149,102,1122,6,0,268,8,1208,2873,0,5,90
9,25,7,15,419,27,94,340,478,34,31,869,356,521,1253,0,8,30
5,10,4,1,792,0,129,241,859,13,12,621,239,957,2169,0,1,1
11,5,4,1,154,5,49,329,190,9,5,906,350,191,488,0,0,1
33,11,4,2,1069,0,143,100,1090,4,1,236,11,1203,2802,0,0,1
6,1,4,2,282,0,74,294,344,3,3,784,307,359,898,0,0,7
7,42,5,21,337,0,80,276,386,37,22,753,298,414,1017,0,15,14
11,3,6,2,738,16,126,280,840,17,17,698,285,931,2123,0,2,1
17,16,9,9,318,4,78,288,380,4,4,762,305,403,996,0,12,14
6,2,4,1,501,3,104,370,540,4,3,897,384,588,1404,0,0,7
9,10,7,10,429,32,95,348,483,74,34,876,364,528,1264,0,10,7
5,1,4,1,397,0,89,317,460,36,33,805,332,506,1211,0,0,7
8,4,4,2,940,0,131,152,967,32,14,452,118,1080,2435,0,0,1
7,20,4,5,124,8,45,331,164,20,9,916,352,163,408,0,5,1
20,19,4,6,432,0,95,349,483,1,0,880,367,530,1270,0,1,7
12,1,5,1,460,0,100,357,504,26,23,891,380,555,1328,0,1,1
6,15,4,4,180,8,53,334,219,14,13,897,351,226,571,0,3,7
73,10,5,5,457,37,100,359,504,60,42,892,380,551,1324,0,1,1
25,20,5,3,800,0,130,241,866,10,6,617,240,965,2183,0,3,7
17,6,3,2,704,49,125,305,812,89,49,762,319,910,2088,0,0,1
19,1,4,1,589,0,121,378,632,37,18,894,390,710,1692,0,0,1
18,34,7,11,877,9,131,183,925,11,10,546,172,1020,2308,0,13,30
9,9,3,2,65,0,43,344,141,61,36,916,379,126,311,0,2,1
22,9,4,2,590,0,121,377,639,26,25,892,390,713,1698,0,1,1
54,7,4,2,553,42,115,399,602,77,47,926,409,666,1581,0,2,30
38,9,5,3,440,24,96,350,489,32,29,883,367,532,1276,0,1,1
8,16,5,4,514,0,106,381,544,2,1,908,397,592,1419,0,1,30
7,20,6,8,159,31,51,339,198,32,32,902,352,197,510,0,15,14
22,28,3,4,211,0,64,331,280,39,37,871,344,295,720,0,3,1
1,8,3,2,436,0,95,351,485,1,0,885,367,532,1272,0,1,1
38,68,7,7,99,0,44,332,154,4,2,903,363,144,360,0,2,1
12,33,4,2,327,2,78,280,380,10,3,749,298,406,1002,0,3,1
119,16,5,4,562,0,117,396,612,15,12,918,408,678,1613,0,6,7
123,5,5,2,344,5,80,283,388,13,7,776,307,423,1034,0,3,14
9,1,4,3,203,29,60,337,254,30,30,887,352,267,660,0,1,1
29,16,5,18,1059,0,143,107,1089,7,3,246,15,1203,2799,0,9,14
23,58,5,4,729,43,126,287,832,84,44,723,297,925,2113,0,4,1
8,38,4,7,810,0,131,231,873,41,22,604,231,969,2195,0,6,7
104,34,6,13,254,32,66,305,314,76,38,803,312,335,833,0,14,90
33,15,5,3,870,2,131,189,922,12,4,556,178,1017,2299,0,3,14
20,8,3,2,255,41,67,304,316,75,49,799,311,335,839,0,1,1
6,29,5,9,1038,0,138,106,1057,2,0,278,26,1187,2739,0,5,14
26,6,3,3,613,0,122,359,666,38,17,848,369,745,1764,0,2,1
8,34,5,2,702,0,125,306,811,56,36,769,320,907,2084,0,1,1
37,4,5,4,298,34,77,288,358,62,41,754,299,377,939,0,1,1
16,9,9,5,115,4,45,327,161,11,6,916,353,160,397,0,15,1
9,35,5,21,226,33,64,319,298,69,39,815,327,320,781,0,15,14
7,14,5,4,205,0,63,335,266,53,26,879,350,275,679,0,5,7
152,5,4,1,847,0,131,205,903,6,5,583,197,1004,2267,0,1,7
4,39,6,6,1045,0,140,102,1071,9,3,266,21,1198,2768,0,8,7
46,8,5,2,577,0,119,387,630,1,0,907,400,706,1683,0,0,7
4,5,4,1,55,1,43,349,141,2,1,921,382,115,296,0,0,1
47,5,6,1,888,2,131,183,930,10,4,533,166,1030,2322,0,5,7
12,5,4,1,542,0,110,383,563,1,0,900,388,625,1502,0,0,1
15,1,4,2,903,0,131,171,945,1,0,514,153,1050,2362,0,1,1
108,11,5,7,440,0,97,355,497,6,2,885,369,535,1280,0,4,7
28,6,4,6,351,32,81,279,391,76,37,763,302,427,1044,0,4,14
9,16,4,3,102,33,45,339,160,81,39,924,369,153,386,0,1,1
55,43,7,6,874,18,131,185,925,53,18,551,175,1019,2305,0,10,14
13,16,5,1,729,43,126,287,837,83,44,721,297,929,2119,0,0,1
6,18,5,3,555,21,115,398,605,67,23,931,412,668,1588,0,3,7
13,12,4,14,569,8,117,390,616,10,8,895,400,692,1648,0,15,90
7,14,6,9,98,14,44,331,153,18,14,901,362,143,359,0,11,1
7,2,4,1,797,0,129,239,862,12,11,621,239,962,2178,0,1,1
7,4,4,3,501,23,104,370,540,28,27,896,384,588,1404,0,1,1
125,24,7,13,955,0,131,137,971,17,9,424,103,1087,2457,0,14,90
10,13,4,3,753,33,126,266,841,63,34,678,271,938,2135,0,2,7
44,10,5,4,401,0,90,316,462,23,15,810,330,509,1215,0,4,1
21,1,4,1,885,0,131,185,927,3,2,534,168,1027,2317,0,1,1
7,32,3,4,174,31,52,340,214,34,32,906,358,225,567,0,1,7
6,13,3,2,913,0,131,168,955,2,1,499,143,1060,2386,0,2,365
6,5,7,6,91,23,44,336,152,25,23,906,370,142,353,0,6,7
28,9,5,5,1058,0,143,102,1087,8,3,245,15,1203,2798,0,0,30
20,11,2,3,534,3,108,374,553,10,4,898,386,602,1444,0,0,1
27,2,3,1,271,3,72,291,336,11,3,799,305,350,874,0,0,14
49,5,4,1,541,0,110,384,563,1,0,897,386,623,1496,0,0,1
6,31,5,28,892,12,131,179,930,11,8,526,164,1033,2327,0,15,30
9,4,3,2,230,45,64,316,303,83,53,810,321,324,796,0,1,1
6,7,4,1,431,42,95,347,483,69,50,879,363,529,1266,0,1,1
6,1,6,1,743,8,126,275,840,17,7,696,280,934,2126,0,0,1
37,47,4,33,553,0,115,399,602,2,0,928,408,666,1580,0,15,90
28,6,3,2,209,0,63,332,271,11,8,879,345,281,696,0,1,1
9,8,5,2,762,31,126,257,845,60,32,666,262,940,2139,0,2,1
8,16,3,2,311,7,77,290,375,13,8,760,303,392,973,0,1,1
101,14,8,10,559,0,116,399,606,8,4,932,413,673,1601,0,13,90
20,15,6,8,788,0,128,238,857,4,2,624,240,954,2161,0,1,7
10,121,7,3,662,50,124,334,764,96,52,812,347,856,1982,0,3,1
